1603	Fri Aug 12 02:48:43 +0000 2011	4bef04aeea570f47e1c88ed2	{Ashley Furniture}	{37.97890317178165,-122.05529886642684,Concord,CA,United States}	{Shop & Service,}
1603	Fri Aug 12 02:34:41 +0000 2011	4b69f911f964a5201fbf2be3	{Trader Joe's}	{37.97940742062678,-122.0561420917511,Concord,CA,United States}	{Shop & Service,Food & Drink Shop,}
1603	Fri Aug 12 01:50:25 +0000 2011	4c0f0a3c336220a1234bcd77	{Roundtable pizza}	{37.973903,-122.065089,Pleasant Hill,CA,United States}	{Food,}
1603	Wed Aug 10 23:54:14 +0000 2011	4ae3c5d6f964a520d09821e3	{Chili's Grill & Bar}	{37.979006671522164,-122.04129665417325,Concord,CA,United States}	{Food,}
1603	Wed Aug 10 19:17:59 +0000 2011	4b9ea72af964a520fdf636e3	{Bank of America}	{37.965143621964195,-122.0584487915039,Concord,CA,United States}	{Shop & Service,}
1603	Wed Aug 10 19:16:42 +0000 2011	4b93e8b4f964a5200e5934e3	{Denny's}	{37.974776,-122.06487258333334,Pleasant Hill,CA,United States}	{Food,}
1603	Wed Aug 10 05:16:57 +0000 2011	4f3d9affe4b03dd02358bb0a	{Safeway}	{37.97090787890601,-122.06246854427685,Pleasant Hill,CA,United States}	{Shop & Service,Food & Drink Shop,}
1603	Wed Aug 10 05:07:27 +0000 2011	4c6218c686b6be9afd808b34	{Secrets}	{37.981291535884495,-122.06655260745973,Pleasant Hill,CA,United States}	{Shop & Service,}
1603	Tue Aug 09 23:58:27 +0000 2011	4ae3c5d6f964a520d09821e3	{Chili's Grill & Bar}	{37.979006671522164,-122.04129665417325,Concord,CA,United States}	{Food,}
1603	Tue Aug 09 22:59:48 +0000 2011	4bcf505e77b29c7462d98882	{Robert Jensen Salon}	{37.89228,-122.12065196,Lafayette,CA,United States}	{Shop & Service,}
1603	Tue Aug 09 20:30:20 +0000 2011	4af485f2f964a52076f321e3	{Swad}	{37.89171,-122.12331914,Lafayette,CA,United States}	{Food,}
1603	Tue Aug 09 18:03:30 +0000 2011	4b3a4387f964a5203c6325e3	{Alameda County Medical Center}	{37.79891089259085,-122.23155607864764,Oakland,CA,United States}	{Medical Center,Professional & Other Places,}
1603	Tue Aug 09 01:05:20 +0000 2011	4a038ff7f964a520c8711fe3	{Caldecott Tunnel}	{37.85948930599277,-122.21086263656616,Oakland,CA,United States}	{Travel & Transport,}
1603	Tue Aug 09 00:54:40 +0000 2011	4cbe25727dc9a093a85431f5	{Evergreen Cemetery}	{37.772419515817425,-122.18037268517975,Oakland,CA,United States}	{Outdoors & Recreation,}
1603	Mon Aug 08 05:49:56 +0000 2011	4c7ed715e4b06dcb046045d7	{Daryls House}	{37.97043902564025,-122.06669965306618,,CA,United States}	{Residence,}
1603	Sun Aug 07 19:17:54 +0000 2011	4b9065d4f964a520258833e3	{Bayfair Center}	{37.70057619352947,-122.126756,San Leandro,CA,United States}	{Shop & Service,Food & Drink Shop,}
1603	Sun Aug 07 19:17:19 +0000 2011	4b0c9a0ff964a520f93f23e3	{Chili's Grill & Bar}	{37.702798751259586,-122.12554904305522,San Leandro,CA,United States}	{Food,}
1603	Sun Aug 07 18:36:34 +0000 2011	468eea22f964a5208c481fe3	{Walnut Creek BART Station}	{37.90553809576329,-122.06735372543335,Walnut Creek,CA,United States}	{Travel & Transport,Train Station,}
1603	Sun Aug 07 18:24:14 +0000 2011	4697972cf964a520e7481fe3	{Pleasant Hill/Contra Costa Centre BART Station}	{37.928387016887655,-122.0560757893509,Walnut Creek,CA,United States}	{Travel & Transport,}
1603	Sun Aug 07 00:27:22 +0000 2011	4ae3c5d6f964a520d09821e3	{Chili's Grill & Bar}	{37.979006671522164,-122.04129665417325,Concord,CA,United States}	{Food,}
1603	Sat Aug 06 06:38:10 +0000 2011	4a9b111df964a520473420e3	{Club 1220}	{37.910953,-122.06056237220764,Walnut Creek,CA,United States}	{Nightlife Spot,}
1603	Fri Aug 05 22:28:08 +0000 2011	4ae3c5d6f964a520d09821e3	{Chili's Grill & Bar}	{37.979006671522164,-122.04129665417325,Concord,CA,United States}	{Food,}
1603	Fri Aug 05 05:53:10 +0000 2011	4a5260fbf964a52097b11fe3	{Yogurtland}	{37.94477283748195,-122.05617427825928,Pleasant Hill,CA,United States}	{Food,}
1603	Thu Aug 04 22:31:41 +0000 2011	4ae3c5d6f964a520d09821e3	{Chili's Grill & Bar}	{37.979006671522164,-122.04129665417325,Concord,CA,United States}	{Food,}
1603	Thu Aug 04 19:40:38 +0000 2011	4bf0483a3a002d7fe5ed85a4	{Starbucks}	{37.976514,-122.03380903,Concord,CA,United States}	{Food,}
1603	Thu Aug 04 18:41:14 +0000 2011	4bac73c6f964a520b9f53ae3	{Bank of America}	{37.976282562197575,-122.03415870666504,Cocnord,CA,United States}	{Shop & Service,}
1603	Wed Aug 03 23:45:37 +0000 2011	4ae3c5d6f964a520d09821e3	{Chili's Grill & Bar}	{37.979006671522164,-122.04129665417325,Concord,CA,United States}	{Food,}
1603	Tue Aug 02 21:21:01 +0000 2011	4ae3c5d6f964a520d09821e3	{Chili's Grill & Bar}	{37.979006671522164,-122.04129665417325,Concord,CA,United States}	{Food,}
1603	Mon Aug 01 21:22:29 +0000 2011	4a6b8b8df964a52014cf1fe3	{Chipotle Mexican Grill}	{37.94585462649332,-122.06174715846566,Pleasant Hill,CA,United States}	{Food,}
1603	Mon Aug 01 17:06:07 +0000 2011	4ae63f17f964a520f8a521e3	{Wells Fargo Bank}	{37.972014466666664,-122.06322923333333,Pleasant Hill,CA,United States}	{Shop & Service,Professional & Other Places,}
1603	Mon Aug 01 05:44:16 +0000 2011	4ae28e57f964a520fd8e21e3	{BJ's Restaurant & Brewhouse}	{37.96886524785879,-122.06243991851807,Concord,CA,United States}	{Nightlife Spot,Food,}
1603	Mon Aug 01 00:03:11 +0000 2011	4ae3c5d6f964a520d09821e3	{Chili's Grill & Bar}	{37.979006671522164,-122.04129665417325,Concord,CA,United States}	{Food,}
1603	Sun Jul 31 05:42:15 +0000 2011	4a9b111df964a520473420e3	{Club 1220}	{37.910953,-122.06056237220764,Walnut Creek,CA,United States}	{Nightlife Spot,}
1603	Sun Jul 31 02:36:10 +0000 2011	4ae3c5d6f964a520d09821e3	{Chili's Grill & Bar}	{37.979006671522164,-122.04129665417325,Concord,CA,United States}	{Food,}
