2666	Sun May 09 20:28:19 +0000 2010	44d3ade1f964a5204b361fe3	{Gott??s Roadside}	{37.79602560322911,-122.39416480064392,San Francisco,CA,United States}	{Food,}
===
2666	Wed Mar 31 15:16:40 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Fri Mar 26 02:48:08 +0000 2010	4a7688a0f964a52021e31fe3	{Nola}	{37.44501495519979,-122.16135834189019,Palo Alto,CA,United States}	{Nightlife Spot,Food,}
2666	Tue Mar 23 00:41:22 +0000 2010	4a671444f964a520e4c81fe3	{The Westin Waltham Boston}	{42.39505456224209,-71.25968100730215,Waltham,MA,United States}	{Travel & Transport,}
2666	Mon Mar 22 10:50:49 +0000 2010	452113b6f964a520bc3a1fe3	{Boston Logan International Airport (BOS)}	{42.36650312404415,-71.01667642593384,Boston,MA,United States}	{Travel & Transport,}
2666	Sat Mar 20 18:10:59 +0000 2010	4b10c463f964a520907523e3	{Burke Williams Spa}	{37.320859,-121.94805262164911,San Jose,CA,United States}	{Travel & Transport,Shop & Service,Hotel,}
2666	Sun Mar 07 22:00:31 +0000 2010	49cfeb47f964a520e35a1fe3	{Epicenter Cafe}	{37.78148033473228,-122.3989337682724,San Francisco,CA,United States}	{Food,}
2666	Wed Mar 03 02:33:54 +0000 2010	4a2dcb31f964a520f3971fe3	{Pluto's}	{37.320919471721844,-121.949143409729,San Jose,CA,United States}	{Food,}
2666	Thu Feb 25 05:01:21 +0000 2010	4acf8decf964a5207fd420e3	{ClubSport}	{37.483503824599225,-121.94068655378852,Fremont,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2666	Wed Feb 24 13:52:54 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Sat Feb 20 02:50:06 +0000 2010	4acf8decf964a5207fd420e3	{ClubSport}	{37.483503824599225,-121.94068655378852,Fremont,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2666	Mon Feb 15 15:38:26 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Tue Feb 09 15:39:59 +0000 2010	49de836ef964a5205f601fe3	{Whole Foods Market}	{37.544229714540485,-122.29148640223116,San Mateo,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
2666	Sun Feb 07 20:23:06 +0000 2010	4acf8decf964a5207fd420e3	{ClubSport}	{37.483503824599225,-121.94068655378852,Fremont,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2666	Sat Feb 06 05:00:01 +0000 2010	4a5f8994f964a520d5bf1fe3	{Tropisue?o}	{37.78534267732514,-122.40393340587616,San Francisco,CA,United States}	{Food,}
2666	Mon Feb 01 15:21:43 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
2666	Sun Jan 31 17:22:24 +0000 2010	4b7a5e2df964a520c22a2fe3	{Sierra-at-Tahoe Resort}	{38.80225962384822,-120.08262634277344,Twin Bridges,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
2666	Sat Jan 30 04:41:15 +0000 2010	4acf8decf964a5207fd420e3	{ClubSport}	{37.483503824599225,-121.94068655378852,Fremont,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2666	Thu Jan 28 15:49:24 +0000 2010	4b26b4aef964a520cf7f24e3	{Oracle 500 Building}	{37.53059103733898,-122.26238250732422,Redwood Shores,CA,United States}	{Professional & Other Places,}
