1282	Wed Aug 10 18:36:49 +0000 2011	4b4b8ae6f964a520b49f26e3	{Starbucks}	{34.02073713520297,-118.81035268306732,Malibu,CA,United States}	{Food,}
1282	Fri Aug 05 23:42:30 +0000 2011	4bfd668abf6576b01f39adb8	{The Grand}	{34.066252899210234,-118.4304775757438,Los Angeles,CA,United States}	{Residence,}
1282	Thu Aug 04 17:34:19 +0000 2011	4babdcf1f964a5201cd03ae3	{Muscle Beach Venice}	{33.985531052058185,-118.4725759247458,Los Angeles,CA,United States}	{Outdoors & Recreation,Shop & Service,Arts & Entertainment,Gym / Fitness Center,}
1282	Tue Aug 02 05:23:34 +0000 2011	4b36cbf2f964a520a33c25e3	{Regency Agoura Hills 8}	{34.14429597744231,-118.75725556265753,Agoura hills,CA,United States}	{Arts & Entertainment,Movie Theater,}
1282	Fri Jul 29 23:18:10 +0000 2011	4aac194ef964a5203d5c20e3	{Barney Greengrass}	{34.067116694430624,-118.40252971420514,Beverly Hills,CA,United States}	{Shop & Service,Professional & Other Places,}
1282	Wed Jul 27 02:39:28 +0000 2011	4a6a6d38f964a5206fcd1fe3	{The Sage Room}	{34.021658,-118.80239,Malibu,CA,United States}	{Food,}
1282	Tue Jul 26 03:12:13 +0000 2011	4a6a6d38f964a5206fcd1fe3	{The Sage Room}	{34.021658,-118.80239,Malibu,CA,United States}	{Food,}
1282	Sat Jul 23 22:38:40 +0000 2011	4b79efc6f964a520531b2fe3	{The Gendarmerie Boutique & Spa}	{34.08235716666667,-118.389144,Los Angeles,CA,United States}	{Shop & Service,}
1282	Wed Jul 13 15:40:44 +0000 2011	4bfd668abf6576b01f39adb8	{The Grand}	{34.066252899210234,-118.4304775757438,Los Angeles,CA,United States}	{Residence,}
1282	Sun Jul 10 03:30:11 +0000 2011	4dce1484d22deadedd4a1c65	{Artichoke's Heart}	{34.080609,-118.388229,West Hollywood,CA,United States}	{Food,}
1282	Thu Jul 07 23:10:18 +0000 2011	4de9547ffa76fd1168b7fa51	{Woods Valley Golf Course}	{33.20801052054381,-117.02551679822508,Valley Center,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
1282	Mon Jul 04 18:39:41 +0000 2011	4c1e7503920076b04865c3e9	{Palace Seafood & Dim Sum}	{34.04938676513237,-118.4616830516732,Los Angeles,CA,United States}	{Food,}
1282	Thu Jun 30 20:19:53 +0000 2011	4e06a924d1640223a4986811	{Healthy Chicken Cafe}	{34.05039,-118.437959,Los Angeles,CA,United States}	{Food,}
1282	Wed Jun 22 18:52:22 +0000 2011	4af8735cf964a5205d0d22e3	{Jiffy Lube Agoura Hills}	{34.145051,-118.760612,Agoura Hills,CA,United States}	{Shop & Service,}
1282	Wed Jun 15 05:31:55 +0000 2011	4b36cbf2f964a520a33c25e3	{Regency Agoura Hills 8}	{34.14429597744231,-118.75725556265753,Agoura hills,CA,United States}	{Arts & Entertainment,Movie Theater,}
1282	Wed Jun 08 10:07:05 +0000 2011	4c262cd75c5ca593749c45fe	{??? (Mom's House)}	{34.057462,-118.295172,Los Angeles,CA,United States}	{Food,}
1282	Sun Jun 05 23:08:31 +0000 2011	4b79efc6f964a520531b2fe3	{The Gendarmerie Boutique & Spa}	{34.08235716666667,-118.389144,Los Angeles,CA,United States}	{Shop & Service,}
1282	Sun Jun 05 03:42:15 +0000 2011	4a67d304f964a52021ca1fe3	{Sushi Zo}	{34.03120678520213,-118.40082382491755,Los Angeles,CA,United States}	{Food,}
1282	Fri May 13 23:40:03 +0000 2011	4b552d13f964a520cadd27e3	{Trump International Hotel Waikiki Beach Walk}	{21.279167386248215,-157.83220767974854,Honolulu,HI,United States}	{Travel & Transport,Shop & Service,Hotel,}
