1196	Fri Nov 18 23:25:36 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
===
1196	Fri Aug 12 02:59:57 +0000 2011	4db0f8715da32cf2df53bdad	{Peyale}	{37.798410049456244,-122.43582253695196,San Francisco,CA,United States}	{Food,}
1196	Fri Aug 12 01:27:49 +0000 2011	4c69d7f3d0bdc9b62121a70b	{eSalon}	{37.797223766286194,-122.43694506457123,San Francisco,CA,United States}	{Shop & Service,}
1196	Tue Aug 09 16:15:59 +0000 2011	4d6bc88b306aa1cdb8bc1b24	{Voce Communications, a Porter Novelli Company}	{37.78037637620208,-122.39551971493341,San Francisco,CA,United States}	{Professional & Other Places,}
1196	Thu Aug 04 01:45:46 +0000 2011	50e63342b0ed7e4688ddb834	{Chambers eat + drink}	{37.78314655118724,-122.41819739341734,San Francisco,CA,United States}	{Nightlife Spot,}
1196	Wed Aug 03 15:59:56 +0000 2011	4d6bc88b306aa1cdb8bc1b24	{Voce Communications, a Porter Novelli Company}	{37.78037637620208,-122.39551971493341,San Francisco,CA,United States}	{Professional & Other Places,}
1196	Tue Aug 02 15:21:49 +0000 2011	4d6bc88b306aa1cdb8bc1b24	{Voce Communications, a Porter Novelli Company}	{37.78037637620208,-122.39551971493341,San Francisco,CA,United States}	{Professional & Other Places,}
1196	Mon Aug 01 15:29:36 +0000 2011	4a2d8e27f964a520ce971fe3	{Voce Communications HQ}	{37.374339,-122.02959,Sunnyvale,CA,United States}	{Professional & Other Places,}
1196	Sat Jul 30 19:12:20 +0000 2011	4d013eda6289f04d14be96cc	{Marquee Nightclub & Dayclub}	{36.10954499497765,-115.17464518547058,Las Vegas,NV,United States}	{Nightlife Spot,Arts & Entertainment,}
1196	Sat Jul 30 09:48:08 +0000 2011	4bff539edaf9c9b67021faef	{Surrender Nightclub}	{36.12940027183192,-115.16579389572144,Las Vegas,NV,United States}	{Nightlife Spot,Arts & Entertainment,}
1196	Sat Jul 30 07:41:43 +0000 2011	4a9248d6f964a520091d20e3	{XS Nightclub}	{36.12829973975456,-115.16433477401732,Las Vegas,NV,United States}	{Nightlife Spot,}
1196	Fri Jul 29 21:15:54 +0000 2011	4bfe71ede529c928c852bc8c	{The Cosmopolitan of Las Vegas}	{36.1094756530447,-115.17394781112671,Las Vegas,NV,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
1196	Fri Jul 29 17:49:31 +0000 2011	4e1efb59315147614303f946	{Virgin America}	{37.61739287185886,-122.38207340240479,San Francisco,CA,United States}	{Travel & Transport,Airport,}
1196	Fri Jul 29 03:07:22 +0000 2011	449b0faef964a520a1341fe3	{Okoze Sushi}	{37.79913516819813,-122.41938691474148,San Francisco,CA,United States}	{Food,}
