3188	Wed Aug 10 00:10:25 +0000 2011	4da4a867b521224bf06437ee	{LAX - Lufthansa Bradly Terminal}	{33.94375487087336,-118.40882252667424,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
3188	Wed Aug 10 00:08:53 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
3188	Sun Aug 07 08:20:18 +0000 2011	3fd66200f964a5205def1ee3	{The Room}	{34.100754,-118.329383,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3188	Sun Aug 07 08:18:00 +0000 2011	4e3e4a34ae604542367133c8	{1624}	{34.100703,-118.329427,Los Angeles,CA,United States}	{Nightlife Spot,}
3188	Thu Aug 04 23:57:34 +0000 2011	4a8eccc6f964a520af1220e3	{Capitol City Sports Grille}	{34.100216039565034,-118.32974910736084,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3188	Thu Aug 04 23:57:15 +0000 2011	4bd7ad5835aad13a3c868ff3	{Ink Kandy}	{34.10082908902499,-118.32949188330556,Los Angeles,CA,United States}	{Shop & Service,}
3188	Thu Aug 04 23:56:34 +0000 2011	4283ee00f964a52089221fe3	{Hotel Cafe}	{34.10045740615839,-118.3297730349598,Los Angeles,CA,United States}	{Music Venue,Arts & Entertainment,}
3188	Wed Aug 03 22:35:14 +0000 2011	4a74709df964a52027de1fe3	{Crunch}	{34.09799,-118.36506,Los Angeles,CA,United States}	{Shop & Service,}
3188	Wed Aug 03 22:34:27 +0000 2011	4a53bb02f964a520aab21fe3	{The Coffee Bean & Tea Leaf}	{34.09821875419708,-118.36235557192163,Los Angeles,CA,United States}	{Food,}
3188	Mon Aug 01 10:01:19 +0000 2011	4d61aedf196ba0937e712856	{Airport Smoking Lounge Taiwan}	{25.076904,121.23343866666666,,,Taiwan}	{Travel & Transport,Airport,}
3188	Mon Aug 01 10:01:19 +0000 2011	4d61aedf196ba0937e712856	{Airport Smoking Lounge Taiwan}	{25.076904,121.23343866666666,,,Taiwan}	{Travel & Transport,Airport,}
3188	Mon Aug 01 04:28:35 +0000 2011	4b1baa6bf964a52087fc23e3	{Terminal 1}	{1.3608248949688322,103.99014472961426,Singapore,,Singapore}	{Travel & Transport,Airport,}
3188	Mon Aug 01 04:28:35 +0000 2011	4b1baa6bf964a52087fc23e3	{Terminal 1}	{1.3608248949688322,103.99014472961426,Singapore,,Singapore}	{Travel & Transport,Airport,}
3188	Sun Jul 31 20:46:34 +0000 2011	4d19be676c8b5481b8bafacc	{Parc Oasis Tennis Court}	{1.34485555,103.73351,,,Singapore}	{Professional & Other Places,}
3188	Sun Jul 31 20:46:06 +0000 2011	4b7150eaf964a520c1402de3	{kai xiang food centre}	{1.344238,103.731679,,,Singapore}	{Shop & Service,Food & Drink Shop,}
3188	Sun Jul 31 20:45:23 +0000 2011	4cc1341522ce4688d0353c47	{Esso Station}	{1.3452949340891271,103.73286220114692,Singapore,Singapore,Singapore}	{Shop & Service,}
3188	Sun Jul 31 19:00:54 +0000 2011	4be978e3a117b7137c8481c8	{Marina Bay Sands Casino}	{1.2830615419593563,103.85916709899902,Singapore,Singapore,Singapore}	{Arts & Entertainment,}
3188	Sun Jul 31 18:59:54 +0000 2011	4c90b0e5b641236a5ac47a79	{Ku D? Ta}	{1.2843140072628247,103.86075980986647,Singapore,Singapore,Singapore}	{Nightlife Spot,Food,}
3188	Sun Jul 31 18:59:26 +0000 2011	4dce8b1f45ddbe15f88ae27e	{Ku D? Ta Club Lounge}	{1.2843057745982247,103.86084079742432,Singapore,Singapore,Singapore}	{Nightlife Spot,}
3188	Fri Jul 29 14:48:02 +0000 2011	4d020ebb3fd4224b66adb477	{OverTime}	{1.311638,103.794704,Singapore,,Singapore}	{Nightlife Spot,}
3188	Fri Jul 29 14:46:32 +0000 2011	4b110f06f964a520cb7723e3	{Wala Wala Cafe & Bar}	{1.311731783096724,103.79451228561953,Singapore,Singapore,Singapore}	{Nightlife Spot,}
3188	Fri Jul 29 09:47:32 +0000 2011	4cc1341522ce4688d0353c47	{Esso Station}	{1.3452949340891271,103.73286220114692,Singapore,Singapore,Singapore}	{Shop & Service,}
3188	Fri Jul 29 09:46:51 +0000 2011	4cdb6b813f6a8cfa1849ebea	{SBS Transit: Bus 335}	{1.338021715478541,103.73398303985596,Singapore,,Singapore}	{Travel & Transport,Bus Station,}
3188	Fri Jul 29 09:45:26 +0000 2011	4b153af0f964a5209da923e3	{Chinese Garden MRT Station (EW25)}	{1.3424419358479778,103.73274906625103,Singapore,Singapore,Singapore}	{Travel & Transport,}
3188	Thu Jul 28 13:25:15 +0000 2011	4d95b9c8a2c65481b736ad53	{Man Zhu Steamboat (????)}	{1.343759,103.731259,Singapore,,Singapore}	{Food,}
3188	Thu Jul 28 13:24:47 +0000 2011	4b153af0f964a5209da923e3	{Chinese Garden MRT Station (EW25)}	{1.3424419358479778,103.73274906625103,Singapore,Singapore,Singapore}	{Travel & Transport,}
3188	Thu Jul 28 13:24:31 +0000 2011	4d4b89ce38ec6a315098a75a	{Parc Oasis Gym (Club House)}	{1.3435562791312883,103.73295307159424,Singapore,Singapore,Singapore}	{Shop & Service,Gym / Fitness Center,}
3188	Thu Jul 28 02:33:16 +0000 2011	4b153af0f964a5209da923e3	{Chinese Garden MRT Station (EW25)}	{1.3424419358479778,103.73274906625103,Singapore,Singapore,Singapore}	{Travel & Transport,}
3188	Thu Jul 28 02:32:52 +0000 2011	4c821213e602b1f759d5987a	{Singapore Pools Jurong East}	{1.3448547288280104,103.7315326890115,,,Singapore}	{Shop & Service,}
3188	Thu Jul 28 02:32:33 +0000 2011	4d4b89ce38ec6a315098a75a	{Parc Oasis Gym (Club House)}	{1.3435562791312883,103.73295307159424,Singapore,Singapore,Singapore}	{Shop & Service,Gym / Fitness Center,}
3188	Wed Jul 27 04:04:31 +0000 2011	4af833a6f964a5205a0b22e3	{Suvarnabhumi Airport (BKK) ?????????????????????}	{13.693774672020568,100.75115203857422,Bang Phli,Samut Prakan,Thailand}	{Travel & Transport,}
3188	Sun Jul 24 09:22:41 +0000 2011	4b65b97ff964a520ebfb2ae3	{Six Senses Samui (???????????????)}	{9.591567612179198,100.06781101226807,Koh Samui,Surat Thani,Thailand}	{Travel & Transport,Hotel,Professional & Other Places,}
3188	Sun Jul 24 09:22:41 +0000 2011	4b65b97ff964a520ebfb2ae3	{Six Senses Samui (???????????????)}	{9.591567612179198,100.06781101226807,Koh Samui,Surat Thani,Thailand}	{Travel & Transport,Hotel,Professional & Other Places,}
3188	Sun Jul 24 09:22:25 +0000 2011	4bc5a7d669369521b04a8488	{Dining on the Rocks}	{9.59279586233447,100.06889461058962,,,Thailand}	{Food,}
3188	Sun Jul 24 09:21:54 +0000 2011	4d1f37d4756e8cfaed896154	{Banyan Tree}	{9.472533261098759,100.06970343090973,Koh Samui,Surat Thani,Thailand}	{Travel & Transport,Hotel,}
3188	Sat Jul 23 00:30:54 +0000 2011	4c36ae4fae2da5934baefdc5	{Len?tre}	{13.738754564039688,100.54315209388733,Pathum Wan,Bangkok,Thailand}	{Food,}
3188	Sat Jul 23 00:30:35 +0000 2011	4cf21665cc61a35d2c18199e	{???????? ??????????????????}	{13.741432,100.543045,???????,?????????????,Thailand}	{Food,}
3188	Sat Jul 23 00:29:54 +0000 2011	4d80b7df1013236a81148d35	{Moo Moo Yakiniku}	{13.74126,100.543213,Lumphini,Bangkok,Thailand}	{Food,}
3188	Fri Jul 22 15:35:56 +0000 2011	4af833a6f964a5205a0b22e3	{Suvarnabhumi Airport (BKK) ?????????????????????}	{13.693774672020568,100.75115203857422,Bang Phli,Samut Prakan,Thailand}	{Travel & Transport,}
3188	Fri Jul 22 12:28:46 +0000 2011	4b0bd124f964a520e03323e3	{Changi International Airport (SIN)}	{1.3566847287158743,103.98847103118896,Singapore,Singapore,Singapore}	{Travel & Transport,}
3188	Fri Jul 22 12:28:10 +0000 2011	4b1baa6bf964a52087fc23e3	{Terminal 1}	{1.3608248949688322,103.99014472961426,Singapore,,Singapore}	{Travel & Transport,Airport,}
3188	Fri Jul 22 05:25:51 +0000 2011	4de6237aae607cf3446ceef4	{??????}	{1.344433,103.731619,Singapore,,Singapore}	{Food,}
3188	Fri Jul 22 05:25:34 +0000 2011	4b153af0f964a5209da923e3	{Chinese Garden MRT Station (EW25)}	{1.3424419358479778,103.73274906625103,Singapore,Singapore,Singapore}	{Travel & Transport,}
3188	Fri Jul 22 00:11:13 +0000 2011	4d359835eefa8cfa0a0a56b3	{Open Air Cinema}	{1.343453,103.732283,,,Singapore}	{Arts & Entertainment,}
3188	Fri Jul 22 00:11:12 +0000 2011	4d359835eefa8cfa0a0a56b3	{Open Air Cinema}	{1.343453,103.732283,,,Singapore}	{Arts & Entertainment,}
3188	Fri Jul 22 00:10:21 +0000 2011	4b153af0f964a5209da923e3	{Chinese Garden MRT Station (EW25)}	{1.3424419358479778,103.73274906625103,Singapore,Singapore,Singapore}	{Travel & Transport,}
3188	Fri Jul 22 00:09:39 +0000 2011	4d4b89ce38ec6a315098a75a	{Parc Oasis Gym (Club House)}	{1.3435562791312883,103.73295307159424,Singapore,Singapore,Singapore}	{Shop & Service,Gym / Fitness Center,}
