860	Sun Jul 22 19:23:44 +0000 2012	4f47b3d0e4b0291e47772076	{Valley / Ardmore Wood Chip Path (MB)}	{33.88589061857119,-118.40809798099313,Manhattan Beach,CA,United States}	{Outdoors & Recreation,}
===
860	Fri Aug 12 16:12:05 +0000 2011	4c3e2c990e0d0f47b92e157f	{Tea Exchange}	{33.88573149522849,-118.40815127381029,Manhattan Beach,CA,United States}	{Food,}
860	Fri Aug 12 14:21:51 +0000 2011	4c5608ea73fd2d7f54acd5ce	{Metlox - Manhattan Beach}	{33.885976,-118.408416,Manhattan Beach,CA,United States}	{Shop & Service,Outdoors & Recreation,}
860	Fri Aug 12 14:21:42 +0000 2011	4c368b100a71c9b6546a3dc9	{Green Belt}	{33.88700842490862,-118.40264381989184,South Bay Cities,CA,United States}	{Outdoors & Recreation,}
860	Fri Aug 12 14:21:20 +0000 2011	4bd88b4011dcc928bbcaf633	{Manhattan Beach}	{33.89834695102012,-118.42030048370361,Manhattan Beach,CA,United States}	{Outdoors & Recreation,}
860	Fri Aug 12 13:44:55 +0000 2011	4be9b70a415e20a12f2ce4bb	{I-405 (San Diego Freeway)}	{33.835898386142745,-118.26003313064575,Southern California,CA,United States}	{Travel & Transport,}
860	Fri Aug 12 13:44:44 +0000 2011	4c92a3a5418ea1cd05b8a685	{Lawndale, CA}	{33.88741061710444,-118.35256934165953,Lawndale,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
860	Fri Aug 12 05:37:44 +0000 2011	4c847f41d34ca143ac913f80	{MY Bed}	{33.728139996528625,-118.29118967056274,San Pedro,CA,United States}	{Nightlife Spot,Residence,}
860	Fri Aug 12 05:37:13 +0000 2011	4d7e624ab25d6dcbe0a9b842	{7-Eleven}	{33.72727804520487,-118.28824933316517,San Pedro,CA,United States}	{Shop & Service,}
860	Fri Aug 12 03:30:33 +0000 2011	4c0b3e91009a0f479ae8eabf	{San Pedro, CA}	{33.736028480093744,-118.2923376560211,San Pedro,CA,United States}	{Outdoors & Recreation,}
860	Fri Aug 12 03:30:09 +0000 2011	4d2a6236f7a9224b75ee06a0	{Small Engine Repair}	{33.74181389808655,-118.29525,San Pedro,CA,United States}	{Office,Professional & Other Places,}
860	Fri Aug 12 02:50:28 +0000 2011	4c0b3e91009a0f479ae8eabf	{San Pedro, CA}	{33.736028480093744,-118.2923376560211,San Pedro,CA,United States}	{Outdoors & Recreation,}
860	Fri Aug 12 02:48:55 +0000 2011	4b9c12b7f964a520484736e3	{San Pedro Harbor}	{33.76000514630819,-118.28764882373153,San Pedro,CA,United States}	{Outdoors & Recreation,}
860	Fri Aug 12 02:35:40 +0000 2011	4be9b70a415e20a12f2ce4bb	{I-405 (San Diego Freeway)}	{33.835898386142745,-118.26003313064575,Southern California,CA,United States}	{Travel & Transport,}
860	Fri Aug 12 02:35:25 +0000 2011	4c92a3a5418ea1cd05b8a685	{Lawndale, CA}	{33.88741061710444,-118.35256934165953,Lawndale,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
860	Thu Aug 11 23:36:11 +0000 2011	4bd88b4011dcc928bbcaf633	{Manhattan Beach}	{33.89834695102012,-118.42030048370361,Manhattan Beach,CA,United States}	{Outdoors & Recreation,}
860	Thu Aug 11 22:14:15 +0000 2011	4c3e2c990e0d0f47b92e157f	{Tea Exchange}	{33.88573149522849,-118.40815127381029,Manhattan Beach,CA,United States}	{Food,}
860	Thu Aug 11 22:13:58 +0000 2011	4c368b100a71c9b6546a3dc9	{Green Belt}	{33.88700842490862,-118.40264381989184,South Bay Cities,CA,United States}	{Outdoors & Recreation,}
860	Thu Aug 11 22:13:48 +0000 2011	4c5608ea73fd2d7f54acd5ce	{Metlox - Manhattan Beach}	{33.885976,-118.408416,Manhattan Beach,CA,United States}	{Shop & Service,Outdoors & Recreation,}
860	Thu Aug 11 18:34:09 +0000 2011	4bd88b4011dcc928bbcaf633	{Manhattan Beach}	{33.89834695102012,-118.42030048370361,Manhattan Beach,CA,United States}	{Outdoors & Recreation,}
860	Thu Aug 11 05:14:21 +0000 2011	4c847f41d34ca143ac913f80	{MY Bed}	{33.728139996528625,-118.29118967056274,San Pedro,CA,United States}	{Nightlife Spot,Residence,}
860	Thu Aug 11 05:13:07 +0000 2011	4c8b2b38a92fa093e48d98bf	{Angelitos Tacos}	{33.72919107924612,-118.28824861,San Pedro,CA,United States}	{Food,}
860	Wed Aug 10 23:39:52 +0000 2011	4c85af87d34ca14313e74980	{Casa De Your House}	{33.72201028721239,-118.29358911079169,San Pedro,CA,United States}	{Residence,}
860	Wed Aug 10 22:09:07 +0000 2011	4bf408d798ac0f473f7d63a8	{Vermont Dairy}	{33.82467757699188,-118.28982400335613,Torrance,CA,United States}	{Shop & Service,Food & Drink Shop,}
860	Wed Aug 10 22:06:44 +0000 2011	4c0731320e0a2d7fb113ed0c	{I-405 / I-110 Interchange}	{33.856482060624415,-118.28468799591064,Los Angeles,CA,United States}	{Travel & Transport,Outdoors & Recreation,Residence,}
860	Wed Aug 10 15:54:07 +0000 2011	4c368b100a71c9b6546a3dc9	{Green Belt}	{33.88700842490862,-118.40264381989184,South Bay Cities,CA,United States}	{Outdoors & Recreation,}
860	Wed Aug 10 15:53:55 +0000 2011	4c3e2c990e0d0f47b92e157f	{Tea Exchange}	{33.88573149522849,-118.40815127381029,Manhattan Beach,CA,United States}	{Food,}
860	Wed Aug 10 15:53:43 +0000 2011	4c5608ea73fd2d7f54acd5ce	{Metlox - Manhattan Beach}	{33.885976,-118.408416,Manhattan Beach,CA,United States}	{Shop & Service,Outdoors & Recreation,}
860	Wed Aug 10 15:15:21 +0000 2011	4b68f326f964a5207c942be3	{McDonald's}	{33.88712303127918,-118.37896522555359,Manhattan Beach,CA,United States}	{Food,}
860	Wed Aug 10 15:08:23 +0000 2011	4c92a3a5418ea1cd05b8a685	{Lawndale, CA}	{33.88741061710444,-118.35256934165953,Lawndale,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
860	Wed Aug 10 15:08:10 +0000 2011	4c60407dcd522d7f0ca4cd3f	{I-405 / Hawthorne Blvd.}	{33.88461396783381,-118.35262298583984,Lawndale,CA,United States}	{Travel & Transport,}
860	Wed Aug 10 06:26:56 +0000 2011	4c847f41d34ca143ac913f80	{MY Bed}	{33.728139996528625,-118.29118967056274,San Pedro,CA,United States}	{Nightlife Spot,Residence,}
