572	Sun Aug 07 20:25:41 +0000 2011	4b5b7f91f964a520bf0229e3	{Avila Grocery and Deli}	{35.17879128456116,-120.73327643333333,Avila Beach,CA,United States}	{Food,}
572	Sun Aug 07 02:19:49 +0000 2011	4bd6ebe8cfa7b713414628da	{Et Voila}	{35.248188,-120.68327433,San Luis Obispo,CA,United States}	{Food,}
572	Fri Aug 05 23:44:21 +0000 2011	4dbf3bac6e8124d25db207a0	{The Credit Bureau}	{35.121602,-120.610748,Grover Beach,CA,United States}	{Office,Professional & Other Places,}
572	Wed Aug 03 19:28:45 +0000 2011	4bd0af5541b9ef3b5f99fae5	{Stacked Sandwiches}	{35.120027,-120.60903668403625,Grover Beach,CA,United States}	{Food,}
572	Wed Aug 03 16:23:13 +0000 2011	4d115ec8437c236a68f28e7d	{Shell Beach Salon & Spa}	{35.158424,-120.674466,Shell Beach,CA,United States}	{Shop & Service,}
572	Wed Aug 03 16:21:13 +0000 2011	4e397556fa763bfcc36e2f5e	{The Grooming Nook}	{35.158282,-120.674149,Grover Beach,CA,United States}	{Shop & Service,}
572	Mon Aug 01 20:47:50 +0000 2011	4dbf3bac6e8124d25db207a0	{The Credit Bureau}	{35.121602,-120.610748,Grover Beach,CA,United States}	{Office,Professional & Other Places,}
572	Mon Aug 01 16:02:50 +0000 2011	4c1b8d5fb4e62d7ffa85d993	{St Patricks Catholic School}	{35.1263007205095,-120.59164036740098,Arroyo Grande,CA,United States}	{College & University,}
572	Sat Jul 30 03:48:13 +0000 2011	4d312f3172a8b1f78ac191d0	{Belvedere Room}	{35.375951192144356,-119.02140595793064,Bakersfield,CA,United States}	{Food,}
572	Fri Jul 29 17:51:54 +0000 2011	4bd0af5541b9ef3b5f99fae5	{Stacked Sandwiches}	{35.120027,-120.60903668403625,Grover Beach,CA,United States}	{Food,}
572	Fri Jul 29 15:42:11 +0000 2011	4bcdfc44cc8cd13a7185c3cf	{Ventana Grill}	{35.149665733333336,-120.65436065196991,Pismo Beach,CA,United States}	{Food,}
572	Thu Jul 28 21:55:37 +0000 2011	4bd7b9b1dc4b95217ede7788	{ARCO}	{35.13531267642975,-120.621961,Pismo Beach,CA,United States}	{Shop & Service,}
572	Thu Jul 28 00:55:58 +0000 2011	4b639324f964a52060842ae3	{Gather Wine Bar}	{35.123598554151435,-120.57828813129315,Arroyo Grande,CA,United States}	{Nightlife Spot,Food,}
572	Thu Jul 28 00:52:23 +0000 2011	4c9d27ba46978cfa36d4947f	{Village Of Arroyo Grande}	{35.12355915962479,-120.57840585708618,Arroyo Grande,CA,United States}	{Outdoors & Recreation,}
572	Wed Jul 27 21:00:13 +0000 2011	4c5b54ea85a1e21e00d35311	{Santa Lucia Bank}	{35.12127314,-120.60697119,Arroyo Grande,CA,United States}	{Professional & Other Places,}
572	Wed Jul 27 21:00:13 +0000 2011	4c5b54ea85a1e21e00d35311	{Santa Lucia Bank}	{35.12127314,-120.60697119,Arroyo Grande,CA,United States}	{Professional & Other Places,}
572	Wed Jul 27 00:23:06 +0000 2011	4c1b8d5fb4e62d7ffa85d993	{St Patricks Catholic School}	{35.1263007205095,-120.59164036740098,Arroyo Grande,CA,United States}	{College & University,}
572	Wed Jul 27 00:09:59 +0000 2011	4c0aa1666071a593ffe8df32	{Keller Williams}	{35.137744,-120.625207,Pismo Beach,CA,United States}	{Professional & Other Places,}
572	Tue Jul 26 18:54:26 +0000 2011	4bcdfc44cc8cd13a7185c3cf	{Ventana Grill}	{35.149665733333336,-120.65436065196991,Pismo Beach,CA,United States}	{Food,}
