1504	Thu Aug 11 22:55:30 +0000 2011	4a1b0dd8f964a520c67a1fe3	{Aquarium of the Pacific}	{33.76195234245617,-118.1970763206482,Long Beach,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
1504	Wed Aug 10 00:14:46 +0000 2011	4e0b76bb1fc780c5b5c5575d	{Tavern On 2}	{33.760521872517636,-118.13558332622051,Long Beach,CA,United States}	{Food,}
1504	Mon Aug 08 07:18:40 +0000 2011	42a78680f964a5200f251fe3	{Shannon's Bayshore}	{33.759022839704436,-118.13149482828614,Long Beach,CA,United States}	{Nightlife Spot,}
1504	Sun Aug 07 23:33:10 +0000 2011	4e0b76bb1fc780c5b5c5575d	{Tavern On 2}	{33.760521872517636,-118.13558332622051,Long Beach,CA,United States}	{Food,}
1504	Sat Aug 06 23:50:04 +0000 2011	4e0b76bb1fc780c5b5c5575d	{Tavern On 2}	{33.760521872517636,-118.13558332622051,Long Beach,CA,United States}	{Food,}
1504	Sat Aug 06 18:30:30 +0000 2011	42853f80f964a520fe221fe3	{2nd Street in Belmont Shore}	{33.76034682506347,-118.13525676727295,Long Beach,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
1504	Sat Aug 06 04:04:23 +0000 2011	4de1a62145dd180ae53484f1	{Bliss 525}	{33.76944188798049,-118.1854184608477,Long Beach,CA,United States}	{Nightlife Spot,Food,}
1504	Fri Aug 05 23:58:11 +0000 2011	4b68a148f964a520d2832be3	{Pussy & Pooch Pethouse and Pawbar}	{33.76140199237265,-118.13747193140038,Long Beach,CA,United States}	{Shop & Service,}
1504	Fri Aug 05 23:49:44 +0000 2011	4be74f19cf200f47d38f153c	{Billings Paint & Ace Hardware}	{33.76083,-118.136587,Long Beach,CA,United States}	{Shop & Service,}
1504	Tue Aug 02 03:59:12 +0000 2011	4a9c8301f964a5206c3720e3	{Lola's Mexican Cuisine}	{33.771606,-118.167009,Long Beach,CA,United States}	{Food,}
1504	Mon Aug 01 06:40:27 +0000 2011	4a877729f964a520730420e3	{Panama Joe's}	{33.760503443316146,-118.13584910532204,Long Beach,CA,United States}	{Nightlife Spot,Food,}
1504	Sun Jul 31 23:56:05 +0000 2011	4e0b76bb1fc780c5b5c5575d	{Tavern On 2}	{33.760521872517636,-118.13558332622051,Long Beach,CA,United States}	{Food,}
1504	Sun Jul 31 18:24:20 +0000 2011	4ad004c1f964a52050d720e3	{Taqueria La Mexicana}	{33.771722933333336,-118.15366356666667,Long Beach,CA,United States}	{Food,}
1504	Sat Jul 30 20:12:05 +0000 2011	4c30f356452620a1cbe61f0f	{Horny Corner}	{33.755173286674825,-118.13229560852051,Long Beach,CA,United States}	{Outdoors & Recreation,}
1504	Fri Jul 29 23:31:01 +0000 2011	4e0b76bb1fc780c5b5c5575d	{Tavern On 2}	{33.760521872517636,-118.13558332622051,Long Beach,CA,United States}	{Food,}
1504	Fri Jul 29 01:01:30 +0000 2011	4e0b76bb1fc780c5b5c5575d	{Tavern On 2}	{33.760521872517636,-118.13558332622051,Long Beach,CA,United States}	{Food,}
1504	Thu Jul 28 02:53:41 +0000 2011	49e00474f964a52036611fe3	{Number Nine}	{33.77172751039999,-118.16654205322266,Long Beach,CA,United States}	{Food,}
1504	Wed Jul 27 06:29:02 +0000 2011	4d41fb11f0dba1cd75b52e49	{DOGZ Bar and Grill}	{33.759126,-118.13270545,Long Beach,CA,United States}	{Nightlife Spot,}
1504	Mon Jul 25 00:42:02 +0000 2011	4a6c9f17f964a52009d11fe3	{Santa Fe Depot}	{32.71722059705807,-117.16990452871593,San Diego,CA,United States}	{Travel & Transport,Train Station,}
1504	Sun Jul 24 20:47:57 +0000 2011	4b11978bf964a520198023e3	{Starbucks}	{32.711351318923555,-117.15530633926392,San Diego,CA,United States}	{Food,}
1504	Sun Jul 24 20:05:54 +0000 2011	4a521f7df964a52046b11fe3	{Starbucks}	{32.713681181341386,-117.1599850559087,San Diego,CA,United States}	{Food,}
1504	Sun Jul 24 19:00:13 +0000 2011	47a7e7adf964a5208e4d1fe3	{San Diego Convention Center}	{32.706765341432224,-117.16129302978516,San Diego,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
1504	Sun Jul 24 05:00:49 +0000 2011	4bcf3837046076b02cdc6d71	{Pizza Port}	{32.747979,-117.250281,San Diego,CA,United States}	{Nightlife Spot,Food,}
1504	Sat Jul 23 18:44:52 +0000 2011	4d82f81299b78cfaf5cc961f	{Ciro's Pizzeria}	{32.711529156226405,-117.15958298259697,San Diego,CA,United States}	{Food,}
