525	Sun Aug 07 02:36:26 +0000 2011	4b74f064f964a520c4f82de3	{Nugget Market}	{38.40979321986739,-121.42014741897583,Elk Grove,CA,United States}	{Shop & Service,Food & Drink Shop,}
525	Sat Aug 06 01:30:17 +0000 2011	4b37c049f964a520844525e3	{Fountains at Roseville}	{38.767799283899116,-121.26840949058533,Roseville,CA,United States}	{Shop & Service,}
525	Fri Aug 05 15:24:37 +0000 2011	4bb258332397b71383e336b3	{Old Soul at 40 Acres}	{38.551580277152624,-121.46869623655876,Sacramento,CA,United States}	{Food,}
525	Wed Aug 03 00:25:31 +0000 2011	4c06d1332e80a593afb374f9	{Macy's}	{38.57959070326731,-121.49916529655457,Sacramento,CA,United States}	{Shop & Service,}
525	Wed Aug 03 00:06:41 +0000 2011	4b082545f964a520c20423e3	{24 Hour Fitness}	{38.5810207047191,-121.497443318367,Sacramento,CA,United States}	{Shop & Service,}
525	Tue Jul 26 21:21:26 +0000 2011	4b5536f9f964a520dbde27e3	{Suzie Burger}	{38.56663,-121.471226,Sacramento,CA,United States}	{Food,}
525	Tue Jul 26 21:21:26 +0000 2011	4b5536f9f964a520dbde27e3	{Suzie Burger}	{38.56663,-121.471226,Sacramento,CA,United States}	{Food,}
525	Thu Jul 14 02:17:25 +0000 2011	4cc8c06c2ecd9c74b2d9f94c	{Valero}	{39.308933117651414,-120.54486751556396,Cisco Grove,CA,United States}	{Shop & Service,}
===
525	Wed Jun 08 00:24:17 +0000 2011	4b5536f9f964a520dbde27e3	{Suzie Burger}	{38.56663,-121.471226,Sacramento,CA,United States}	{Food,}
525	Mon May 30 16:36:06 +0000 2011	4c0191ecf8492d7ff1155ffa	{McDonald's}	{38.55904754112035,-121.48194551467896,Sacramento,CA,United States}	{Food,}
525	Mon May 23 14:15:10 +0000 2011	4c33977c213c2d7fc233375d	{Terminal A}	{38.693163923377256,-121.5873670578003,Sacramento,CA,United States}	{Travel & Transport,Airport,}
===
525	Wed Apr 27 01:27:21 +0000 2011	4b0586b6f964a520d76a22e3	{California Auto Museum}	{38.570536,-121.511545,Sacramento,CA,United States}	{Outdoors & Recreation,Museum,Arts & Entertainment,}
525	Sat Apr 23 21:53:01 +0000 2011	4bb258332397b71383e336b3	{Old Soul at 40 Acres}	{38.551580277152624,-121.46869623655876,Sacramento,CA,United States}	{Food,}
525	Wed Apr 20 01:39:06 +0000 2011	4b31515df964a520a20425e3	{The Sacramento Press}	{38.583683534774494,-121.49999141693115,Sacramento,CA,United States}	{Professional & Other Places,}
525	Thu Apr 14 20:49:39 +0000 2011	4bb258332397b71383e336b3	{Old Soul at 40 Acres}	{38.551580277152624,-121.46869623655876,Sacramento,CA,United States}	{Food,}
525	Mon Apr 04 19:50:05 +0000 2011	4b0586bcf964a520026c22e3	{Fry's Electronics}	{38.64272684397352,-121.47545456886292,Sacramento,CA,United States}	{Shop & Service,}
525	Wed Mar 16 00:19:49 +0000 2011	4b5536f9f964a520dbde27e3	{Suzie Burger}	{38.56663,-121.471226,Sacramento,CA,United States}	{Food,}
525	Tue Mar 15 00:21:59 +0000 2011	4c5a01b46407d13aecb5b328	{Salishan Apartments}	{38.70044885426134,-121.28756046295166,Citrus Heights,CA,United States}	{Residence,Professional & Other Places,}
525	Fri Mar 04 04:09:53 +0000 2011	4bad5a1ff964a52034493be3	{El Coyote Junction}	{38.594755,-121.50539875030518,Sacramento,CA,United States}	{Nightlife Spot,Food,}
525	Tue Mar 01 20:05:46 +0000 2011	4ca68368a6e08cfa9d927b94	{Oak Park Neighborhood}	{38.54709977629887,-121.46456480026245,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Mon Feb 28 05:06:33 +0000 2011	4b061e14f964a520d4e822e3	{Carl's Jr. / Green Burrito}	{38.55821268557897,-121.47835803210839,Sacramento,CA,United States}	{Food,}
525	Sun Feb 27 20:54:23 +0000 2011	4dded000b0fbc2c4ef0be6ee	{KTXL FOX40}	{38.52549347929718,-121.45129515264442,Sacramento,CA,United States}	{Arts & Entertainment,}
525	Sun Feb 27 20:35:05 +0000 2011	4be82fd3947820a11791b4db	{CBS 13}	{38.592491,-121.5463936328888,West Sacramento,CA,United States}	{Professional & Other Places,}
525	Sat Feb 26 12:41:32 +0000 2011	4bcb2745cc8cd13a38bebecf	{Sacramento, CA}	{38.58111715540504,-121.49424076080324,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Fri Feb 25 02:41:54 +0000 2011	4ba3ce19f964a520736138e3	{Maidu Community Center}	{38.736093664710566,-121.25282556491754,Roseville,CA,United States}	{Professional & Other Places,}
525	Fri Feb 25 00:00:06 +0000 2011	4b5536f9f964a520dbde27e3	{Suzie Burger}	{38.56663,-121.471226,Sacramento,CA,United States}	{Food,}
525	Thu Feb 24 00:40:51 +0000 2011	4bcb2745cc8cd13a38bebecf	{Sacramento, CA}	{38.58111715540504,-121.49424076080324,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Wed Feb 23 21:37:23 +0000 2011	4ca68368a6e08cfa9d927b94	{Oak Park Neighborhood}	{38.54709977629887,-121.46456480026245,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Mon Feb 21 12:51:06 +0000 2011	4ba5534af964a520e4fa38e3	{Cosumnes River Preserve}	{38.26463579169369,-121.43990993499756,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Sat Feb 19 04:49:33 +0000 2011	4bb258332397b71383e336b3	{Old Soul at 40 Acres}	{38.551580277152624,-121.46869623655876,Sacramento,CA,United States}	{Food,}
525	Thu Feb 17 08:38:54 +0000 2011	4ca68368a6e08cfa9d927b94	{Oak Park Neighborhood}	{38.54709977629887,-121.46456480026245,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Wed Feb 16 01:09:32 +0000 2011	4b5536f9f964a520dbde27e3	{Suzie Burger}	{38.56663,-121.471226,Sacramento,CA,United States}	{Food,}
525	Sun Feb 13 06:18:37 +0000 2011	4ca68368a6e08cfa9d927b94	{Oak Park Neighborhood}	{38.54709977629887,-121.46456480026245,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Fri Feb 11 07:52:22 +0000 2011	4b318e23f964a520f20825e3	{Pieces Pizza by the Slice}	{38.5726987,-121.4801104,Sacramento,CA,United States}	{Food,}
525	Wed Feb 09 20:53:44 +0000 2011	4b26977cf964a520027e24e3	{Golden Corral}	{38.454862648751046,-121.41186941042322,Sacramento,CA,United States}	{Food,}
525	Wed Feb 09 02:04:53 +0000 2011	4bb258332397b71383e336b3	{Old Soul at 40 Acres}	{38.551580277152624,-121.46869623655876,Sacramento,CA,United States}	{Food,}
525	Wed Feb 09 02:02:17 +0000 2011	4ca68368a6e08cfa9d927b94	{Oak Park Neighborhood}	{38.54709977629887,-121.46456480026245,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Sat Feb 05 21:44:15 +0000 2011	4b0586b6f964a520d76a22e3	{California Auto Museum}	{38.570536,-121.511545,Sacramento,CA,United States}	{Outdoors & Recreation,Museum,Arts & Entertainment,}
525	Sat Feb 05 01:48:55 +0000 2011	4b5a0d6cf964a52036aa28e3	{Walmart Supercenter}	{38.498944604652976,-121.43349409103394,Sacramento,CA,United States}	{Shop & Service,}
525	Fri Feb 04 18:54:15 +0000 2011	4ca68368a6e08cfa9d927b94	{Oak Park Neighborhood}	{38.54709977629887,-121.46456480026245,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Fri Feb 04 17:39:16 +0000 2011	4b23c4a7f964a520545924e3	{Walmart Supercenter}	{38.58791031264005,-121.55054569244385,West Sacramento,CA,United States}	{Shop & Service,}
525	Fri Feb 04 04:28:07 +0000 2011	4bad5a1ff964a52034493be3	{El Coyote Junction}	{38.594755,-121.50539875030518,Sacramento,CA,United States}	{Nightlife Spot,Food,}
525	Tue Feb 01 14:47:50 +0000 2011	4ca68368a6e08cfa9d927b94	{Oak Park Neighborhood}	{38.54709977629887,-121.46456480026245,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Mon Jan 31 16:57:56 +0000 2011	4ca68368a6e08cfa9d927b94	{Oak Park Neighborhood}	{38.54709977629887,-121.46456480026245,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Mon Jan 31 04:05:28 +0000 2011	4bcb2745cc8cd13a38bebecf	{Sacramento, CA}	{38.58111715540504,-121.49424076080324,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Sat Jan 29 12:31:47 +0000 2011	4ca68368a6e08cfa9d927b94	{Oak Park Neighborhood}	{38.54709977629887,-121.46456480026245,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Sat Jan 29 02:25:48 +0000 2011	4ca68368a6e08cfa9d927b94	{Oak Park Neighborhood}	{38.54709977629887,-121.46456480026245,Sacramento,CA,United States}	{Outdoors & Recreation,}
525	Fri Jan 28 23:55:46 +0000 2011	4b5536f9f964a520dbde27e3	{Suzie Burger}	{38.56663,-121.471226,Sacramento,CA,United States}	{Food,}
525	Tue Jan 25 00:32:07 +0000 2011	4c57931e2308be9a88a1596c	{Chipotle Mexican Grill}	{38.537887986475354,-121.49249464273453,Sacramento,CA,United States}	{Food,}
525	Fri Jan 21 08:46:49 +0000 2011	4cbcdaa1035d236ab0dee74e	{Amtrak Train #545}	{38.58478448,-121.50006011,Sacramento,CA,United States}	{Travel & Transport,Train Station,}
525	Sat Jan 15 22:47:49 +0000 2011	4c5b682985a1e21ea7155411	{Colina De Oro}	{38.695342133333334,-120.80918518333333,Diamond Springs,CA,United States}	{Food,}
525	Fri Jan 14 22:36:48 +0000 2011	4d00145d506d6a31155c1f86	{Pizza Rock}	{38.578894563224885,-121.49323225021362,Sacramento,CA,United States}	{Food,}
525	Thu Jan 13 21:34:18 +0000 2011	4bc5e3c6f360ef3badb9da2d	{Peet's Coffee & Tea}	{38.40769474273703,-121.44837146848153,Elk Grove,CA,United States}	{Food,}
525	Tue Jan 11 18:05:47 +0000 2011	4b5c0143f964a520de2029e3	{Shari's Restaurant & Pies}	{38.49533799339082,-121.52252307635636,Sacramento,CA,United States}	{Food,}
525	Sat Jan 08 18:03:11 +0000 2011	4b65ce51f964a520d8002be3	{Grace Community Church}	{33.03069591522217,-116.865706,Ramona,CA,United States}	{Spiritual Center,Professional & Other Places,}
525	Fri Jan 07 22:42:24 +0000 2011	4ae38a90f964a520709621e3	{Dudley's Bakery}	{33.10908274,-116.67550587,Santa Ysabel,CA,United States}	{Food,}
525	Thu Jan 06 22:02:18 +0000 2011	4ab16058f964a520366920e3	{Pyramid Lake}	{34.654833,-118.775184,Los Angeles County,CA,United States}	{Outdoors & Recreation,}
525	Wed Jan 05 20:31:32 +0000 2011	4aac7345f964a520fd5d20e3	{Romano's Macaroni Grill}	{38.423314581003346,-121.40057802200317,Elk Grove,CA,United States}	{Food,}
525	Tue Dec 21 02:59:56 +0000 2010	4a63a254f964a5207cc51fe3	{Westfield Galleria at Roseville}	{38.773625863622975,-121.26917990185241,Roseville,CA,United States}	{Shop & Service,}
525	Sat Dec 18 02:56:38 +0000 2010	4b5a0d6cf964a52036aa28e3	{Walmart Supercenter}	{38.498944604652976,-121.43349409103394,Sacramento,CA,United States}	{Shop & Service,}
525	Mon Dec 13 04:28:36 +0000 2010	4bda26452a3a0f47f00caab6	{Round Table Pizza}	{38.560883,-121.44337,Sacramento,CA,United States}	{Food,}
525	Wed Dec 08 02:54:34 +0000 2010	4bb258332397b71383e336b3	{Old Soul at 40 Acres}	{38.551580277152624,-121.46869623655876,Sacramento,CA,United States}	{Food,}
525	Mon Dec 06 01:46:12 +0000 2010	4bb258332397b71383e336b3	{Old Soul at 40 Acres}	{38.551580277152624,-121.46869623655876,Sacramento,CA,United States}	{Food,}
525	Sat Dec 04 10:57:27 +0000 2010	4b082545f964a520c20423e3	{24 Hour Fitness}	{38.5810207047191,-121.497443318367,Sacramento,CA,United States}	{Shop & Service,}
525	Thu Nov 18 23:24:03 +0000 2010	4b0586b6f964a520d76a22e3	{California Auto Museum}	{38.570536,-121.511545,Sacramento,CA,United States}	{Outdoors & Recreation,Museum,Arts & Entertainment,}
525	Thu Nov 18 06:12:26 +0000 2010	4b5c0143f964a520de2029e3	{Shari's Restaurant & Pies}	{38.49533799339082,-121.52252307635636,Sacramento,CA,United States}	{Food,}
525	Thu Nov 18 01:36:16 +0000 2010	4be36749f07b0f47a20ef843	{The Mission Vacaville}	{38.36745828391559,-121.93513112334182,,,United States}	{Spiritual Center,Professional & Other Places,}
525	Tue Nov 16 18:52:11 +0000 2010	4bb258332397b71383e336b3	{Old Soul at 40 Acres}	{38.551580277152624,-121.46869623655876,Sacramento,CA,United States}	{Food,}
525	Sat Nov 13 10:56:47 +0000 2010	4ad7d912f964a520600f21e3	{Sheraton Grand Sacramento Hotel}	{38.57919289582425,-121.48988753193353,Sacramento,CA,United States}	{Travel & Transport,}
525	Sat Nov 13 04:53:08 +0000 2010	4bb258332397b71383e336b3	{Old Soul at 40 Acres}	{38.551580277152624,-121.46869623655876,Sacramento,CA,United States}	{Food,}
525	Fri Nov 12 04:20:20 +0000 2010	4bb258332397b71383e336b3	{Old Soul at 40 Acres}	{38.551580277152624,-121.46869623655876,Sacramento,CA,United States}	{Food,}
