2434	Thu Aug 11 20:42:14 +0000 2011	4b75d2a0f964a52045272ee3	{Friendly Fred's}	{37.11336280398292,-121.64032191038132,Morgan Hill,CA,United States}	{Food,}
2434	Sun Aug 07 17:03:34 +0000 2011	4b36f434f964a520933e25e3	{Starbucks}	{37.46586610212293,-121.17456436157227,Patterson,CA,United States}	{Food,}
2434	Sat Aug 06 17:32:47 +0000 2011	4ba6f2a8f964a520477939e3	{Las Gaviotas Restaurant}	{37.46504,-121.12411496666667,Patterson,CA,United States}	{Food,}
2434	Fri Aug 05 20:21:21 +0000 2011	4a4ebe04f964a52000af1fe3	{Taqueria El Metate}	{37.521839,-122.26681351661682,Belmont,CA,United States}	{Food,}
2434	Fri Aug 05 02:43:08 +0000 2011	4b32c6d0f964a520b61325e3	{Pho Morgan Hill Noodle House}	{37.12385755,-121.65077436666667,Morgan Hill,CA,United States}	{Food,}
2434	Thu Aug 04 19:02:54 +0000 2011	4a54f7d4f964a5207eb31fe3	{Una Mas}	{37.52178822236091,-122.25182095011203,Redwood City,CA,United States}	{Food,}
2434	Thu Aug 04 00:23:25 +0000 2011	49fe25cbf964a520766f1fe3	{Best Buy}	{37.50262188,-122.244398,San Carlos,CA,United States}	{Shop & Service,}
2434	Wed Aug 03 19:28:33 +0000 2011	4b76f9bdf964a52067702ee3	{Rickshaw Corner Chinese}	{37.54536415017989,-122.27162783150729,Foster City,CA,United States}	{Food,}
2434	Wed Aug 03 15:39:34 +0000 2011	4b219b53f964a520d53e24e3	{Starbucks}	{37.15573489665985,-121.65087103843689,Morgan Hill,CA,United States}	{Food,}
2434	Tue Aug 02 18:54:31 +0000 2011	4bd5eb1c637ba593e048f770	{Jack in the Box - Morgan Hill, CA}	{37.110077,-121.640056,Morgan Hill,CA,United States}	{Food,}
2434	Mon Aug 01 16:27:13 +0000 2011	4b219b53f964a520d53e24e3	{Starbucks}	{37.15573489665985,-121.65087103843689,Morgan Hill,CA,United States}	{Food,}
2434	Sat Jul 30 02:40:02 +0000 2011	4dd197bad22d67839c4926af	{City of Patterson}	{37.46684750316738,-121.17464900862942,Patterson,CA,United States}	{Outdoors & Recreation,}
2434	Fri Jul 29 20:35:45 +0000 2011	4b954bd0f964a520c79a34e3	{queenbee nails and spa}	{37.156506,-121.652411,Morgan Hill,CA,United States}	{}
2434	Fri Jul 29 19:37:31 +0000 2011	4adbd3a4f964a520ce2a21e3	{Chili's Grill & Bar}	{37.15520541447017,-121.64995640516281,Morgan Hill,CA,United States}	{Food,}
