3079	Sun Jul 22 19:47:07 +0000 2012	450e79ebf964a5205d391fe3	{The Queen Mary}	{33.75267560467213,-118.19074630737305,Long Beach,CA,United States}	{Travel & Transport,Arts & Entertainment,}
===
3079	Wed Dec 14 00:25:27 +0000 2011	4b6def26f964a520099d2ce3	{Men's Wearhouse}	{33.86357221,-118.35302478333334,Torrance,CA,United States}	{Shop & Service,Clothing Store,}
===
3079	Wed Aug 10 16:18:57 +0000 2011	4ba78f25f964a520559d39e3	{City National Plaza}	{34.051400485064285,-118.25729046866506,Los Angeles,CA,United States}	{Outdoors & Recreation,}
3079	Wed Aug 10 16:17:11 +0000 2011	4c648551dddfa5934cc891ff	{Law Office of George M. Hill}	{34.050817,-118.256189,Los Angeles,CA,United States}	{Professional & Other Places,}
3079	Wed Aug 10 02:00:33 +0000 2011	4bffb5a98d7a9c74c56bfa52	{Calas Park}	{33.82660126810536,-118.25535470504055,Carson,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
3079	Tue Aug 09 02:09:36 +0000 2011	4b51549bf964a5201c4b27e3	{Pacific Lakewood Center Stadium 16}	{33.8518132983433,-118.13637256622314,Lakewood,CA,United States}	{Arts & Entertainment,Movie Theater,}
3079	Sun Aug 07 21:24:01 +0000 2011	4c09cfc4009a0f478a83e8bf	{Spires Restaurants}	{33.82391041645495,-118.24323141621828,Carson,CA,United States}	{Food,}
3079	Sun Aug 07 21:20:55 +0000 2011	4b73a292f964a520c1b62de3	{Wendy's}	{33.79635131245513,-118.1256832418947,Long Beach,CA,United States}	{Food,}
3079	Sun Aug 07 19:51:46 +0000 2011	4b652892f964a520e0e62ae3	{Long Beach City College}	{33.83231497013991,-118.1356170103151,Long Beach,CA,United States}	{College & University,}
3079	Sat Aug 06 22:52:25 +0000 2011	4c3ce03b7c1ee21e992c8d71	{Redondo Beach @ Avenue B}	{33.82650488035886,-118.38998079299927,Redondo Beach,CA,United States}	{Outdoors & Recreation,Beach,}
3079	Fri Aug 05 23:48:50 +0000 2011	4c09cfc4009a0f478a83e8bf	{Spires Restaurants}	{33.82391041645495,-118.24323141621828,Carson,CA,United States}	{Food,}
