428	Tue Jul 13 20:23:15 +0000 2010	4a70db33f964a5209ad81fe3	{Alameda Dog Park}	{37.767735460924264,-122.27306224732067,Alameda,CA,United States}	{Outdoors & Recreation,}
428	Tue Jul 13 19:30:38 +0000 2010	4bfacef08f32ef3b10f804aa	{Public Storage}	{37.669285946393366,-121.8619538685386,Pleasanton,CA,United States}	{Shop & Service,Professional & Other Places,Residence,}
428	Tue Jul 13 18:17:20 +0000 2010	4813c378f964a5204c4f1fe3	{Fruitvale BART Station}	{37.77501670498138,-122.22458048385217,Oakland,CA,United States}	{Travel & Transport,}
428	Sun Jul 11 22:35:14 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Sun Jul 11 22:31:58 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Sat Jul 10 01:30:01 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Sat Jul 10 01:29:38 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Wed Jul 07 01:15:23 +0000 2010	42814b00f964a5200d221fe3	{Barefoot Coffee Roasters}	{37.323807,-121.994463,Santa Clara,CA,United States}	{Food,}
428	Wed Jul 07 00:00:43 +0000 2010	4afa197af964a520bb1622e3	{Porsche of Stevens Creek}	{37.32404003355041,-121.97439908981323,Santa Clara,CA,United States}	{Shop & Service,}
428	Tue Jul 06 23:06:03 +0000 2010	49ee3196f964a52037681fe3	{Specialty's Cafe & Bakery}	{37.402659153829646,-122.05092024699968,Mountain View,CA,United States}	{Food,}
428	Tue Jul 06 22:51:43 +0000 2010	4b7b92e1f964a520a8672fe3	{Tida's House}	{37.396551448638604,-122.06669965306618,Mountain View,CA,United States}	{Residence,}
428	Sat Jul 03 03:24:46 +0000 2010	4c1968604ff90f47b4f20f49	{SAVE}	{37.558513825778356,-121.97966110655393,Fremont,CA,United States}	{Professional & Other Places,}
428	Wed Jun 30 04:32:53 +0000 2010	4a20a89df964a520b27c1fe3	{Mission Pizza & Pub}	{37.530957937215284,-121.9370477785547,Fremont,CA,United States}	{Food,}
428	Wed Jun 30 03:13:54 +0000 2010	49ee8972f964a5206b681fe3	{Fry's Electronics}	{37.51532563999276,-121.94182634353638,Fremont,CA,United States}	{Outdoors & Recreation,Shop & Service,Food,}
428	Sun Jun 27 03:55:31 +0000 2010	4a217d93f964a520017d1fe3	{Bay Street Cafe}	{37.535229896288854,-121.94684164289814,Fremont,CA,United States}	{Food,}
428	Sun Jun 27 02:53:40 +0000 2010	4ac2a2c3f964a5201c9a20e3	{Chipotle Mexican Grill}	{37.50439485463629,-121.97564043102176,Fremont,CA,United States}	{Food,}
428	Sat Jun 26 02:56:21 +0000 2010	4b7873ebf964a5205fcf2ee3	{Chez Lapin}	{37.52614642595624,-121.98712173420085,Fremont,CA,United States}	{Professional & Other Places,Residence,}
428	Sat Jun 26 01:10:47 +0000 2010	4c1968604ff90f47b4f20f49	{SAVE}	{37.558513825778356,-121.97966110655393,Fremont,CA,United States}	{Professional & Other Places,}
428	Tue Jun 22 23:33:31 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Tue Jun 22 23:04:59 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Sat Jun 19 05:13:02 +0000 2010	4b7873ebf964a5205fcf2ee3	{Chez Lapin}	{37.52614642595624,-121.98712173420085,Fremont,CA,United States}	{Professional & Other Places,Residence,}
428	Sat Jun 19 03:32:55 +0000 2010	4bb65465f562ef3b3dfd2f97	{Lee Laundromat}	{37.550828,-121.99464,Fremont,CA,United States}	{Shop & Service,}
428	Sat Jun 19 02:55:53 +0000 2010	4ab6abb0f964a520837820e3	{FoodMaxx}	{37.519339,-121.991959,Newark,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Sat Jun 19 02:36:21 +0000 2010	48508a5cf964a5209d501fe3	{Walmart}	{37.51974844408013,-121.98581400927564,Fremont,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
428	Sat Jun 19 02:35:25 +0000 2010	4b6b7c6bf964a520d50b2ce3	{Starbucks}	{37.520659065649646,-121.99071720307532,Newark,CA,United States}	{Food,}
428	Sat Jun 19 01:34:44 +0000 2010	4c0ad959340720a166388793	{7-Eleven}	{37.526116627194725,-121.98608312854113,Fremont,CA,United States}	{Shop & Service,}
428	Sat Jun 19 01:15:09 +0000 2010	4c1968604ff90f47b4f20f49	{SAVE}	{37.558513825778356,-121.97966110655393,Fremont,CA,United States}	{Professional & Other Places,}
428	Wed Jun 16 01:38:15 +0000 2010	4b5d1aa4f964a520ce5229e3	{Lucky}	{37.534558637568956,-121.99810767222378,Fremont,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Wed Jun 16 01:31:25 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Wed Jun 16 01:31:10 +0000 2010	4b9c3bf8f964a5207e5736e3	{Papa Murphy's Take and Bake}	{37.534028299034,-121.9980239868164,Fremont,CA,United States}	{Food,}
428	Mon Jun 14 22:28:12 +0000 2010	48508a5cf964a5209d501fe3	{Walmart}	{37.51974844408013,-121.98581400927564,Fremont,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
428	Mon Jun 14 21:59:28 +0000 2010	4b99a5e2f964a5209e8935e3	{Premier Pizza}	{37.50547237349217,-121.96952027981638,Fremont,CA,United States}	{Food,}
428	Mon Jun 14 21:46:54 +0000 2010	4b6b7c6bf964a520d50b2ce3	{Starbucks}	{37.520659065649646,-121.99071720307532,Newark,CA,United States}	{Food,}
428	Mon Jun 14 21:45:48 +0000 2010	4ab6abb0f964a520837820e3	{FoodMaxx}	{37.519339,-121.991959,Newark,CA,United States}	{Shop & Service,Food & Drink Shop,}
428	Sat Jun 12 02:18:29 +0000 2010	4b6b7c6bf964a520d50b2ce3	{Starbucks}	{37.520659065649646,-121.99071720307532,Newark,CA,United States}	{Food,}
428	Fri Jun 11 00:54:44 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Thu Jun 10 04:10:27 +0000 2010	4b453af7f964a5209d0826e3	{Starbucks}	{37.53486796912509,-121.99842970986069,Fremont,CA,United States}	{Food,}
428	Thu Jun 10 04:10:00 +0000 2010	4b96ef15f964a520d6ee34e3	{7-Eleven}	{37.53388670879452,-122.00111702142618,Fremont,CA,United States}	{Shop & Service,}
428	Thu Jun 10 01:46:49 +0000 2010	4b7873ebf964a5205fcf2ee3	{Chez Lapin}	{37.52614642595624,-121.98712173420085,Fremont,CA,United States}	{Professional & Other Places,Residence,}
428	Thu Jun 10 01:06:28 +0000 2010	48508a5cf964a5209d501fe3	{Walmart}	{37.51974844408013,-121.98581400927564,Fremont,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
428	Thu Jun 10 01:04:25 +0000 2010	4b6b7c6bf964a520d50b2ce3	{Starbucks}	{37.520659065649646,-121.99071720307532,Newark,CA,United States}	{Food,}
428	Tue Jun 08 23:23:25 +0000 2010	4b6b7c6bf964a520d50b2ce3	{Starbucks}	{37.520659065649646,-121.99071720307532,Newark,CA,United States}	{Food,}
428	Tue Jun 08 23:22:45 +0000 2010	48508a5cf964a5209d501fe3	{Walmart}	{37.51974844408013,-121.98581400927564,Fremont,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,}
428	Tue Jun 08 01:34:23 +0000 2010	4a66da25f964a520d7c81fe3	{Mission Coffee}	{37.533437,-121.92090751855636,Fremont,CA,United States}	{Food,}
428	Mon Jun 07 03:52:32 +0000 2010	4aa9c229f964a520325520e3	{Outback Steakhouse}	{37.417498359185075,-121.89929849671944,Milpitas,CA,United States}	{Food,}
428	Mon Jun 07 01:31:56 +0000 2010	4b7873ebf964a5205fcf2ee3	{Chez Lapin}	{37.52614642595624,-121.98712173420085,Fremont,CA,United States}	{Professional & Other Places,Residence,}
