435	Fri Aug 12 02:17:34 +0000 2011	4c11b30e6e5dc9b63fa9b02d	{Verizon}	{34.159019389064326,-118.39645917958404,Studio City,CA,United States}	{Shop & Service,}
435	Sun Jul 24 05:59:27 +0000 2011	4a0ff8ddf964a52088761fe3	{Trip}	{34.010960133333334,-118.48096782,Santa Monica,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
435	Sun Jul 24 04:14:28 +0000 2011	4ba831b2f964a52091d039e3	{Gus Harper Studios}	{34.011075496673584,-118.419792,Los Angeles,CA,United States}	{Arts & Entertainment,}
435	Fri Jul 22 03:34:46 +0000 2011	4a56a820f964a52098b51fe3	{Levitt Pavilion (MacArthur Park)}	{34.05998371546328,-118.27739238739014,Los Angeles,CA,United States}	{Arts & Entertainment,}
435	Tue Jul 19 18:37:22 +0000 2011	4ad4f4d0f964a520e50021e3	{US Post Office - Nat King Cole Station}	{34.069209291908734,-118.30939650535583,Los Angeles,CA,United States}	{Professional & Other Places,}
435	Thu Jul 14 05:33:42 +0000 2011	3fd66200f964a52060ef1ee3	{Three Clubs}	{34.0913221379577,-118.32684346085436,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
435	Mon Jul 11 15:36:25 +0000 2011	4b1c397cf964a520990424e3	{Fortune Gym}	{34.09803700960077,-118.35477537946628,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
435	Sun Jul 10 18:21:50 +0000 2011	4ba03ab3f964a520eb6237e3	{Limpia Laundromat}	{34.0841,-118.326112,Los Angeles,CA,United States}	{Shop & Service,}
435	Thu Jul 07 00:14:19 +0000 2011	458d641ff964a52006401fe3	{Fry's Electronics}	{34.190986034154776,-118.35016984173598,Burbank,CA,United States}	{Shop & Service,}
435	Wed Jul 06 20:07:36 +0000 2011	4a4e5b39f964a52056ae1fe3	{Starbucks}	{34.15804793870363,-118.42434530607284,Sherman Oaks,CA,United States}	{Food,}
435	Sun Jul 03 22:27:22 +0000 2011	40a40c00f964a5201df31ee3	{Runyon Canyon Park}	{34.110383282168506,-118.3505630493164,Los Angeles,CA,United States}	{Outdoors & Recreation,}
435	Sun Jul 03 19:58:21 +0000 2011	4af74da9f964a5202d0822e3	{Jamba Juice}	{34.102186878504824,-118.3089255672452,Los Angeles,CA,United States}	{Food,}
435	Sun Jul 03 00:47:22 +0000 2011	4afc7703f964a520ff2222e3	{Poquito M?s}	{34.09316621188763,-118.37830781936646,West Hollywood,CA,United States}	{Food,}
435	Sat Jul 02 03:34:21 +0000 2011	4b22b907f964a520774c24e3	{Room 5 Lounge}	{34.07482591392263,-118.34425449371338,Los Angeles,CA,United States}	{Music Venue,Arts & Entertainment,}
435	Sat Jul 02 02:49:28 +0000 2011	49ecd915f964a5209f671fe3	{Astro Burger}	{34.08367444846967,-118.3224105834961,Los Angeles,CA,United States}	{Food,}
435	Fri Jul 01 15:57:14 +0000 2011	4b1c397cf964a520990424e3	{Fortune Gym}	{34.09803700960077,-118.35477537946628,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
435	Tue Jun 28 07:13:47 +0000 2011	4b99d2b8f964a520719335e3	{Subway}	{34.08476714892855,-118.32642678717073,Los Angeles,CA,United States}	{Food,}
435	Sat Jun 25 17:07:32 +0000 2011	4b007455f964a5206b3e22e3	{The Hayworth Theatre}	{34.060531848965674,-118.28092899888676,Los Angeles,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
435	Thu Jun 23 04:30:08 +0000 2011	4b88ad65f964a5202d0832e3	{Novel Cafe}	{34.06155693392369,-118.30837726593018,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
435	Sat Jun 18 20:06:58 +0000 2011	4b80a689f964a520af8330e3	{Subway}	{34.06172462168502,-118.30600281315246,Los Angeles,CA,United States}	{Food,}
435	Fri Jun 17 04:31:46 +0000 2011	4b662152f964a5205e152be3	{Subway}	{34.06176136129718,-118.31318378448486,Los Angeles,CA,United States}	{Food,}
435	Thu Jun 16 08:29:16 +0000 2011	4b80a689f964a520af8330e3	{Subway}	{34.06172462168502,-118.30600281315246,Los Angeles,CA,United States}	{Food,}
435	Wed Jun 15 22:33:55 +0000 2011	4cfa8b1dee9cb60c68ec8aad	{U.S. Bank}	{34.15777983256111,-118.43182949695617,Sherman Oaks,CA,United States}	{Shop & Service,}
435	Wed Jun 15 07:22:14 +0000 2011	4a6f9d1ff964a5209cd61fe3	{Pavilions}	{34.08448083434681,-118.32721710205078,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
435	Tue Jun 14 18:04:48 +0000 2011	4b99d2b8f964a520719335e3	{Subway}	{34.08476714892855,-118.32642678717073,Los Angeles,CA,United States}	{Food,}
435	Mon Jun 13 17:18:33 +0000 2011	4cfa8b1dee9cb60c68ec8aad	{U.S. Bank}	{34.15777983256111,-118.43182949695617,Sherman Oaks,CA,United States}	{Shop & Service,}
435	Mon Jun 13 16:17:45 +0000 2011	4b99d2b8f964a520719335e3	{Subway}	{34.08476714892855,-118.32642678717073,Los Angeles,CA,United States}	{Food,}
435	Thu Jun 09 19:25:11 +0000 2011	4cfa8b1dee9cb60c68ec8aad	{U.S. Bank}	{34.15777983256111,-118.43182949695617,Sherman Oaks,CA,United States}	{Shop & Service,}
435	Tue Jun 07 15:27:24 +0000 2011	4bb07151f964a520d6453ce3	{Winchell's}	{34.08404194160071,-118.30899977714336,Los Angeles,CA,United States}	{Food,}
435	Mon Jun 06 22:02:11 +0000 2011	4b74766ef964a52018de2de3	{Department of Motor Vehicles}	{34.08557,-118.330148,Los Angeles,CA,United States}	{Professional & Other Places,}
435	Mon Jun 06 04:06:55 +0000 2011	4c5e0aa39b28d13a137f5b70	{Barneys New York, Santa Monica}	{34.0138872594619,-118.49353841228455,Santa Monica,CA,United States}	{Shop & Service,}
435	Sun Jun 05 21:00:01 +0000 2011	4be09909652b0f47aef57211	{Matrix Theater}	{34.083836614841466,-118.35674285888672,Los Angeles,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
