1886	Thu Aug 11 20:33:21 +0000 2011	4d02a4e12f96f04d79fe1254	{The Salad Place}	{37.722743,-122.43537865,San Francisco,CA,United States}	{Food,}
1886	Thu Aug 11 02:40:07 +0000 2011	4a077f28f964a52072731fe3	{Peet's Coffee & Tea}	{37.78662301418771,-122.45052337646484,San Francisco,CA,United States}	{Food,}
1886	Thu Aug 11 01:34:41 +0000 2011	4a0c9b59f964a5204b751fe3	{Presidio YMCA}	{37.80010294287476,-122.45447263046725,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1886	Wed Aug 10 00:32:14 +0000 2011	49ebf313f964a5204b671fe3	{Wonderful Foods Co}	{37.7634342,-122.4800247,San Francisco,CA,United States}	{Shop & Service,Food,}
1886	Wed Aug 10 00:31:30 +0000 2011	4ac24af8f964a520989820e3	{Sheng Kee Bakery}	{37.76346981525421,-122.47887969017029,San Francisco,CA,United States}	{Food,}
1886	Tue Aug 09 23:04:19 +0000 2011	4b85a3d6f964a5205a6a31e3	{Visitacion Valley Branch Library}	{37.71236892467897,-122.40757844448461,San Francisco,CA,United States}	{Professional & Other Places,}
1886	Mon Aug 08 21:39:42 +0000 2011	4d28c51455a8b60c259fd0c0	{Brown Owl Coffee}	{37.742821,-122.478431,San Francisco,CA,United States}	{Food,}
1886	Sun Aug 07 20:01:54 +0000 2011	4a0c9b59f964a5204b751fe3	{Presidio YMCA}	{37.80010294287476,-122.45447263046725,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1886	Thu Aug 04 21:47:41 +0000 2011	4a0c9b59f964a5204b751fe3	{Presidio YMCA}	{37.80010294287476,-122.45447263046725,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1886	Wed Aug 03 22:55:08 +0000 2011	4a9c45e6f964a520a73620e3	{Comic Outpost}	{37.7298386961599,-122.46943563222885,San Francisco,CA,United States}	{Shop & Service,}
1886	Wed Aug 03 19:45:33 +0000 2011	4b66fe2cf964a52003342be3	{Cafe Zazo}	{37.768679,-122.414758,San Francisco,CA,United States}	{Food,}
1886	Tue Aug 02 23:49:15 +0000 2011	480d1a5ef964a520284f1fe3	{Four Barrel Coffee}	{37.76700253951794,-122.42194754601947,San Francisco,CA,United States}	{Food,}
1886	Tue Aug 02 19:19:05 +0000 2011	4a0c9b59f964a5204b751fe3	{Presidio YMCA}	{37.80010294287476,-122.45447263046725,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1886	Wed Jul 20 07:20:27 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
1886	Tue Jul 19 19:29:06 +0000 2011	4a8b3318f964a520c30b20e3	{The Art of Shaving}	{37.78452821044104,-122.40675982218963,San Francisco,CA,United States}	{Shop & Service,}
1886	Mon Jul 18 20:42:30 +0000 2011	483588e1f964a520e84f1fe3	{Out the Door}	{37.784792,-122.406676,San Francisco,CA,United States}	{Food,}
1886	Mon Jul 18 16:01:30 +0000 2011	4e233ba8fa761d67108eada7	{Naf Conference 2011}	{37.78675396,-122.4041839,,,United States}	{Convention Center,Professional & Other Places,}
1886	Sun Jul 17 19:55:35 +0000 2011	4e233ba8fa761d67108eada7	{Naf Conference 2011}	{37.78675396,-122.4041839,,,United States}	{Convention Center,Professional & Other Places,}
1886	Sat Jul 16 20:04:48 +0000 2011	4d856c8640a7a35d677421be	{Dong Bei Mama}	{37.78063675445311,-122.47034996072927,San Francisco,CA,United States}	{Food,}
1886	Thu Jul 14 17:27:09 +0000 2011	49f13784f964a5209f691fe3	{Thorough Bread and Pastry}	{37.76673,-122.429026,San Francisco,CA,United States}	{Food,}
1886	Wed Jul 13 19:56:23 +0000 2011	43067280f964a52023271fe3	{Ferry Building}	{37.795427908882,-122.39362835884094,San Francisco,CA,United States}	{Shop & Service,Government Building,Food & Drink Shop,Professional & Other Places,}
1886	Tue Jul 12 20:33:42 +0000 2011	4a0c9b59f964a5204b751fe3	{Presidio YMCA}	{37.80010294287476,-122.45447263046725,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1886	Mon Jul 11 21:41:19 +0000 2011	4e139ca06284431b53501f49	{Calbee Snack Store}	{37.7845863,-122.406609,San Francisco,CA,United States}	{Food,}
1886	Mon Jul 11 20:57:28 +0000 2011	41799f00f964a520c11d1fe3	{T? Lan Restaurant}	{37.782091453626144,-122.40985727837969,San Francisco,CA,United States}	{Food,}
1886	Sun Jul 10 21:42:43 +0000 2011	4a466e93f964a520d8a81fe3	{Golden Coffee Shop}	{37.78814921457968,-122.41544008255005,San Francisco,CA,United States}	{Food,}
1886	Sun Jul 10 20:11:29 +0000 2011	4a0c9b59f964a5204b751fe3	{Presidio YMCA}	{37.80010294287476,-122.45447263046725,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1886	Sun Jul 10 18:46:38 +0000 2011	409ad180f964a520eef21ee3	{Ocean Beach}	{37.769391721310974,-122.51133441925049,San Francisco,CA,United States}	{Outdoors & Recreation,Beach,}
1886	Sat Jul 09 20:26:51 +0000 2011	4c8b16ec52a98cfad73533e9	{Banh Cuon Tay Ho}	{37.802075279978645,-122.26956755568241,Oakland,CA,United States}	{Food,}
1886	Sat Jul 09 20:11:32 +0000 2011	4b6e4787f964a520ecb52ce3	{Hat Guys}	{37.80751180029353,-122.26921309560802,Oakland,CA,United States}	{Shop & Service,Clothing Store,}
1886	Fri Jul 08 22:01:41 +0000 2011	44f9e6a7f964a52071381fe3	{Cordon Bleu}	{37.790649,-122.420291,San Francisco,CA,United States}	{Food,}
1886	Fri Jul 08 20:50:53 +0000 2011	4a0c9b59f964a5204b751fe3	{Presidio YMCA}	{37.80010294287476,-122.45447263046725,San Francisco,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1886	Fri Jul 08 04:09:26 +0000 2011	49cc413df964a5205a591fe3	{California Academy of Sciences}	{37.7697648824009,-122.46631622314455,San Francisco,CA,United States}	{Museum,Arts & Entertainment,}
