3107	Sat Dec 11 23:33:53 +0000 2010	4bad85d8f964a5208e583be3	{St. Regis Monarch Beach}	{33.482274118865725,-117.71626402363395,Dana Point,CA,United States}	{Travel & Transport,Outdoors & Recreation,Hotel,Athletics & Sports,}
3107	Fri Dec 10 20:31:29 +0000 2010	4ab94126f964a520a77e20e3	{Ho Sum Bistro}	{33.61588954925537,-117.930248,Newport Beach,CA,United States}	{Food,}
3107	Sat Nov 20 23:08:37 +0000 2010	4aa48fb6f964a5201a4720e3	{Billy's at the Beach}	{33.620014786720276,-117.92469951,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
3107	Sat Nov 13 20:01:13 +0000 2010	4aa48fb6f964a5201a4720e3	{Billy's at the Beach}	{33.620014786720276,-117.92469951,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
3107	Fri Nov 12 01:31:09 +0000 2010	4a616840f964a52068c21fe3	{Woody's Wharf}	{33.61129549744097,-117.92827606201172,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
3107	Sun Nov 07 20:06:39 +0000 2010	4b36c6fdf964a520343c25e3	{Joe's Crab Shack}	{33.619183844692664,-117.92355287043738,Newport Beach,CA,United States}	{Food,}
3107	Sat Nov 06 19:41:56 +0000 2010	4a616840f964a52068c21fe3	{Woody's Wharf}	{33.61129549744097,-117.92827606201172,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
===
3107	Sat Oct 02 17:21:14 +0000 2010	4bddaa53e75c0f47d619c503	{butt Lynch's}	{33.60976,-117.929888,Newport Beach,CA,United States}	{Nightlife Spot,}
3107	Sat Sep 18 23:55:52 +0000 2010	4a616840f964a52068c21fe3	{Woody's Wharf}	{33.61129549744097,-117.92827606201172,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
3107	Sat Aug 28 23:29:43 +0000 2010	4b805500f964a520d66830e3	{Aloha Grill}	{33.63826412079733,-117.92210543738791,Costa Mesa,CA,United States}	{Food,}
3107	Sat Aug 28 21:06:05 +0000 2010	4b2f1aa7f964a52089e924e3	{Daily Grill}	{33.61669712247937,-117.8765768872,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
3107	Sat Aug 28 01:21:26 +0000 2010	4a7cd872f964a520daed1fe3	{Bluewater Grill}	{33.614381,-117.926321,Newport Beach,CA,United States}	{Food,}
