3977	Thu Aug 11 16:07:18 +0000 2011	4b5906daf964a5201b7928e3	{Christ's Church of the Valley}	{34.098974787242504,-117.83653756577917,San Dimas,CA,United States}	{Spiritual Center,Residence,Professional & Other Places,}
3977	Thu Aug 11 04:56:12 +0000 2011	4cae57c0eb65b1f7a1345bcd	{MJ, Lo, & Dre's Place}	{34.087525,-118.367359,West Hollywood,CA,United States}	{}
3977	Thu Aug 11 01:16:00 +0000 2011	4710becbf964a520974b1fe3	{Jimmy Kimmel Live!}	{34.101666356608334,-118.34009438753128,Los Angeles,CA,United States}	{Arts & Entertainment,}
3977	Wed Aug 10 02:03:37 +0000 2011	4b38064ef964a520774a25e3	{T. Phillips Alehouse & Grill}	{34.138346478300136,-117.86517722302231,Glendora,CA,United States}	{Nightlife Spot,}
3977	Tue Aug 09 03:16:12 +0000 2011	4aee599df964a520a3d321e3	{Takumi}	{34.107668615205576,-117.68268617569503,Upland,CA,United States}	{Food,}
3977	Sat Aug 06 23:57:59 +0000 2011	4a47f0cff964a52058aa1fe3	{The Ritz-Carlton, Laguna Niguel}	{33.475231797995676,-117.71970748901367,Dana Point,CA,United States}	{Travel & Transport,Hotel,}
3977	Sat Aug 06 18:47:43 +0000 2011	4c9948d978fc236a98c92b97	{Lee's Nail Spa}	{34.123792,-117.87218868333333,Glendora,CA,United States}	{Shop & Service,}
3977	Fri Aug 05 21:50:54 +0000 2011	4b38064ef964a520774a25e3	{T. Phillips Alehouse & Grill}	{34.138346478300136,-117.86517722302231,Glendora,CA,United States}	{Nightlife Spot,}
3977	Fri Aug 05 05:13:55 +0000 2011	4d48c2d19526b60cc05f71ee	{Our Home!! ?}	{34.12686264946573,-117.86044718252812,,,United States}	{Residence,}
3977	Thu Aug 04 19:55:42 +0000 2011	4e24440245dd950bb041003b	{eGood HQ}	{34.128327793903935,-117.85889336742729,Glendora,CA,United States}	{Office,Professional & Other Places,}
3977	Sun Jul 31 20:24:07 +0000 2011	453b92baf964a520ff3b1fe3	{Rock N Fish}	{33.884488,-118.41114,Manhattan Beach,CA,United States}	{Nightlife Spot,Food,}
3977	Thu Jul 28 16:01:24 +0000 2011	4babe6edf964a5209cd33ae3	{SWIRE}	{34.128461,-117.858906,Glendora,CA,United States}	{Professional & Other Places,}
3977	Wed Jul 27 18:05:53 +0000 2011	4ad10fbef964a52063dc20e3	{Glenkirk Church}	{34.13182017812632,-117.83304601297567,Glendora,CA,United States}	{Spiritual Center,Professional & Other Places,}
3977	Wed Jul 27 01:52:50 +0000 2011	4b38064ef964a520774a25e3	{T. Phillips Alehouse & Grill}	{34.138346478300136,-117.86517722302231,Glendora,CA,United States}	{Nightlife Spot,}
3977	Tue Jul 26 16:46:35 +0000 2011	4e24440245dd950bb041003b	{eGood HQ}	{34.128327793903935,-117.85889336742729,Glendora,CA,United States}	{Office,Professional & Other Places,}
3977	Mon Jul 25 17:15:54 +0000 2011	4e24440245dd950bb041003b	{eGood HQ}	{34.128327793903935,-117.85889336742729,Glendora,CA,United States}	{Office,Professional & Other Places,}
3977	Sun Jul 24 20:00:05 +0000 2011	4ac6ae9af964a520cbb520e3	{The Cheesecake Factory}	{34.111920032983825,-117.53538608551025,Rancho Cucamonga,CA,United States}	{Food,}
3977	Sat Jul 23 18:15:51 +0000 2011	4c4386102d3ec9b658ab2dae	{HomeGoods}	{34.11697353689724,-117.8314375866908,Glendora,CA,United States}	{Shop & Service,}
3977	Fri Jul 22 02:03:07 +0000 2011	4d48c2d19526b60cc05f71ee	{Our Home!! ?}	{34.12686264946573,-117.86044718252812,,,United States}	{Residence,}
3977	Thu Jul 21 20:27:52 +0000 2011	4ab05478f964a520186720e3	{Chipotle Mexican Grill}	{34.11557081458802,-117.83592224121094,Glendora,CA,United States}	{Food,}
3977	Thu Jul 21 02:52:49 +0000 2011	4b289aebf964a520309424e3	{Finkbiner Park}	{34.05622392074807,-117.78929865403792,Glendora,CA,United States}	{Outdoors & Recreation,}
3977	Thu Jul 21 00:38:32 +0000 2011	4babe6edf964a5209cd33ae3	{SWIRE}	{34.128461,-117.858906,Glendora,CA,United States}	{Professional & Other Places,}
3977	Wed Jul 20 17:46:24 +0000 2011	4e24440245dd950bb041003b	{eGood HQ}	{34.128327793903935,-117.85889336742729,Glendora,CA,United States}	{Office,Professional & Other Places,}
3977	Sun Jul 17 04:32:45 +0000 2011	4bf4b40ccad2c928db4e9c99	{Bar Louie}	{34.13489690101973,-118.04925441741943,Arcadia,CA,United States}	{Nightlife Spot,Food,}
3977	Fri Jul 15 22:37:49 +0000 2011	4a64da46f964a520dcc61fe3	{Max's Mexican Cuisine}	{34.13293033470329,-117.90779639278378,Azusa,CA,United States}	{Food,}
3977	Wed Jul 13 15:51:25 +0000 2011	4babe6edf964a5209cd33ae3	{SWIRE}	{34.128461,-117.858906,Glendora,CA,United States}	{Professional & Other Places,}
3977	Wed Jul 13 03:09:57 +0000 2011	4bae5724f964a520faa43be3	{Nordstrom}	{34.0858554081462,-117.69457830469729,Montclair,CA,United States}	{Shop & Service,}
3977	Tue Jul 12 23:24:30 +0000 2011	4babe6edf964a5209cd33ae3	{SWIRE}	{34.128461,-117.858906,Glendora,CA,United States}	{Professional & Other Places,}
3977	Tue Jul 12 04:47:23 +0000 2011	4d48c2d19526b60cc05f71ee	{Our Home!! ?}	{34.12686264946573,-117.86044718252812,,,United States}	{Residence,}
3977	Mon Jul 11 21:31:49 +0000 2011	4babe6edf964a5209cd33ae3	{SWIRE}	{34.128461,-117.858906,Glendora,CA,United States}	{Professional & Other Places,}
3977	Sat Jul 02 01:12:23 +0000 2011	4c9948d978fc236a98c92b97	{Lee's Nail Spa}	{34.123792,-117.87218868333333,Glendora,CA,United States}	{Shop & Service,}
3977	Thu Jun 30 17:58:45 +0000 2011	4babe6edf964a5209cd33ae3	{SWIRE}	{34.128461,-117.858906,Glendora,CA,United States}	{Professional & Other Places,}
3977	Tue Jun 28 21:37:55 +0000 2011	4babe6edf964a5209cd33ae3	{SWIRE}	{34.128461,-117.858906,Glendora,CA,United States}	{Professional & Other Places,}
3977	Mon Jun 27 16:43:31 +0000 2011	4babe6edf964a5209cd33ae3	{SWIRE}	{34.128461,-117.858906,Glendora,CA,United States}	{Professional & Other Places,}
3977	Sat Jun 25 21:24:14 +0000 2011	4d48c2d19526b60cc05f71ee	{Our Home!! ?}	{34.12686264946573,-117.86044718252812,,,United States}	{Residence,}
3977	Thu Jun 23 23:36:17 +0000 2011	4babe6edf964a5209cd33ae3	{SWIRE}	{34.128461,-117.858906,Glendora,CA,United States}	{Professional & Other Places,}
3977	Wed Jun 22 15:41:26 +0000 2011	4babe6edf964a5209cd33ae3	{SWIRE}	{34.128461,-117.858906,Glendora,CA,United States}	{Professional & Other Places,}
3977	Wed Jun 22 00:52:42 +0000 2011	4a836d59f964a5201efb1fe3	{Henry's Hat}	{34.131682113940926,-118.3525076508522,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
3977	Tue Jun 21 23:58:09 +0000 2011	4da3579f540ea1cdb6378fde	{M80}	{34.131860316845724,-118.35144251219532,Los Angeles,CA,United States}	{Professional & Other Places,}
3977	Sat Jun 18 18:04:00 +0000 2011	4b895e74f964a520932f32e3	{LA Fitness}	{34.12416862647368,-117.87137031555176,Glendora,CA,United States}	{Shop & Service,}
3977	Thu Jun 16 21:15:32 +0000 2011	4d48c2d19526b60cc05f71ee	{Our Home!! ?}	{34.12686264946573,-117.86044718252812,,,United States}	{Residence,}
3977	Sun Jun 12 21:06:50 +0000 2011	4b33d8e2f964a5207b2025e3	{Cielo Mio Spa & Salon}	{34.09502,-117.719772,Claremont,CA,United States}	{Shop & Service,}
3977	Sat Jun 11 02:12:11 +0000 2011	4da3579f540ea1cdb6378fde	{M80}	{34.131860316845724,-118.35144251219532,Los Angeles,CA,United States}	{Professional & Other Places,}
3977	Thu Jun 09 20:29:16 +0000 2011	4d0a7a63f2c1236a3650fc56	{Maria's Italian Kitchen Truck}	{34.131953,-118.361913,Los angeles,CA,United States}	{Food,}
3977	Tue Jun 07 03:19:24 +0000 2011	4b98510cf964a5206e3b35e3	{Miyako Sushi}	{34.12696056,-117.829831,Glendora,CA,United States}	{Food,}
3977	Sun Jun 05 23:18:08 +0000 2011	4bbf634d98f49521d590d263	{West Covina Toyota}	{34.07126738343679,-117.90666352109685,West Covina,CA,United States}	{Shop & Service,}
3977	Thu Jun 02 05:52:24 +0000 2011	4b38064ef964a520774a25e3	{T. Phillips Alehouse & Grill}	{34.138346478300136,-117.86517722302231,Glendora,CA,United States}	{Nightlife Spot,}
3977	Thu Jun 02 05:51:10 +0000 2011	4c007df234ccc928cabce1cd	{The Parlour Wine Bistro}	{34.1389664,-117.864945,Glendora,CA,United States}	{Food,}
3977	Tue May 31 02:39:21 +0000 2011	4d48c2d19526b60cc05f71ee	{Our Home!! ?}	{34.12686264946573,-117.86044718252812,,,United States}	{Residence,}
3977	Tue May 31 02:16:33 +0000 2011	44e9f0bef964a520b8371fe3	{Shogun La Verne}	{34.1141788,-117.764423,La Verne,CA,United States}	{Food,}
3977	Sun May 29 21:28:29 +0000 2011	45c73b63f964a52064421fe3	{Baja Sharkeez}	{33.60837366866203,-117.9280936717987,Newport Beach,CA,United States}	{Nightlife Spot,Food,}
3977	Sun May 29 01:20:41 +0000 2011	4b00de7df964a520614122e3	{Eagle Rock Brewery}	{34.11496943926152,-118.24339702509488,Los Angeles,CA,United States}	{Nightlife Spot,}
3977	Sat May 28 23:28:52 +0000 2011	4d48c2d19526b60cc05f71ee	{Our Home!! ?}	{34.12686264946573,-117.86044718252812,,,United States}	{Residence,}
3977	Sat May 28 02:29:54 +0000 2011	4b2ea916f964a52081e424e3	{La Tolteca}	{34.12927414884034,-117.90782500056262,Azusa,CA,United States}	{Food,}
