3051	Thu Aug 04 21:05:38 +0000 2011	4bf1f572324cc9b669b0cc92	{The Wedding Pantry}	{33.741898,-117.82438337802887,Tustin,CA,United States}	{Shop & Service,}
3051	Sun Jul 31 22:58:05 +0000 2011	4d59b7007e2237046084b473	{Razai Law Firm}	{33.795415,-117.890237,Orange,CA,United States}	{}
===
3051	Sun Jun 05 21:43:26 +0000 2011	4b60d355f964a520cffb29e3	{UCLA Lake Arrowhead Conference Center}	{34.26512595752755,-117.1871280670166,Lake Arrowhead,CA,United States}	{Travel & Transport,Hotel,Professional & Other Places,}
3051	Wed Jun 01 04:21:40 +0000 2011	4ad78c4ff964a5200e0c21e3	{The Paul Merage School of Business (UCI)}	{33.646796289205234,-117.83791780471802,Irvine,CA,United States}	{College & University,}
3051	Tue May 24 18:57:44 +0000 2011	4b1313c3f964a520c99323e3	{Pottery Barn}	{33.691745329910226,-117.89269924163818,Costa Mesa,CA,United States}	{Shop & Service,}
3051	Fri May 13 21:34:16 +0000 2011	4dcda3d48877851243e3be4b	{lululemon athletica South Coast Plaza}	{33.69189252306238,-117.89280529356053,Costa Mesa,CA,United States}	{Shop & Service,}
3051	Mon May 02 18:32:25 +0000 2011	4bf882c55efe2d7f30f56a34	{Pain du Monde}	{33.617283699889306,-117.87499745837368,Newport Beach,CA,United States}	{Food,}
3051	Mon May 02 18:31:00 +0000 2011	4b40d422f964a520b2bb25e3	{lululemon athletica Newport Beach}	{33.6170137748139,-117.87531852722168,Newport Beach,CA,United States}	{Shop & Service,}
3051	Fri Apr 29 17:06:51 +0000 2011	4dbaef244df044e524bd5af0	{Corepower Yoga Irvine}	{33.677575091336884,-117.79989583783089,Irvine,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3051	Mon Apr 18 01:13:02 +0000 2011	4a8e0651f964a520ca1120e3	{AMC Tustin 14 at The District}	{33.69695839782663,-117.82858371734619,Tustin,CA,United States}	{Arts & Entertainment,Movie Theater,}
3051	Sat Apr 16 18:40:47 +0000 2011	4bc90e3d68f976b01ab25c83	{America's Family Pet Expo}	{33.66722419766745,-117.90104483023569,Costa Mesa,CA,United States}	{Outdoors & Recreation,Professional & Other Places,}
3051	Mon Apr 11 00:32:05 +0000 2011	4aca4c36f964a52049c120e3	{Whole Foods Market}	{33.69645,-117.825805,Tustin,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
3051	Sun Apr 03 22:38:14 +0000 2011	4b50f027f964a5208d3927e3	{Costco Gasoline}	{33.697779605717564,-117.82373428344727,Tustin,CA,United States}	{Shop & Service,}
3051	Sun Apr 03 19:22:27 +0000 2011	4c17d0ba834e2d7f3ff12780	{Seabirds Truck}	{33.6863058,-117.8260582,Orange County,CA,United States}	{Food,}
3051	Mon Mar 28 23:35:18 +0000 2011	4aa05973f964a520463f20e3	{Haven Gastropub}	{33.786278939134874,-117.85325467586517,Orange,CA,United States}	{Food,}
3051	Sat Mar 26 22:20:10 +0000 2011	4bde1344ffdec92808a7e7a1	{Ethan Allen}	{33.72289560946502,-117.79429102850804,Tustin,CA,United States}	{Shop & Service,}
3051	Fri Mar 25 20:37:07 +0000 2011	4d52fb877ee1a35d2dd89f34	{The Flip Truck}	{33.674467,-117.85111,Greater Orange County,CA,United States}	{Food,}
3051	Mon Mar 21 02:42:26 +0000 2011	4d6858a6b6f46dcb584e12b2	{Rainapocalypse 2011 Part 2}	{34.0367066860199,-118.437085,Santa Monica,CA,United States}	{Outdoors & Recreation,}
3051	Fri Mar 18 21:26:06 +0000 2011	4b5ddf8bf964a520507129e3	{lululemon athletica Irvine}	{33.64982427857342,-117.74309560097619,Irvine,CA,United States}	{Shop & Service,}
3051	Fri Mar 18 18:37:22 +0000 2011	4b55298df964a5204fdd27e3	{CorePower Yoga}	{33.57591509224625,-117.72654466965618,Aliso Viejo,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3051	Fri Mar 18 04:21:47 +0000 2011	4bd0e6e6462cb713d163d907	{Costco Gasoline}	{33.8626827037005,-117.92382175988068,Fullerton,CA,United States}	{Shop & Service,}
3051	Wed Mar 16 16:01:51 +0000 2011	4b930247f964a520782e34e3	{Sushilicious}	{33.68103366999247,-117.77879655361176,Irvine,CA,United States}	{Food,}
3051	Tue Mar 15 01:12:19 +0000 2011	4c352ae43896e21e69e1ec90	{Starbucks}	{33.617435767353676,-117.87454537295442,Newport Beach,CA,United States}	{Food,}
3051	Sat Mar 12 16:59:05 +0000 2011	4b55298df964a5204fdd27e3	{CorePower Yoga}	{33.57591509224625,-117.72654466965618,Aliso Viejo,CA,United States}	{Shop & Service,Gym / Fitness Center,}
3051	Sat Mar 12 00:54:00 +0000 2011	4b5ddf8bf964a520507129e3	{lululemon athletica Irvine}	{33.64982427857342,-117.74309560097619,Irvine,CA,United States}	{Shop & Service,}
3051	Wed Mar 09 02:24:45 +0000 2011	4b930247f964a520782e34e3	{Sushilicious}	{33.68103366999247,-117.77879655361176,Irvine,CA,United States}	{Food,}
3051	Mon Mar 07 18:30:34 +0000 2011	4b7356f6f964a52084a92de3	{Costco Gasoline}	{33.65950476618632,-117.743901014328,Irvine,CA,United States}	{Shop & Service,}
3051	Sat Mar 05 21:14:53 +0000 2011	4afb1ccaf964a5203d1b22e3	{Bawarchi Indian Kitchen}	{34.019989,-118.404081,Culver City,CA,United States}	{Food,}
3051	Sun Feb 27 17:00:49 +0000 2011	4b6b3dedf964a5209cfb2be3	{Aldrich Park}	{33.646147317308696,-117.84262186625914,Irvine,CA,United States}	{Outdoors & Recreation,College & University,}
3051	Sun Feb 27 16:36:38 +0000 2011	4ade134df964a520df7221e3	{Anteater Recreation Center}	{33.64340228147869,-117.82800436019897,Irvine,CA,United States}	{Shop & Service,College & University,Gym / Fitness Center,}
3051	Fri Feb 25 20:20:59 +0000 2011	4b930247f964a520782e34e3	{Sushilicious}	{33.68103366999247,-117.77879655361176,Irvine,CA,United States}	{Food,}
3051	Sun Feb 20 04:40:25 +0000 2011	49dfeb22f964a5202a611fe3	{The Counter Burger Irvine}	{33.698136650178505,-117.74112224578857,Irvine,CA,United States}	{Food,}
3051	Fri Feb 18 03:54:56 +0000 2011	4cb0accc75ebb60ccfb2c6ad	{Palm Terrace Restaurant, Island Hotel}	{33.619753,-117.87503783333334,Newport Beach,CA,United States}	{Food,}
3051	Fri Feb 18 03:49:43 +0000 2011	4aecc4c2f964a5200fcb21e3	{The Island Hotel & Resort}	{33.6201586656555,-117.87561893463135,Newport Beach,CA,United States}	{Travel & Transport,Hotel,}
3051	Thu Feb 17 02:36:55 +0000 2011	4ad78c4ff964a5200e0c21e3	{The Paul Merage School of Business (UCI)}	{33.646796289205234,-117.83791780471802,Irvine,CA,United States}	{College & University,}
3051	Wed Feb 16 05:48:57 +0000 2011	4ad78c4ff964a5200e0c21e3	{The Paul Merage School of Business (UCI)}	{33.646796289205234,-117.83791780471802,Irvine,CA,United States}	{College & University,}
3051	Sun Feb 13 22:57:25 +0000 2011	4bb5e5d82ea1952181dbaa2f	{Newport Aquatic Center}	{33.62502634571496,-117.89400691603728,Newport Beach,CA,United States}	{Travel & Transport,}
3051	Sun Feb 13 18:43:29 +0000 2011	4d584aa0de8f6dcb673d0a91	{Food Truck Sundays}	{33.67532315106214,-117.7412859516545,Irvine,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
