1846	Sat Dec 10 19:01:28 +0000 2011	4ee3ac7f93adf8e1a6e49f0d	{Yucaipa Christmas Parade}	{34.02900314331055,-117.03883361816406,,,United States}	{Outdoors & Recreation,}
===
1846	Thu Aug 11 06:09:04 +0000 2011	4c02bddc0d0e0f47e993019a	{McDonald's}	{34.03439647491174,-117.07114798019515,Yucaipa,CA,United States}	{Food,}
1846	Thu Aug 11 01:44:27 +0000 2011	4c6c88fe1fb2a143bce9fbe6	{Roberts House}	{34.083142602681264,-117.6610853656012,Ca.,CA,United States}	{Residence,}
1846	Wed Aug 10 21:02:16 +0000 2011	4b67bc28f964a520545c2be3	{Del Taco}	{34.06326663730172,-117.2099164049274,Redlands,CA,United States}	{Food,}
1846	Wed Aug 10 20:06:23 +0000 2011	4b8c67c9f964a52023cf32e3	{JCPenney}	{34.07121,-117.21139,Redlands,CA,United States}	{Shop & Service,Clothing Store,}
1846	Wed Aug 10 19:50:55 +0000 2011	4b808657f964a520f47930e3	{Party City}	{34.07118226169076,-117.20232009887695,Redlands,CA,United States}	{Shop & Service,}
1846	Tue Aug 09 03:45:59 +0000 2011	4c6000d53a3703bb3e1ae406	{Pizza Hut}	{34.033422,-117.055848,Yucaipa,CA,United States}	{Food,}
1846	Tue Aug 09 03:36:11 +0000 2011	4c48bc593013a5936d60cde1	{Chevron}	{33.99303907010655,-117.05648846972676,Calimesa,CA,United States}	{Shop & Service,}
1846	Tue Aug 09 03:36:11 +0000 2011	4c48bc593013a5936d60cde1	{Chevron}	{33.99303907010655,-117.05648846972676,Calimesa,CA,United States}	{Shop & Service,}
1846	Tue Aug 09 03:27:47 +0000 2011	4b95996cf964a52079ab34e3	{Kmart}	{33.92391,-116.946739,Banning,CA,United States}	{Shop & Service,Clothing Store,}
1846	Tue Aug 09 01:33:24 +0000 2011	4b63870ff964a52002812ae3	{Walmart Supercenter}	{33.92459264564514,-116.95182508490177,Beaumont,CA,United States}	{Shop & Service,}
1846	Mon Aug 08 23:15:11 +0000 2011	4b970252f964a52033f334e3	{DSW Designer Shoe Warehouse}	{34.07308408996924,-117.20357537269592,Redlands,CA,United States}	{Shop & Service,Clothing Store,}
1846	Mon Aug 08 23:14:48 +0000 2011	4b9ad09bf964a52071d835e3	{Famous Footwear}	{34.07181663758626,-117.20578751125538,Redlands,CA,United States}	{Shop & Service,Clothing Store,}
1846	Mon Aug 08 21:49:48 +0000 2011	4a9dfa6bf964a520f13920e3	{Kohl's}	{34.073255,-117.202801,Redlands,CA,United States}	{Shop & Service,Clothing Store,}
1846	Mon Aug 08 19:45:10 +0000 2011	4b9066eff964a520668833e3	{China Bowl}	{34.035443,-117.069089,Yucaipa,CA,United States}	{Food,}
1846	Mon Aug 08 19:29:23 +0000 2011	4c0ee3e8336220a19602cd77	{Bank of America}	{34.034354808630695,-117.07328706979752,Yucaipa,CA,United States}	{Shop & Service,Professional & Other Places,}
1846	Mon Aug 08 18:50:10 +0000 2011	4b4a7748f964a5207f8826e3	{Ross}	{34.03587662682331,-117.06841268923748,Yucaipa,CA,United States}	{Shop & Service,}
1846	Mon Aug 08 18:02:54 +0000 2011	4bb54d4af562ef3b62d52e97	{Staples}	{34.033931,-117.072948,Yucaipa,CA,United States}	{Shop & Service,}
1846	Mon Aug 08 01:52:54 +0000 2011	4b58ea7ff964a520b47228e3	{Baker's Drive Thru}	{34.02771254178207,-117.1184409755232,Yucaipa,CA,United States}	{Food,}
1846	Sun Aug 07 19:17:04 +0000 2011	4bd79ce1e914a59353be51fa	{Der wierneschntzel}	{34.05334391666667,-117.02462976666666,Yucaipa,CA,United States}	{}
1846	Sun Aug 07 19:17:04 +0000 2011	4bd79ce1e914a59353be51fa	{Der wierneschntzel}	{34.05334391666667,-117.02462976666666,Yucaipa,CA,United States}	{}
1846	Sun Aug 07 01:29:55 +0000 2011	44e38422f964a52044371fe3	{Galli's}	{34.13407989489828,-117.61688232421875,Alta Loma,CA,United States}	{Nightlife Spot,}
1846	Sun Aug 07 00:48:46 +0000 2011	4c02bddc0d0e0f47e993019a	{McDonald's}	{34.03439647491174,-117.07114798019515,Yucaipa,CA,United States}	{Food,}
1846	Sun Aug 07 00:48:46 +0000 2011	4c02bddc0d0e0f47e993019a	{McDonald's}	{34.03439647491174,-117.07114798019515,Yucaipa,CA,United States}	{Food,}
1846	Sat Aug 06 05:03:07 +0000 2011	4b4449f1f964a52088f325e3	{Redlands Underground}	{34.05560324488383,-117.1819313154605,Redlands,CA,United States}	{Nightlife Spot,}
1846	Sat Aug 06 03:52:18 +0000 2011	4b4790f5f964a520c83526e3	{Carl's Jr.}	{34.03350114485505,-117.07263628516934,Yucaipa,CA,United States}	{Food,}
1846	Thu Aug 04 05:34:55 +0000 2011	4bd3bfb2b221c9b63e93dad0	{Jack in the Box - Yucaipa, CA}	{34.0341115539201,-117.0516783626294,Yucaipa,CA,United States}	{Food,}
1846	Thu Aug 04 01:26:58 +0000 2011	4c6c88fe1fb2a143bce9fbe6	{Roberts House}	{34.083142602681264,-117.6610853656012,Ca.,CA,United States}	{Residence,}
1846	Mon Aug 01 21:11:52 +0000 2011	4bb37f5035f0c9b6d572bc83	{Casa De Davis}	{34.050016179496424,-117.02644503793752,Yucaipa,CA,United States}	{Residence,}
1846	Mon Aug 01 17:16:18 +0000 2011	4e36df4a14952ff6cbd6a4c7	{Parker Oil}	{34.15458887770688,-114.29256275032733,,,United States}	{Travel & Transport,}
1846	Mon Aug 01 00:55:13 +0000 2011	4bfe1abc4cf820a17476edf4	{Emerald cove resort}	{34.206142477789065,-114.22505733876538,Earp,CA,United States}	{Travel & Transport,Hotel,}
1846	Sun Jul 31 20:52:56 +0000 2011	4bd1dda5caff95215482d1f0	{Roadrunner}	{34.231938867752326,-114.18762588232377,Parker,AZ,United States}	{Nightlife Spot,Outdoors & Recreation,}
1846	Sun Jul 31 17:27:10 +0000 2011	4bfe1abc4cf820a17476edf4	{Emerald cove resort}	{34.206142477789065,-114.22505733876538,Earp,CA,United States}	{Travel & Transport,Hotel,}
1846	Sun Jul 31 17:26:30 +0000 2011	4c61f23dfa7bc928051f0d27	{Emerald Cove Pools Bar}	{34.20701693647092,-114.22330426238604,Parker,CA,United States}	{}
1846	Sun Jul 31 17:26:30 +0000 2011	4c61f23dfa7bc928051f0d27	{Emerald Cove Pools Bar}	{34.20701693647092,-114.22330426238604,Parker,CA,United States}	{}
1846	Sun Jul 31 03:52:01 +0000 2011	4c61f23dfa7bc928051f0d27	{Emerald Cove Pools Bar}	{34.20701693647092,-114.22330426238604,Parker,CA,United States}	{}
1846	Fri Jul 29 20:28:21 +0000 2011	4e069a3f45ddb2875c45dd3a	{Fox's on the River - Bar and Grill}	{34.24511922099384,-114.17498159362025,Parker,AZ,United States}	{}
1846	Fri Jul 29 01:32:32 +0000 2011	4c6f5e93b3ce224b46db70c6	{Emerold Cove Bar}	{34.207310574754594,-114.22283406519709,Parker,CA,United States}	{Nightlife Spot,Outdoors & Recreation,}
1846	Thu Jul 28 03:49:50 +0000 2011	4bd2644acaff952198dcd2f0	{BlueWater Resort & Casino}	{34.16721124138782,-114.26810415469673,Parker,AZ,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
1846	Thu Jul 28 00:48:33 +0000 2011	4bd1dda5caff95215482d1f0	{Roadrunner}	{34.231938867752326,-114.18762588232377,Parker,AZ,United States}	{Nightlife Spot,Outdoors & Recreation,}
1846	Wed Jul 27 19:27:49 +0000 2011	4cc4c2da06c2548151cc9847	{On The River}	{34.20065818431087,-114.22335650648665,Parker,AZ,United States}	{Outdoors & Recreation,}
1846	Tue Jul 26 20:13:25 +0000 2011	4c5dc5f39b28d13a62985a70	{Badnocks}	{34.20791,-114.22031,,CA,United States}	{}
1846	Tue Jul 26 03:46:27 +0000 2011	4bfe1abc4cf820a17476edf4	{Emerald cove resort}	{34.206142477789065,-114.22505733876538,Earp,CA,United States}	{Travel & Transport,Hotel,}
1846	Mon Jul 25 00:49:08 +0000 2011	4bfe1abc4cf820a17476edf4	{Emerald cove resort}	{34.206142477789065,-114.22505733876538,Earp,CA,United States}	{Travel & Transport,Hotel,}
1846	Mon Jul 25 00:22:42 +0000 2011	4bf5aa2f94b2a5934f0cacee	{Parker, AZ}	{34.15034748596663,-114.28918361663818,Parker,AZ,United States}	{Shop & Service,Outdoors & Recreation,}
1846	Sun Jul 24 23:26:47 +0000 2011	4becab4c6b88c9b6cb598762	{City of Blythe}	{33.60689931379632,-114.60559844970703,Blythe,CA,United States}	{Outdoors & Recreation,Government Building,Professional & Other Places,}
1846	Sun Jul 24 22:44:27 +0000 2011	4b9f6216f964a520751f37e3	{Desert Center}	{33.71060057534781,-115.40023697406275,Desert Center,CA,United States}	{Travel & Transport,}
1846	Sun Jul 24 22:27:03 +0000 2011	4bc7c9d92f94d13ab3b0127f	{Chiriaco Summit Coffee Shop}	{33.66104096166013,-115.72077517529382,Chiriaco Summit,CA,United States}	{Food,}
1846	Sun Jul 24 22:01:45 +0000 2011	4de9828e1f6e3ddebdb3f85a	{Cactus City Rest Area}	{33.67814809093793,-115.96438481929968,Chuckwalla,CA,United States}	{Outdoors & Recreation,Professional & Other Places,}
1846	Sun Jul 24 20:24:25 +0000 2011	4c48bc593013a5936d60cde1	{Chevron}	{33.99303907010655,-117.05648846972676,Calimesa,CA,United States}	{Shop & Service,}
1846	Sun Jul 24 02:07:41 +0000 2011	4bc16244920eb7137ec81a2c	{Felipe's Mexican Grill & Cantina}	{33.946986,-117.67886817455292,Chino Hills,CA,United States}	{Nightlife Spot,}
1846	Sat Jul 23 21:02:17 +0000 2011	4b8bed93f964a520e9b232e3	{Stater Bros}	{34.0474638161075,-117.03289662147992,Yucaipa,CA,United States}	{Shop & Service,Food & Drink Shop,}
1846	Sat Jul 23 20:34:04 +0000 2011	4c02bddc0d0e0f47e993019a	{McDonald's}	{34.03439647491174,-117.07114798019515,Yucaipa,CA,United States}	{Food,}
1846	Sat Jul 23 20:10:31 +0000 2011	4b4a7748f964a5207f8826e3	{Ross}	{34.03587662682331,-117.06841268923748,Yucaipa,CA,United States}	{Shop & Service,}
1846	Sat Jul 23 19:55:32 +0000 2011	4c3d03dcb169c9b6388c4668	{Rite Aid}	{34.04809354073916,-117.03495993679354,Yucaipa,CA,United States}	{Shop & Service,}
1846	Sat Jul 23 09:31:49 +0000 2011	4b562d73f964a520ca0328e3	{Del Taco}	{34.03418205658984,-117.04392563902684,Yucaipa,CA,United States}	{Food,}
1846	Sat Jul 23 01:46:35 +0000 2011	4c0b3206bbc676b041494bd5	{Ray's Downtown Deli}	{34.09896511666667,-117.29508503333334,San Bernardino,CA,United States}	{Food,}
1846	Sat Jul 23 01:46:35 +0000 2011	4c0b3206bbc676b041494bd5	{Ray's Downtown Deli}	{34.09896511666667,-117.29508503333334,San Bernardino,CA,United States}	{Food,}
1846	Fri Jul 22 18:58:46 +0000 2011	4a91cedff964a520e91b20e3	{Costco}	{34.06800728059913,-117.26300451818747,San Bernardino,CA,United States}	{Shop & Service,Food & Drink Shop,}
1846	Fri Jul 22 18:40:35 +0000 2011	4bd751af0b779c74cfe404a0	{Chevron}	{34.02862880542908,-117.11873173713684,Yucaipa,CA,United States}	{Shop & Service,}
1846	Fri Jul 22 01:51:14 +0000 2011	4c6c88fe1fb2a143bce9fbe6	{Roberts House}	{34.083142602681264,-117.6610853656012,Ca.,CA,United States}	{Residence,}
1846	Fri Jul 22 00:28:01 +0000 2011	4b4a422bf964a520298126e3	{SUBWAY}	{34.03541727758682,-117.06915378570557,Yucaipa,CA,United States}	{Food,}
1846	Thu Jul 21 21:30:25 +0000 2011	4cf6a94771538cfa7dc8b62e	{Queen Nails}	{34.03352,-117.08498,Yucaipa,CA,United States}	{}
1846	Wed Jul 20 23:18:35 +0000 2011	4c3d03dcb169c9b6388c4668	{Rite Aid}	{34.04809354073916,-117.03495993679354,Yucaipa,CA,United States}	{Shop & Service,}
1846	Wed Jul 20 22:05:38 +0000 2011	4b8c67c9f964a52023cf32e3	{JCPenney}	{34.07121,-117.21139,Redlands,CA,United States}	{Shop & Service,Clothing Store,}
1846	Wed Jul 20 20:57:39 +0000 2011	4a9b55a6f964a520f93420e3	{Target}	{34.07170974901977,-117.20696474262697,Redlands,CA,United States}	{Shop & Service,}
1846	Wed Jul 20 20:16:43 +0000 2011	4c0ee3e8336220a19602cd77	{Bank of America}	{34.034354808630695,-117.07328706979752,Yucaipa,CA,United States}	{Shop & Service,Professional & Other Places,}
1846	Wed Jul 20 04:47:02 +0000 2011	4b4bc83ef964a52082a726e3	{Chick-fil-A}	{34.06844915109788,-117.55648941832017,Ontario,CA,United States}	{Food,}
1846	Wed Jul 20 01:48:45 +0000 2011	4c533621a724e21eb01364f4	{Alma Hoffman Park}	{34.07363663866779,-117.69181156185131,Montclair,CA,United States}	{Outdoors & Recreation,}
1846	Tue Jul 19 20:51:29 +0000 2011	4b562d73f964a520ca0328e3	{Del Taco}	{34.03418205658984,-117.04392563902684,Yucaipa,CA,United States}	{Food,}
1846	Tue Jul 19 20:11:41 +0000 2011	4b9035bff964a520727c33e3	{Yucaipa High School}	{34.03616060237464,-117.08680625356214,Yucaipa,CA,United States}	{Outdoors & Recreation,College & University,School,Professional & Other Places,}
1846	Mon Jul 18 02:10:34 +0000 2011	4b902cf8f964a5204b7a33e3	{Subs of USA}	{34.03375,-117.042988,Yucaipa,CA,United States}	{Food,}
1846	Mon Jul 18 01:58:33 +0000 2011	4d292492849f3704fea87b41	{Asaderos Supermarket}	{34.03343975543976,-117.04725209,Yucaipa,CA,United States}	{Shop & Service,Food & Drink Shop,}
1846	Sat Jul 16 22:32:28 +0000 2011	4b8bed93f964a520e9b232e3	{Stater Bros}	{34.0474638161075,-117.03289662147992,Yucaipa,CA,United States}	{Shop & Service,Food & Drink Shop,}
1846	Sat Jul 16 21:39:46 +0000 2011	4c918fc057e5b60c1dff611c	{Big!Lots}	{34.03336595,-117.04963933333333,Yucaipa,CA,United States}	{Shop & Service,}
1846	Sat Jul 16 06:29:12 +0000 2011	4b5b8400f964a520f70329e3	{Mill Creek Cattle Company}	{34.06962699655245,-117.1309357881546,Mentone,CA,United States}	{Nightlife Spot,Food,}
1846	Sat Jul 16 04:43:52 +0000 2011	4b77719bf964a520ce9a2ee3	{Fuddruckers}	{34.07682995959201,-117.55558369837625,Ontario,CA,United States}	{Food,}
1846	Sat Jul 16 02:15:39 +0000 2011	4e20f4401f6effe84f6cb59e	{E L R RECORDING STUDIO}	{33.924088,-117.52990286666666,,,United States}	{}
1846	Fri Jul 15 20:01:53 +0000 2011	4c02bddc0d0e0f47e993019a	{McDonald's}	{34.03439647491174,-117.07114798019515,Yucaipa,CA,United States}	{Food,}
1846	Fri Jul 15 00:53:31 +0000 2011	4c6c88fe1fb2a143bce9fbe6	{Roberts House}	{34.083142602681264,-117.6610853656012,Ca.,CA,United States}	{Residence,}
1846	Thu Jul 14 21:01:36 +0000 2011	4b15500ef964a520c7af23e3	{San Manuel Stadium}	{34.09709322048355,-117.29583263397217,San Bernardino,CA,United States}	{Outdoors & Recreation,Stadium,Arts & Entertainment,Athletics & Sports,}
1846	Thu Jul 14 05:09:09 +0000 2011	4bd3bfb2b221c9b63e93dad0	{Jack in the Box - Yucaipa, CA}	{34.0341115539201,-117.0516783626294,Yucaipa,CA,United States}	{Food,}
