4002	Mon Feb 14 20:28:12 +0000 2011	4bdcfc2149fdc9b6b7973c5a	{Bob's Big Boy}	{33.93639499328737,-117.18751966953278,Moreno Valley,CA,United States}	{Food,}
===
4002	Tue Jan 11 05:26:23 +0000 2011	4b54d350f964a52053ce27e3	{Santa Barbara Amtrak (SBA)}	{34.41373409773784,-119.69276189804077,Santa Barbara,CA,United States}	{Travel & Transport,}
4002	Tue Jan 11 00:25:32 +0000 2011	4c0e81ee336220a1fc52cc77	{City of Paso Robles}	{35.62667495998369,-120.69159507751465,Paso robles,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
4002	Mon Jan 10 22:34:50 +0000 2011	4babaf37f964a5201dc03ae3	{Salinas Amtrak (SNS)}	{36.679553827309725,-121.65673971176147,Salinas,CA,United States}	{Travel & Transport,}
4002	Mon Jan 10 19:25:08 +0000 2011	4a07bb4bf964a52097731fe3	{Jack London Square Amtrak (OKJ)}	{37.793778925645704,-122.27169513702393,Oakland,CA,United States}	{Travel & Transport,}
4002	Mon Jan 10 15:45:51 +0000 2011	51907ed22fc68508bb18d72b	{Amtrak's Capitol Corridor Station}	{38.58623304961106,-121.49921894073486,Sacramento,CA,United States}	{Travel & Transport,}
4002	Mon Jan 10 06:41:19 +0000 2011	4c5cf64394fd0f47da56ca45	{Chemult Amtrak (CMO)}	{43.21728047357669,-121.78149461746216,Chemult,OR,United States}	{Travel & Transport,}
4002	Mon Jan 10 03:33:16 +0000 2011	4b131b1ef964a5202d9423e3	{Amtrak Station (EUG)}	{44.05507873133573,-123.09237599372864,Eugene,OR,United States}	{Travel & Transport,}
4002	Mon Jan 10 03:33:16 +0000 2011	4b131b1ef964a5202d9423e3	{Amtrak Station (EUG)}	{44.05507873133573,-123.09237599372864,Eugene,OR,United States}	{Travel & Transport,}
4002	Sun Jan 09 20:25:54 +0000 2011	4ad0c6d1f964a520bad920e3	{Amtrak Tacoma (TAC)}	{47.24189055080905,-122.42091178894043,Tacoma,WA,United States}	{Travel & Transport,Train Station,}
4002	Sat Jan 08 23:54:37 +0000 2011	4b131b1ef964a5202d9423e3	{Amtrak Station (EUG)}	{44.05507873133573,-123.09237599372864,Eugene,OR,United States}	{Travel & Transport,}
4002	Sat Jan 08 19:31:54 +0000 2011	4cba271add41a35d498ce6a0	{Hmmm..}	{42.215069,-121.759685,Klamath Falls,OR,United States}	{Professional & Other Places,}
4002	Sat Jan 08 17:10:44 +0000 2011	4b3aa9a1f964a520336c25e3	{City of Mount Shasta}	{41.312346986131836,-122.31101632118225,Mt Shasta,CA,United States}	{Outdoors & Recreation,}
4002	Sat Jan 08 16:47:44 +0000 2011	4c8ccb885e048cfa21cfcfcd	{Dunsmuir Amtrak Station (DUN)}	{41.211140389466514,-122.27057933807373,Dunsmuir,CA,United States}	{Travel & Transport,}
4002	Sat Jan 08 08:17:41 +0000 2011	4a07bb4bf964a52097731fe3	{Jack London Square Amtrak (OKJ)}	{37.793778925645704,-122.27169513702393,Oakland,CA,United States}	{Travel & Transport,}
4002	Sat Jan 08 05:52:07 +0000 2011	4babaf37f964a5201dc03ae3	{Salinas Amtrak (SNS)}	{36.679553827309725,-121.65673971176147,Salinas,CA,United States}	{Travel & Transport,}
4002	Sat Jan 08 04:02:12 +0000 2011	4e85046e7ee676374998176d	{Paso Robles Amtrak Station (PRB)}	{35.622459792388376,-120.68765505767642,Paso Robles,CA,United States}	{Travel & Transport,Train Station,}
4002	Sat Jan 08 04:02:12 +0000 2011	4e85046e7ee676374998176d	{Paso Robles Amtrak Station (PRB)}	{35.622459792388376,-120.68765505767642,Paso Robles,CA,United States}	{Travel & Transport,Train Station,}
4002	Sat Jan 08 02:44:54 +0000 2011	4b2ed34ff964a52029e724e3	{San Luis Obispo Amtrak Station (SLO)}	{35.276403220591334,-120.65465569496155,San Luis Obispo,CA,United States}	{Travel & Transport,}
4002	Fri Jan 07 21:17:51 +0000 2011	4ad8fa1cf964a520a51621e3	{Metrolink Simi Valley Station}	{34.27000252946881,-118.69536638259886,Simi Valley,CA,United States}	{Travel & Transport,Train Station,}
