1721	Sat Dec 03 15:17:06 +0000 2011	4eda3d6f61af8a14b6192ea3	{32103 Corte Bonilio}	{33.47612,-117.1304,Temecula,CA,United States}	{}
===
1721	Sat Aug 06 16:32:23 +0000 2011	4b47908af964a520b43526e3	{Costco}	{38.90469325370257,-104.82124328613281,Colorado Springs,CO,United States}	{Shop & Service,}
1721	Tue Aug 02 17:27:33 +0000 2011	4ac66b06f964a52046b420e3	{Original Tommy's Hamburgers}	{34.85411039,-117.083204,Barstow,CA,United States}	{Food,}
1721	Wed Jul 27 02:30:49 +0000 2011	4e29ae71d164bfc24f2f93e9	{La Casa de Temecula}	{33.49724412646098,-117.13235791374208,Temecula,CA,United States}	{Residence,}
1721	Fri Jul 22 17:08:04 +0000 2011	4e29ae71d164bfc24f2f93e9	{La Casa de Temecula}	{33.49724412646098,-117.13235791374208,Temecula,CA,United States}	{Residence,}
===
1721	Thu May 26 19:55:51 +0000 2011	4a5a6981f964a5204bba1fe3	{Costco}	{33.521184356974715,-117.15474655319568,Temecula,CA,United States}	{Shop & Service,Food & Drink Shop,}
1721	Thu May 12 19:30:31 +0000 2011	4af48546f964a52071f321e3	{In-N-Out Burger}	{33.51497088666721,-117.15893391972779,Temecula,CA,United States}	{Food,}
1721	Sun May 01 19:45:09 +0000 2011	4af48546f964a52071f321e3	{In-N-Out Burger}	{33.51497088666721,-117.15893391972779,Temecula,CA,United States}	{Food,}
1721	Mon Apr 18 01:15:40 +0000 2011	4baacb8af964a52015873ae3	{Santa Rosa Plateau}	{33.527176708018764,-117.28403263650763,Murrieta,CA,United States}	{Outdoors & Recreation,}
1721	Sun Apr 03 19:50:14 +0000 2011	4c425263ce54e21ee38c0c1a	{Costco Gasoline}	{33.69715870181461,-117.33832925748199,Lake Elsinore,CA,United States}	{Shop & Service,}
1721	Sun Apr 03 17:48:49 +0000 2011	486ba29bf964a520f7501fe3	{Original Tommy's Hamburgers}	{33.844435,-117.53721546666667,Corona,CA,United States}	{Food,}
1721	Sun Mar 20 18:27:45 +0000 2011	4af48546f964a52071f321e3	{In-N-Out Burger}	{33.51497088666721,-117.15893391972779,Temecula,CA,United States}	{Food,}
1721	Wed Mar 09 23:16:26 +0000 2011	4a5a6981f964a5204bba1fe3	{Costco}	{33.521184356974715,-117.15474655319568,Temecula,CA,United States}	{Shop & Service,Food & Drink Shop,}
1721	Tue Mar 08 17:54:48 +0000 2011	4ba6a27af964a520c46439e3	{BROKER WEST Real Estate Co.}	{33.533381957638305,-117.18360900878906,Murrieta,CA,United States}	{Professional & Other Places,}
1721	Mon Mar 07 21:12:27 +0000 2011	4af48546f964a52071f321e3	{In-N-Out Burger}	{33.51497088666721,-117.15893391972779,Temecula,CA,United States}	{Food,}
1721	Sat Mar 05 01:35:20 +0000 2011	4b6244d4f964a520843f2ae3	{Carnitas Express}	{33.55714070154615,-117.20109701156616,Murrieta,CA,United States}	{Food,}
1721	Thu Mar 03 00:37:47 +0000 2011	4cba26164c60a0938f7e44ca	{ARCO}	{33.52098053710461,-117.16566569300039,Temecula,CA,United States}	{Shop & Service,}
1721	Wed Mar 02 06:08:06 +0000 2011	4bbc78daafe1b713e164304b	{La Casa de Tenaja}	{33.528043326001104,-117.30875779949993,Murrieta,CA,United States}	{Residence,}
1721	Wed Mar 02 02:05:31 +0000 2011	4ba6a27af964a520c46439e3	{BROKER WEST Real Estate Co.}	{33.533381957638305,-117.18360900878906,Murrieta,CA,United States}	{Professional & Other Places,}
