420	Sat Feb 12 05:44:42 +0000 2011	4b8c33b7f964a520d7c332e3	{Applebees}	{35.340120017283226,-119.10167828283227,Bakersfield,CA,United States}	{Nightlife Spot,Food,}
420	Fri Feb 11 23:13:19 +0000 2011	4b3bd3e3f964a520fe7b25e3	{Bakersfield Amtrak (BFD)}	{35.37199237148563,-119.00862693786621,Bakersfield,CA,United States}	{Travel & Transport,}
420	Sun Feb 06 05:56:29 +0000 2011	4b4968b6f964a520506f26e3	{Edwards Bakersfield Stadium Cinema}	{35.34190973588611,-119.1038990020752,Bakersfield,CA,United States}	{Arts & Entertainment,Movie Theater,}
420	Fri Feb 04 19:27:16 +0000 2011	4b54d350f964a52053ce27e3	{Santa Barbara Amtrak (SBA)}	{34.41373409773784,-119.69276189804077,Santa Barbara,CA,United States}	{Travel & Transport,}
420	Fri Feb 04 19:19:27 +0000 2011	4afda4def964a520712922e3	{Backyard Bowls}	{34.415287,-119.694433,Santa Barbara,CA,United States}	{Food,}
420	Fri Feb 04 18:30:44 +0000 2011	4bb21bc4f964a52083b93ce3	{MTD Line 24x UCSB Express}	{34.421329,-119.712328,Santa Barbara,CA,United States}	{Travel & Transport,Bus Station,}
420	Mon Jan 31 03:23:24 +0000 2011	4b3bd3e3f964a520fe7b25e3	{Bakersfield Amtrak (BFD)}	{35.37199237148563,-119.00862693786621,Bakersfield,CA,United States}	{Travel & Transport,}
420	Sat Jan 29 02:00:50 +0000 2011	4b3bd3e3f964a520fe7b25e3	{Bakersfield Amtrak (BFD)}	{35.37199237148563,-119.00862693786621,Bakersfield,CA,United States}	{Travel & Transport,}
420	Sat Jan 22 23:30:10 +0000 2011	49f65012f964a5202f6c1fe3	{Grand Central Market}	{34.050917141747966,-118.24918627738953,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
420	Tue Jan 18 00:13:41 +0000 2011	4b3bd3e3f964a520fe7b25e3	{Bakersfield Amtrak (BFD)}	{35.37199237148563,-119.00862693786621,Bakersfield,CA,United States}	{Travel & Transport,}
420	Sun Jan 16 06:00:09 +0000 2011	4b6649bff964a520651c2be3	{Rosemary's Family Creamery}	{35.38461096551381,-119.02374386787415,Bakersfield,CA,United States}	{Food,}
420	Fri Jan 14 23:29:34 +0000 2011	4b3bd3e3f964a520fe7b25e3	{Bakersfield Amtrak (BFD)}	{35.37199237148563,-119.00862693786621,Bakersfield,CA,United States}	{Travel & Transport,}
420	Thu Jan 06 01:25:12 +0000 2011	4a96f151f964a520a22720e3	{Freebirds World Burrito}	{34.413273841650884,-119.85560417175293,Isla Vista,CA,United States}	{Food,}
420	Wed Dec 29 22:13:37 +0000 2010	4b88892df964a52005ff31e3	{Mac&Cheesas}	{35.37577399273121,-119.0163420708362,Bakersfield,CA,United States}	{Food,}
420	Wed Dec 29 00:16:29 +0000 2010	4b88892df964a52005ff31e3	{Mac&Cheesas}	{35.37577399273121,-119.0163420708362,Bakersfield,CA,United States}	{Food,}
420	Fri Dec 24 02:49:17 +0000 2010	4b678278f964a52019532be3	{Chipotle Mexican Grill}	{35.35461,-119.05714389,Bakersfield,CA,United States}	{Food,}
===
420	Wed Oct 06 21:04:50 +0000 2010	4b54d350f964a52053ce27e3	{Santa Barbara Amtrak (SBA)}	{34.41373409773784,-119.69276189804077,Santa Barbara,CA,United States}	{Travel & Transport,}
420	Sun Sep 26 23:17:35 +0000 2010	4b3bd3e3f964a520fe7b25e3	{Bakersfield Amtrak (BFD)}	{35.37199237148563,-119.00862693786621,Bakersfield,CA,United States}	{Travel & Transport,}
420	Thu Sep 23 19:21:49 +0000 2010	4ac3cd66f964a520da9c20e3	{Social Sciences & Media Studies}	{34.41441562613753,-119.84955310821533,Santa Barbara,CA,United States}	{College Academic Building,College & University,Professional & Other Places,}
420	Sun Sep 19 21:38:03 +0000 2010	4b2ea584f964a52035e424e3	{Kahuna Grill}	{34.429390146951754,-119.87209439277649,Goleta,CA,United States}	{Food,}
420	Fri Sep 17 03:06:16 +0000 2010	4b09cf4ff964a520011e23e3	{Costco}	{34.42799193052439,-119.87478733062744,Goleta,CA,United States}	{Shop & Service,Food & Drink Shop,}
420	Tue Sep 14 22:05:36 +0000 2010	4b09cf4ff964a520011e23e3	{Costco}	{34.42799193052439,-119.87478733062744,Goleta,CA,United States}	{Shop & Service,Food & Drink Shop,}
