3471	Sat Mar 26 19:52:46 +0000 2011	4aedd8e4f964a5207dcf21e3	{Whispers Cafe & Creperie}	{37.526505,-122.284331,Belmont,CA,United States}	{Food,}
3471	Fri Mar 04 21:49:38 +0000 2011	4b8c4ff4f964a520f7c932e3	{Mandarin Oriental Riviera Maya Resort}	{20.698235309620358,-87.02714681625366,Playa del Carmen,Mexico,Mexico}	{Travel & Transport,}
3471	Thu Mar 03 13:04:58 +0000 2011	4459d2f1f964a520d7321fe3	{Newark Liberty International Airport (EWR)}	{40.68968493541091,-74.17938709259033,Newark,NJ,United States}	{Travel & Transport,}
3471	Sat Feb 12 03:58:24 +0000 2011	4a88f716f964a520c60720e3	{Straits}	{37.579745180727244,-122.34562754631042,Burlingame,CA,United States}	{Nightlife Spot,Food,}
3471	Tue Feb 01 07:22:41 +0000 2011	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Sat Jan 29 23:45:27 +0000 2011	4c81def651ada1cd497f1710	{China's House}	{37.521812,-122.278521,Belmont,CA,United States}	{}
3471	Fri Jan 21 01:08:50 +0000 2011	4cf4798c1c158cfa2af3e3b5	{on the runway at SFO}	{37.612539,-122.382222,,CA,United States}	{Travel & Transport,}
3471	Sun Jan 09 06:17:18 +0000 2011	4c72eddd0e23b1f784201fdc	{Twenty Five Lusk}	{37.778436894188054,-122.39444099975675,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3471	Thu Dec 30 05:43:40 +0000 2010	49f4ea61f964a520746b1fe3	{Heaven's Dog}	{37.77841855541572,-122.41214159383547,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3471	Wed Dec 29 21:06:16 +0000 2010	49d0fc8cf964a520495b1fe3	{Outspark}	{37.778888,-122.39376395,San Francisco,CA,United States}	{Office,Professional & Other Places,}
3471	Tue Dec 21 18:05:58 +0000 2010	49d0fc8cf964a520495b1fe3	{Outspark}	{37.778888,-122.39376395,San Francisco,CA,United States}	{Office,Professional & Other Places,}
3471	Sun Nov 28 21:44:36 +0000 2010	4bbe666a4e7bd13ad4ed9a7f	{Emirates (EK) Check-In Area}	{37.615196,-122.390003,San Francisco,CA,United States}	{Travel & Transport,}
===
3471	Fri Oct 29 04:44:43 +0000 2010	461604b8f964a52045451fe3	{District}	{37.778584505321376,-122.39323139190674,San Francisco,CA,United States}	{Nightlife Spot,}
3471	Fri Oct 29 03:42:31 +0000 2010	3fd66200f964a52064ed1ee3	{330 Ritch}	{37.77879420764139,-122.39404823404944,San Francisco,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
3471	Tue Oct 19 05:08:38 +0000 2010	461604b8f964a52045451fe3	{District}	{37.778584505321376,-122.39323139190674,San Francisco,CA,United States}	{Nightlife Spot,}
3471	Wed Oct 13 16:31:30 +0000 2010	4cb495ea75ebb60c2cb0e3ad	{Virtual Goods Summit}	{37.784036,-122.403925,San Francisco,CA,United States}	{}
3471	Wed Oct 06 07:39:06 +0000 2010	461604b8f964a52045451fe3	{District}	{37.778584505321376,-122.39323139190674,San Francisco,CA,United States}	{Nightlife Spot,}
===
3471	Tue Aug 24 03:56:51 +0000 2010	4c6f224a2930bfb7f919f380	{Secret of Solstice}	{37.77231,-122.406684,San Francisco,CA,United States}	{Shop & Service,Arts & Entertainment,}
3471	Sat Aug 21 03:15:39 +0000 2010	461604b8f964a52045451fe3	{District}	{37.778584505321376,-122.39323139190674,San Francisco,CA,United States}	{Nightlife Spot,}
3471	Sat Aug 21 01:38:58 +0000 2010	4c6f224a2930bfb7f919f380	{Secret of Solstice}	{37.77231,-122.406684,San Francisco,CA,United States}	{Shop & Service,Arts & Entertainment,}
3471	Wed Aug 18 03:37:20 +0000 2010	461604b8f964a52045451fe3	{District}	{37.778584505321376,-122.39323139190674,San Francisco,CA,United States}	{Nightlife Spot,}
3471	Sat Aug 07 05:45:30 +0000 2010	4c16b7ae955976b05500a5f6	{Fiesta MMORPG}	{37.522907,-122.280273,Belmont,CA,United States}	{Shop & Service,}
3471	Fri Aug 06 02:04:46 +0000 2010	4c573a4e6418a5930de57e0e	{Deepak Emulator}	{37.779517,-122.393614,San Francisco,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
3471	Fri Aug 06 02:04:45 +0000 2010	4c573a4e6418a5930de57e0e	{Deepak Emulator}	{37.779517,-122.393614,San Francisco,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
