2997	Wed Aug 03 19:51:36 +0000 2011	4bf30bcfcad2c928955d9a99	{Subway}	{34.04732579934967,-118.26035499572754,Los Angeles,CA,United States}	{Food,}
2997	Sat Jul 30 08:24:42 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Fri Jul 29 01:01:47 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Thu Jul 28 05:00:45 +0000 2011	4abdc796f964a520738b20e3	{Ecco Ultra Lounge}	{34.101039734643415,-118.3292978192743,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2997	Mon Jul 18 21:51:04 +0000 2011	4ad3ac68f964a52087e520e3	{Daily Grill}	{34.050106200527324,-118.25751316573034,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Mon Jul 18 03:26:21 +0000 2011	4a185165f964a5209e791fe3	{Ralphs}	{34.04545626030918,-118.26074509562864,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
2997	Fri Jul 15 21:07:38 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Fri Jul 08 06:45:20 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Wed Jun 29 23:48:37 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Wed Jun 29 23:04:33 +0000 2011	4b0c4eabf964a520e13a23e3	{Mendocino Farms}	{34.05145049645721,-118.255934715271,Los Angeles,CA,United States}	{Food,}
2997	Thu Jun 23 01:32:16 +0000 2011	4b904467f964a520108033e3	{The Original Uptown Parthenon}	{42.57492178333333,-83.361555,West Bloomfield,MI,United States}	{Food,}
2997	Wed Jun 22 23:15:24 +0000 2011	4b785c97f964a52069c82ee3	{Somerset Collection Skywalk}	{42.56131554324533,-83.18402566545332,Troy,MI,United States}	{Travel & Transport,Shop & Service,}
2997	Sun Jun 12 10:41:54 +0000 2011	41f43a80f964a520281f1fe3	{Roscoe's House of Chicken and Waffles}	{34.09858134921175,-118.32220673561096,Los Angeles,CA,United States}	{Food,}
2997	Sun Jun 12 04:01:06 +0000 2011	3fd66200f964a52058ef1ee3	{Hollywood Palladium}	{34.098461411447936,-118.32430958747864,Los Angeles,CA,United States}	{Music Venue,Arts & Entertainment,}
2997	Fri Jun 10 21:17:56 +0000 2011	4c709dcdd7fab1f73f495fc9	{Dublin's Irish Pub}	{34.04908148697793,-118.25912654399872,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
2997	Wed Jun 08 20:35:41 +0000 2011	4a7abca3f964a52073e91fe3	{Galco's Soda Pop Stop}	{34.11862,-118.193367,Los Angeles,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
2997	Wed Jun 01 22:50:56 +0000 2011	4a651cb1f964a52052c71fe3	{The Stand}	{34.060408035936916,-118.44510284120973,Los Angeles,CA,United States}	{Food,}
2997	Wed Jun 01 21:16:40 +0000 2011	4ba14fd9f964a52083ab37e3	{Village Animal Hospital}	{34.018273,-117.8110681,Diamond Bar,CA,United States}	{Medical Center,Professional & Other Places,}
