3887	Mon Aug 08 19:38:22 +0000 2011	4d7c819686cfa143707bcba0	{Sloane Squared}	{37.77373878953342,-122.41735716912531,,,United States}	{Nightlife Spot,}
3887	Sun Aug 07 21:44:27 +0000 2011	4b68ffbcf964a52069962be3	{Hydro Grill}	{38.578798,-122.579123,Calistoga,CA,United States}	{Nightlife Spot,Food,Arts & Entertainment,}
3887	Sun Aug 07 21:01:43 +0000 2011	4baac37cf964a52036853ae3	{Napa County Fairgrounds}	{38.58323903772466,-122.58507370948792,Calistoga,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,Athletics & Sports,Professional & Other Places,}
3887	Sat Aug 06 06:13:30 +0000 2011	49dba3b4f964a520e25e1fe3	{The Tipsy Pig}	{37.80020932826012,-122.44014322757721,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3887	Tue Aug 02 20:55:56 +0000 2011	428e7a00f964a520cf231fe3	{Trad'r Sam's}	{37.78020732852964,-122.48563349246979,San Francisco,CA,United States}	{Nightlife Spot,}
3887	Tue Aug 02 20:53:49 +0000 2011	3fd66200f964a520dcec1ee3	{Blarney Stone Bar & Restaurant}	{37.78005999334045,-122.4799633026123,San Francisco,CA,United States}	{Nightlife Spot,}
3887	Sun Jul 31 22:28:24 +0000 2011	49eb6b29f964a520d6661fe3	{Tia Margarita}	{37.78217260167517,-122.47826561168509,San Francisco,CA,United States}	{Food,}
3887	Sun Jul 31 22:28:24 +0000 2011	49eb6b29f964a520d6661fe3	{Tia Margarita}	{37.78217260167517,-122.47826561168509,San Francisco,CA,United States}	{Food,}
3887	Sun Jul 31 21:33:18 +0000 2011	4bc7601b2f94d13abacd117f	{Starbucks}	{38.233853,-122.599486,Petaluma,CA,United States}	{Food,}
3887	Fri Jul 29 01:59:34 +0000 2011	4be6069ad4f7c9b609502620	{Christy's on the Square}	{38.44048646146465,-122.71309973408805,Santa Rosa,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
3887	Fri Jul 29 01:13:07 +0000 2011	4341c600f964a52061281fe3	{Blue Fin Sushi}	{37.782405,-122.47879385948181,San Francisco,CA,United States}	{Nightlife Spot,Food,}
