2711	Sun Jul 31 00:31:50 +0000 2011	4b1ae070f964a520c3f323e3	{Fuddruckers}	{32.63961,-117.079769,Chula Vista,CA,United States}	{Food,}
2711	Sat Jul 30 16:03:07 +0000 2011	4c9dbe5f03133704bce861d5	{The Fantasy Network}	{32.67850421,-117.07681646,National City,CA,United States}	{}
2711	Sat Jul 30 16:03:01 +0000 2011	4c2663e0a852c9281e93e66c	{E 14th}	{32.67762956173738,-117.07352409136679,National City,CA,United States}	{Residence,}
2711	Tue Jul 26 05:44:40 +0000 2011	4da80e45a86e68edb7d413c0	{Last Good Halo Lan Spot}	{32.67762956173738,-117.07352409136679,chula vista,CA,United States}	{Residence,}
2711	Sun Jul 24 04:11:56 +0000 2011	4c9dbe5f03133704bce861d5	{The Fantasy Network}	{32.67850421,-117.07681646,National City,CA,United States}	{}
2711	Sun Jul 24 04:11:49 +0000 2011	4c2663e0a852c9281e93e66c	{E 14th}	{32.67762956173738,-117.07352409136679,National City,CA,United States}	{Residence,}
2711	Sat Jul 23 01:15:13 +0000 2011	4e25b26018388c58be2e9eef	{GameSpot Base Station featuring CNET}	{32.707505999995945,-117.16008844606122,San Diego,CA,United States}	{}
2711	Sat Jul 23 00:33:05 +0000 2011	4e24fc0c1fc72f585bf538ab	{IGN Sprint Gaming Lounge}	{32.708060813687986,-117.16141909360886,San Diego,CA,United States}	{Arts & Entertainment,}
2711	Fri Jul 22 18:37:53 +0000 2011	4c44d4a9fb6eb713bd9b4e4a	{Syfy - Caf? Diem}	{32.70772,-117.160053,San Diego,CA,United States}	{Food,}
2711	Thu Jul 21 15:39:10 +0000 2011	4c489d2dc047be9a016c3479	{San Diego Convention Center: Ballroom 20}	{32.70653348821461,-117.16194371603393,San Diego,CA,United States}	{Arts & Entertainment,Convention Center,Professional & Other Places,}
2711	Thu Jul 21 15:38:36 +0000 2011	47a7e7adf964a5208e4d1fe3	{San Diego Convention Center}	{32.706765341432224,-117.16129302978516,San Diego,CA,United States}	{Arts & Entertainment,Professional & Other Places,}
2711	Thu Jul 21 15:17:29 +0000 2011	4de3cd81c65b7a3e213ac309	{San Diego Comic Con}	{32.70848059682981,-117.16410398483276,San Diego,CA,United States}	{Arts & Entertainment,}
2711	Tue Jul 19 23:42:05 +0000 2011	4b82f75cf964a520dfef30e3	{Subway}	{32.64823533318266,-116.96665286998599,Chula Vista,CA,United States}	{Food,}
2711	Tue Jul 19 00:38:02 +0000 2011	4a70c4bdf964a5205ed81fe3	{In-N-Out Burger}	{32.65985,-117.106596,National City,CA,United States}	{Food,}
2711	Mon Jul 18 00:36:08 +0000 2011	4c9dbe5f03133704bce861d5	{The Fantasy Network}	{32.67850421,-117.07681646,National City,CA,United States}	{}
2711	Mon Jul 18 00:36:02 +0000 2011	4c2663e0a852c9281e93e66c	{E 14th}	{32.67762956173738,-117.07352409136679,National City,CA,United States}	{Residence,}
2711	Sat Jul 16 05:30:52 +0000 2011	4baa7bf2f964a520136e3ae3	{Hilberto's}	{32.68223,-117.082418,National City,CA,United States}	{Food,}
2711	Fri Jul 15 19:48:20 +0000 2011	4c268429136d20a1ba84e561	{Regal Rancho Del Rey Stadium 16}	{32.6382019255191,-117.01977,Chula Vista,CA,United States}	{Arts & Entertainment,Movie Theater,}
