848	Fri Aug 12 12:48:29 +0000 2011	4addb187f964a520596521e3	{WITI FOX 6}	{43.180928003775485,-87.96310901641846,Brown Deer,WI,United States}	{Shop & Service,Arts & Entertainment,Professional & Other Places,}
848	Thu Aug 11 20:00:15 +0000 2011	4aa9dde9f964a520755520e3	{General Mitchell International Airport (MKE)}	{42.947737434933686,-87.9019546508789,Milwaukee,WI,United States}	{Travel & Transport,}
848	Thu Aug 11 14:56:44 +0000 2011	4a677f82f964a52091c91fe3	{Las Vegas McCarran International Airport (LAS)}	{36.08365019548198,-115.14985084533691,Las Vegas,NV,United States}	{Travel & Transport,}
848	Thu Aug 11 13:47:07 +0000 2011	4a344606f964a520069c1fe3	{Bob Hope Airport (BUR)}	{34.19639831676446,-118.35313796997072,Burbank,CA,United States}	{Travel & Transport,}
848	Wed Aug 10 02:54:28 +0000 2011	42853f80f964a520fb221fe3	{Universal CityWalk}	{34.136264480547794,-118.35339546203613,Universal City,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
848	Tue Aug 09 16:31:17 +0000 2011	4cf588bde308236a3d30e1ac	{NOH8 Campaign Headquarters}	{34.167950160508646,-118.36342960596085,Burbank,CA,United States}	{Professional & Other Places,}
848	Mon Aug 08 19:23:38 +0000 2011	4cf588bde308236a3d30e1ac	{NOH8 Campaign Headquarters}	{34.167950160508646,-118.36342960596085,Burbank,CA,United States}	{Professional & Other Places,}
848	Mon Aug 08 15:25:43 +0000 2011	4ae72993f964a52003a921e3	{Starbucks}	{34.15797514004957,-118.37869133310902,North Hollywood,CA,United States}	{Food,}
848	Sun Aug 07 05:01:34 +0000 2011	4a344606f964a520069c1fe3	{Bob Hope Airport (BUR)}	{34.19639831676446,-118.35313796997072,Burbank,CA,United States}	{Travel & Transport,}
848	Sun Aug 07 00:38:59 +0000 2011	449e9fb9f964a520c0341fe3	{Phoenix Sky Harbor International Airport (PHX)}	{33.43562440517176,-112.00306606318918,Phoenix,AZ,United States}	{Travel & Transport,}
848	Sat Aug 06 17:16:35 +0000 2011	411c0480f964a5201a0c1fe3	{Philadelphia International Airport (PHL)}	{39.87700745276243,-75.2424430847168,Philadelphia,PA,United States}	{Travel & Transport,}
848	Sat Aug 06 04:21:45 +0000 2011	40b28c80f964a5203af91ee3	{Woody's}	{39.94873969990853,-75.16220781624595,Philadelphia,PA,United States}	{Nightlife Spot,}
848	Fri Aug 05 17:34:16 +0000 2011	4e3c28e03151eaa7c43a88d4	{NOH8 Photo Shoot Philadelphia}	{39.95165331240083,-75.20205974578857,Philadelphia,PA,United States}	{Arts & Entertainment,}
848	Fri Aug 05 17:33:18 +0000 2011	4e3c1c9fb61cb577be64a93b	{NOH8 Campaign Univ Of Penn}	{39.95192946666667,-75.20178776666667,,,United States}	{College & University,}
848	Thu Aug 04 18:58:42 +0000 2011	4bf687a89abec9b6f3ec25e8	{Goodwin College of Professional Studies (Drexel University)}	{39.95517334271523,-75.18426060676575,Philadelphia,PA,United States}	{College Academic Building,College & University,}
848	Wed Aug 03 22:25:14 +0000 2011	411c0480f964a5201a0c1fe3	{Philadelphia International Airport (PHL)}	{39.87700745276243,-75.2424430847168,Philadelphia,PA,United States}	{Travel & Transport,}
848	Wed Aug 03 16:32:55 +0000 2011	449e9fb9f964a520c0341fe3	{Phoenix Sky Harbor International Airport (PHX)}	{33.43562440517176,-112.00306606318918,Phoenix,AZ,United States}	{Travel & Transport,}
848	Wed Aug 03 13:55:10 +0000 2011	4a344606f964a520069c1fe3	{Bob Hope Airport (BUR)}	{34.19639831676446,-118.35313796997072,Burbank,CA,United States}	{Travel & Transport,}
848	Wed Aug 03 02:10:17 +0000 2011	49d52515f964a520705c1fe3	{Costco}	{33.99271689197,-118.44681143760681,Marina del Rey,CA,United States}	{Shop & Service,Food & Drink Shop,}
848	Tue Aug 02 18:13:33 +0000 2011	4ae72993f964a52003a921e3	{Starbucks}	{34.15797514004957,-118.37869133310902,North Hollywood,CA,United States}	{Food,}
848	Tue Aug 02 17:01:18 +0000 2011	49d52515f964a520705c1fe3	{Costco}	{33.99271689197,-118.44681143760681,Marina del Rey,CA,United States}	{Shop & Service,Food & Drink Shop,}
848	Mon Aug 01 22:30:39 +0000 2011	4cf588bde308236a3d30e1ac	{NOH8 Campaign Headquarters}	{34.167950160508646,-118.36342960596085,Burbank,CA,United States}	{Professional & Other Places,}
848	Mon Aug 01 21:33:05 +0000 2011	4a344606f964a520069c1fe3	{Bob Hope Airport (BUR)}	{34.19639831676446,-118.35313796997072,Burbank,CA,United States}	{Travel & Transport,}
848	Mon Aug 01 15:36:03 +0000 2011	44d9ff60f964a5208b361fe3	{Dallas/Fort Worth International Airport (DFW)}	{32.89803818160521,-97.04086303710938,DFW Airport,TX,United States}	{Travel & Transport,}
848	Sun Jul 31 02:22:22 +0000 2011	4b3ee533f964a520f5a225e3	{Wunderbar}	{45.501993177968025,-73.561931848526,Montr?al,QC,Canada}	{Nightlife Spot,}
848	Sat Jul 30 21:20:39 +0000 2011	4e346edf814d2eb94732f08b	{NOH8 PHOTO SHOOT MONTREAL}	{45.50196309926248,-73.56213569641113,Montreal,QC,Canada}	{Arts & Entertainment,}
848	Fri Jul 29 20:04:19 +0000 2011	4ad77bf7f964a5204b0b21e3	{W Montr?al}	{45.501624712717756,-73.56202840805054,Montreal,Quebec,Canada}	{Nightlife Spot,Travel & Transport,Shop & Service,}
848	Fri Jul 29 02:57:11 +0000 2011	4b0044f8f964a5202b3c22e3	{Vallier, Bistro et Comptoir}	{45.500471,-73.558102,Montr?al,QC,Canada}	{Food,}
848	Thu Jul 28 17:27:39 +0000 2011	44d9ff60f964a5208b361fe3	{Dallas/Fort Worth International Airport (DFW)}	{32.89803818160521,-97.04086303710938,DFW Airport,TX,United States}	{Travel & Transport,}
848	Thu Jul 28 12:48:39 +0000 2011	4a344606f964a520069c1fe3	{Bob Hope Airport (BUR)}	{34.19639831676446,-118.35313796997072,Burbank,CA,United States}	{Travel & Transport,}
848	Thu Jul 28 02:34:34 +0000 2011	49d0782df964a520285b1fe3	{Westside Pavilion Shopping Center}	{34.04034713723197,-118.42693090438843,Los Angeles,CA,United States}	{Shop & Service,}
848	Wed Jul 27 17:34:18 +0000 2011	4cf588bde308236a3d30e1ac	{NOH8 Campaign Headquarters}	{34.167950160508646,-118.36342960596085,Burbank,CA,United States}	{Professional & Other Places,}
848	Wed Jul 27 16:46:47 +0000 2011	4ae72993f964a52003a921e3	{Starbucks}	{34.15797514004957,-118.37869133310902,North Hollywood,CA,United States}	{Food,}
848	Wed Jul 27 15:10:52 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
848	Wed Jul 27 14:16:44 +0000 2011	4a788931f964a520d0e51fe3	{Ronnie's Diner}	{33.985447,-118.425027,Los Angeles,CA,United States}	{Food,}
848	Tue Jul 26 17:01:55 +0000 2011	4cf588bde308236a3d30e1ac	{NOH8 Campaign Headquarters}	{34.167950160508646,-118.36342960596085,Burbank,CA,United States}	{Professional & Other Places,}
848	Mon Jul 25 17:07:36 +0000 2011	4cf588bde308236a3d30e1ac	{NOH8 Campaign Headquarters}	{34.167950160508646,-118.36342960596085,Burbank,CA,United States}	{Professional & Other Places,}
848	Mon Jul 25 16:48:27 +0000 2011	4ae72993f964a52003a921e3	{Starbucks}	{34.15797514004957,-118.37869133310902,North Hollywood,CA,United States}	{Food,}
848	Mon Jul 25 01:13:02 +0000 2011	4a721daaf964a52064da1fe3	{Peet's Coffee & Tea}	{34.032376,-118.495275,Santa Monica,CA,United States}	{Food,}
848	Sun Jul 24 21:18:12 +0000 2011	49d0782df964a520285b1fe3	{Westside Pavilion Shopping Center}	{34.04034713723197,-118.42693090438843,Los Angeles,CA,United States}	{Shop & Service,}
848	Sun Jul 24 02:31:28 +0000 2011	4b15502cf964a5200cb023e3	{StubHub Center}	{33.86385889756237,-118.26159954071045,Carson,CA,United States}	{Stadium,Arts & Entertainment,}
