778	Mon Jun 18 19:32:40 +0000 2012	4a7b6e55f964a52003eb1fe3	{Fashion Island}	{33.615986299808654,-117.87536144256592,Newport Beach,CA,United States}	{Outdoors & Recreation,Shop & Service,}
===
778	Mon Dec 05 19:47:04 +0000 2011	4b4e7961f964a5200bef26e3	{Royal Thai Cuisine}	{33.62150593333333,-117.933747,Newport Beach,CA,United States}	{Food,}
===
778	Fri Aug 12 00:55:55 +0000 2011	4a9053c4f964a5204c1720e3	{Ralphs}	{33.69670846343234,-117.74258136749268,Irvine,CA,United States}	{Shop & Service,Food & Drink Shop,}
778	Thu Aug 11 18:55:04 +0000 2011	4a8d9c1df964a5203b1020e3	{Pho Tasia}	{33.65936133222055,-117.80307315633456,Irvine,CA,United States}	{Food,}
778	Wed Aug 10 19:20:06 +0000 2011	4be1cb8f87e42d7f70ea870b	{Al Palace}	{33.668038711912025,-117.88249962281385,Costa Mesa,CA,United States}	{Food,}
778	Wed Aug 10 19:20:05 +0000 2011	4be1cb8f87e42d7f70ea870b	{Al Palace}	{33.668038711912025,-117.88249962281385,Costa Mesa,CA,United States}	{Food,}
778	Tue Aug 09 18:55:36 +0000 2011	4a99bb80f964a520203020e3	{Chipotle Mexican Grill}	{33.69837991456554,-117.8850975540013,Santa Ana,CA,United States}	{Food,}
778	Tue Aug 09 15:04:03 +0000 2011	4c72af1f0e23b1f7b46b1edc	{Mag's Donuts & Bakery}	{33.6383374124692,-117.86351757370441,Newport Beach,CA,United States}	{Food,}
778	Mon Aug 08 23:01:27 +0000 2011	4b808862f964a5209d7a30e3	{OCIX}	{33.70747925,-117.84424923333333,Santa Ana,CA,United States}	{Office,Professional & Other Places,}
778	Mon Aug 08 19:00:02 +0000 2011	4bfecda8ca1920a1d6deeb81	{Burger King}	{33.66028336666667,-117.873655,Newport Beach,CA,United States}	{Food,}
778	Sun Aug 07 20:54:43 +0000 2011	4d81528d551ea1cd65972bc5	{Concerto Lofts}	{34.048882883480566,-118.25850958879228,Los Angeles,CA,United States}	{Residence,}
778	Sun Aug 07 17:56:52 +0000 2011	4c9f9730542b224b99ccfe9f	{Kardia Bible Baptist Church}	{33.858345,-118.004668,Buena Park,CA,United States}	{Spiritual Center,Professional & Other Places,}
778	Sat Aug 06 04:03:49 +0000 2011	4bf36345cad2c92843d19a99	{Yoshinoya}	{34.061974353720196,-118.313354,Los Angeles,CA,United States}	{Food,}
778	Fri Aug 05 23:54:46 +0000 2011	4b808862f964a5209d7a30e3	{OCIX}	{33.70747925,-117.84424923333333,Santa Ana,CA,United States}	{Office,Professional & Other Places,}
778	Fri Aug 05 18:50:49 +0000 2011	4b4e7961f964a5200bef26e3	{Royal Thai Cuisine}	{33.62150593333333,-117.933747,Newport Beach,CA,United States}	{Food,}
778	Fri Aug 05 18:50:49 +0000 2011	4b4e7961f964a5200bef26e3	{Royal Thai Cuisine}	{33.62150593333333,-117.933747,Newport Beach,CA,United States}	{Food,}
778	Thu Aug 04 18:18:18 +0000 2011	4c0d4627d64c0f47b076265d	{Chipotle Mexican Grill}	{33.638525394029216,-117.86016941070557,Newport Beach,CA,United States}	{Food,}
778	Thu Aug 04 01:05:54 +0000 2011	4ac7a1e9f964a520a0b820e3	{Babies"R"Us}	{33.720270508682205,-117.79244899749756,Irvine,CA,United States}	{Shop & Service,Clothing Store,}
778	Wed Aug 03 19:15:32 +0000 2011	4b86ed83f964a5206aa631e3	{Bill's Burgers}	{33.666534,-117.8827,Santa Ana,CA,United States}	{Food,}
778	Tue Aug 02 19:25:36 +0000 2011	4bfecda8ca1920a1d6deeb81	{Burger King}	{33.66028336666667,-117.873655,Newport Beach,CA,United States}	{Food,}
778	Mon Aug 01 18:53:24 +0000 2011	4b099075f964a520851923e3	{Wahoo's Fish Taco}	{33.68031911122061,-117.88534933389867,Costa Mesa,CA,United States}	{Food,}
778	Sun Jul 31 23:51:03 +0000 2011	4b749acef964a52032e72de3	{Berry Heaven}	{33.86034956666666,-117.95886801666667,Fullerton,CA,United States}	{Food,}
778	Sun Jul 31 20:15:06 +0000 2011	4cd237ae6200b1f78092de28	{Coffee Code}	{33.847160988210426,-117.9962083697319,Buena Park,CA,United States}	{Food,}
778	Sun Jul 31 06:57:17 +0000 2011	4b0607a2f964a520c2e722e3	{Revolucion 1910 Cantina}	{33.87167159146238,-117.92449951171875,Fullerton,CA,United States}	{Nightlife Spot,Food,}
778	Sat Jul 30 19:07:55 +0000 2011	4b54dccbf964a52039d027e3	{King of New York Pizzeria}	{34.06864975274003,-118.30935940926722,Los Angeles,CA,United States}	{Food,}
778	Sat Jul 30 03:57:03 +0000 2011	4a5950b4f964a52039b91fe3	{Taylor's Prime Steak House}	{34.05793368816376,-118.302126,Los Angeles,CA,United States}	{Nightlife Spot,Food,}
778	Sat Jul 30 03:21:53 +0000 2011	4d1bb2116cf9721e6fb51f67	{Revdcars.net Global Headquarters}	{34.066654,-118.289512,Los Angeles,CA,United States}	{Office,Professional & Other Places,}
778	Fri Jul 29 18:35:00 +0000 2011	4be1cb8f87e42d7f70ea870b	{Al Palace}	{33.668038711912025,-117.88249962281385,Costa Mesa,CA,United States}	{Food,}
778	Fri Jul 29 02:15:09 +0000 2011	4aac69f7f964a520e45d20e3	{Dave & Buster's}	{33.65101626291111,-117.74363699801864,Irvine,CA,United States}	{Nightlife Spot,Food,Arts & Entertainment,}
778	Thu Jul 28 19:38:22 +0000 2011	4bae6065f964a5202caa3be3	{SUBWAY}	{33.656584,-117.864339,Newport Beach,CA,United States}	{Food,}
778	Wed Jul 27 18:50:44 +0000 2011	4babe456f964a520c6d23ae3	{Harry's Deli}	{33.69139909744263,-117.859081,Irvine,CA,United States}	{Food,}
778	Wed Jul 27 15:13:52 +0000 2011	4c72af1f0e23b1f7b46b1edc	{Mag's Donuts & Bakery}	{33.6383374124692,-117.86351757370441,Newport Beach,CA,United States}	{Food,}
778	Tue Jul 26 19:34:36 +0000 2011	4bbcf16e4e069c74bb219ee3	{Taco Bell}	{33.659525014512134,-117.86124554645116,Newport Beach,CA,United States}	{Food,}
778	Tue Jul 26 02:59:43 +0000 2011	4a9374fbf964a520c51f20e3	{Krikorian Buena Park Metroplex}	{33.84378269761284,-117.98934191465378,Buena Park,CA,United States}	{Arts & Entertainment,Movie Theater,}
778	Sun Jul 24 23:38:12 +0000 2011	4cd474612944b1f79a2157ec	{Umami Mongolian Grill}	{33.84687696298681,-117.9962432384491,Buena Park,CA,United States}	{Food,}
778	Sun Jul 24 20:07:48 +0000 2011	4cd237ae6200b1f78092de28	{Coffee Code}	{33.847160988210426,-117.9962083697319,Buena Park,CA,United States}	{Food,}
778	Sun Jul 24 19:27:17 +0000 2011	4c9f9730542b224b99ccfe9f	{Kardia Bible Baptist Church}	{33.858345,-118.004668,Buena Park,CA,United States}	{Spiritual Center,Professional & Other Places,}
778	Sun Jul 24 04:31:59 +0000 2011	4c5532dd4623be9ab76efff3	{NB Cafe & Karaoke}	{34.06326108419868,-118.29273561762018,Los Angeles,CA,United States}	{Nightlife Spot,}
778	Sun Jul 24 02:26:22 +0000 2011	4b455b51f964a520440b26e3	{OO-KOOK Korean BBQ}	{34.057928,-118.302832,Los Angeles,CA,United States}	{Food,}
778	Sun Jul 24 02:25:53 +0000 2011	4b3471c6f964a520862725e3	{Honey Pig}	{34.057706,-118.3032,Los Angeles,CA,United States}	{Food,}
778	Sat Jul 23 19:00:08 +0000 2011	4c24f62e905a0f47cca96060	{Big O Tires}	{33.64179420179613,-117.74275199803324,Irvine,CA,United States}	{Shop & Service,}
778	Fri Jul 22 18:35:15 +0000 2011	4c1e5215eac020a1747f49c2	{Los Compadres}	{33.72484,-117.867691,Santa Ana,CA,United States}	{}
778	Thu Jul 21 19:05:03 +0000 2011	4babe456f964a520c6d23ae3	{Harry's Deli}	{33.69139909744263,-117.859081,Irvine,CA,United States}	{Food,}
778	Thu Jul 21 02:24:21 +0000 2011	4b49064cf964a5208d6226e3	{Genkiyaki}	{33.846615,-118.12403623333333,Lakewood,CA,United States}	{Food,}
778	Wed Jul 20 18:56:51 +0000 2011	4d23af9853e4a0938a4c8177	{Renzo's: A Taste of Peru}	{33.6761263478861,-117.85494939,Irvine,CA,United States}	{Food,}
778	Mon Jul 18 19:28:31 +0000 2011	4c0d4627d64c0f47b076265d	{Chipotle Mexican Grill}	{33.638525394029216,-117.86016941070557,Newport Beach,CA,United States}	{Food,}
778	Mon Jul 18 03:25:25 +0000 2011	4acd4b1af964a520bdcb20e3	{Cafe Mak}	{34.063190117107624,-118.28962057828903,Los Angeles,CA,United States}	{Food,}
