997	Sun Nov 20 21:40:15 +0000 2011	4c87f0e5b446224b728f7e6f	{CPMC Family Clinic}	{37.786977,-122.455564,San Francisco,CA,United States}	{}
===
997	Thu Aug 11 22:27:53 +0000 2011	4e41b68e2271a904669dd5e6	{Rotary Beach}	{49.19353256379602,-119.54331456452502,Oliver,BC,Canada}	{Outdoors & Recreation,}
997	Thu Aug 11 20:06:14 +0000 2011	4e35c0b514952ff6cbcbbd2e	{Dunham & Froese}	{49.245034,-119.553947,Cawston,British Columbia,Canada}	{Food,}
997	Thu Aug 11 19:44:12 +0000 2011	4bdcc4612a3a0f47c157b4b6	{Cassini Cellars}	{49.13595,-119.581822,,,Canada}	{Food,}
997	Thu Aug 11 18:54:59 +0000 2011	4c4a1c6c9e6dbe9a9e1a160a	{Nk'Mip Cellars}	{49.03852849009138,-119.43360931902653,Osoyoos,BC,Canada}	{Food,}
997	Thu Aug 11 14:25:07 +0000 2011	4e4149402271a89dd08b908f	{Sonora Pines Estates Vineyards Guesthouse}	{49.222447,-119.56296,Cawston,BC,Canada}	{Travel & Transport,}
997	Wed Aug 10 23:27:00 +0000 2011	4e4149402271a89dd08b908f	{Sonora Pines Estates Vineyards Guesthouse}	{49.222447,-119.56296,Cawston,BC,Canada}	{Travel & Transport,}
997	Wed Aug 10 23:05:43 +0000 2011	4e41b68e2271a904669dd5e6	{Rotary Beach}	{49.19353256379602,-119.54331456452502,Oliver,BC,Canada}	{Outdoors & Recreation,}
997	Wed Aug 10 23:03:46 +0000 2011	4ca3fd9f7f84224b39f1c958	{Savvios}	{49.179099,-119.551925,,,Canada}	{Food,}
997	Wed Aug 10 23:03:46 +0000 2011	4ca3fd9f7f84224b39f1c958	{Savvios}	{49.179099,-119.551925,,,Canada}	{Food,}
997	Wed Aug 10 23:01:56 +0000 2011	4e1fb424aeb70263951e4d70	{SuperValu}	{49.179071179676654,-119.55086687329452,Oliver,British Columbia,Canada}	{Shop & Service,Food & Drink Shop,}
997	Wed Aug 10 22:57:06 +0000 2011	4bfaf05f65fbc9b667bd906c	{Oliver, British Columbia}	{49.185873778256706,-119.55063548098323,Oliver,BC,Canada}	{Outdoors & Recreation,}
997	Wed Aug 10 22:19:42 +0000 2011	4bdc99d5ccf52d7f9783786d	{Le Vieux Pin}	{49.159076937589624,-119.5377179879042,Oliver,BC,Canada}	{Food,}
997	Wed Aug 10 21:26:59 +0000 2011	4c685e27607ad13a8479a82b	{Tickleberry's}	{49.34102761264023,-119.57138403832232,Okanagan-Similkameen D,BC,Canada}	{Food,}
997	Wed Aug 10 19:22:15 +0000 2011	4bb6a7756edc76b0e454311c	{Salty's Beach House}	{49.50129,-119.609333,Penticton,BC,Canada}	{Food,}
997	Wed Aug 10 14:31:52 +0000 2011	4dc2f9e6d22dafda2f6744c4	{Hidden Chapel Winery}	{49.223378,-119.5615965127945,,BC,Canada}	{Food,}
997	Wed Aug 10 14:31:29 +0000 2011	4e4149402271a89dd08b908f	{Sonora Pines Estates Vineyards Guesthouse}	{49.222447,-119.56296,Cawston,BC,Canada}	{Travel & Transport,}
997	Tue Aug 09 22:38:15 +0000 2011	4e41b68e2271a904669dd5e6	{Rotary Beach}	{49.19353256379602,-119.54331456452502,Oliver,BC,Canada}	{Outdoors & Recreation,}
997	Tue Aug 09 20:22:32 +0000 2011	4e0e54ff52b1b27c1b863711	{Medici's}	{49.181676,-119.552641,Oliver,British Columbia,Canada}	{Food,}
997	Tue Aug 09 19:17:22 +0000 2011	4ca3fd9f7f84224b39f1c958	{Savvios}	{49.179099,-119.551925,,,Canada}	{Food,}
997	Tue Aug 09 19:15:21 +0000 2011	4bfaf05f65fbc9b667bd906c	{Oliver, British Columbia}	{49.185873778256706,-119.55063548098323,Oliver,BC,Canada}	{Outdoors & Recreation,}
997	Tue Aug 09 18:31:18 +0000 2011	4bdcc4612a3a0f47c157b4b6	{Cassini Cellars}	{49.13595,-119.581822,,,Canada}	{Food,}
997	Tue Aug 09 18:01:48 +0000 2011	4bdcbd0c2a3a0f473830b4b6	{Road 13 Vineyards}	{49.1262354619021,-119.59216028565598,Oliver,BC,Canada}	{Food,Arts & Entertainment,}
997	Tue Aug 09 14:51:41 +0000 2011	4e4149402271a89dd08b908f	{Sonora Pines Estates Vineyards Guesthouse}	{49.222447,-119.56296,Cawston,BC,Canada}	{Travel & Transport,}
997	Mon Aug 08 22:50:26 +0000 2011	4c0ff5633ce120a1db4e071c	{Family Foods}	{49.03090087806405,-119.46272492408752,Osoyoos,BC,Canada}	{Shop & Service,Food & Drink Shop,}
997	Mon Aug 08 22:48:42 +0000 2011	4aa9375ef964a520835220e3	{Osoyoos, British Columbia}	{49.03369636003658,-119.46985801381093,Osoyoos,BC,Canada}	{Outdoors & Recreation,}
997	Mon Aug 08 19:56:19 +0000 2011	4e35c0b514952ff6cbcbbd2e	{Dunham & Froese}	{49.245034,-119.553947,Cawston,British Columbia,Canada}	{Food,}
997	Mon Aug 08 18:23:40 +0000 2011	4b58d60bf964a520ca6d28e3	{Wine Information Centre and Store}	{49.4937139749527,-119.6034,Penticton,BC,Canada}	{Food,}
997	Mon Aug 08 17:54:34 +0000 2011	4e3c27001838cb1b82de0724	{The Market Of Summerland}	{49.613579,-119.679062,Summerland,British Columbia,Canada}	{Shop & Service,Food & Drink Shop,}
997	Mon Aug 08 17:06:59 +0000 2011	4b52b3b3f964a520528627e3	{Blenz Coffee}	{49.8861707,-119.4967822,Kelowna,BC,Canada}	{Food,}
997	Mon Aug 08 13:46:40 +0000 2011	4e3f5493b61cb577be91097c	{A Touch Of English}	{49.905382,-119.461357,Kelowna,British Columbia,Canada}	{Travel & Transport,Hotel,}
997	Mon Aug 08 03:15:23 +0000 2011	4e3f5493b61cb577be91097c	{A Touch Of English}	{49.905382,-119.461357,Kelowna,British Columbia,Canada}	{Travel & Transport,Hotel,}
997	Mon Aug 08 02:16:24 +0000 2011	4b494020f964a520726b26e3	{Bean Scene Coffee Works}	{49.886406315049406,-119.49738520539817,Kelowna,BC,Canada}	{Food,}
997	Mon Aug 08 00:41:15 +0000 2011	4b493c9cf964a520046b26e3	{Raudz Regional Table Restaurant}	{49.885865,-119.496685,Kelowna,BC,Canada}	{Food,}
997	Sun Aug 07 16:40:08 +0000 2011	4cdb2bc199026dcb5d130b81	{Chevron}	{49.10847712862071,-122.86721823301892,Surrey,British Columbia,Canada}	{Shop & Service,}
997	Sun Aug 07 16:11:07 +0000 2011	4c45cc6a36d6a5935b596ca8	{Lane 20}	{49.0084433555603,-123.12911,Delta,British Columbia,Canada}	{}
997	Sun Aug 07 16:09:00 +0000 2011	4aa92947f964a5203b5220e3	{Tsawwassen Ferry Terminal}	{49.0070099010811,-123.1301736831665,Delta,BC,Canada}	{Travel & Transport,}
997	Sun Aug 07 13:46:08 +0000 2011	4bbe52dda8449c7490fd8321	{Long Harbour Ferry Terminal}	{48.851325882528684,-123.44561022356524,Salt Spring Island,BC,Canada}	{Travel & Transport,}
997	Sun Aug 07 13:26:07 +0000 2011	4c472cd919fde21eed7d0776	{Embe Bakery}	{48.85135,-123.50102126598358,Salt Spring Island,BC,Canada}	{Food,}
997	Sun Aug 07 13:25:35 +0000 2011	4c13a5837f7f2d7f425fdf68	{Salt Spring Coffee House}	{48.85260515,-123.5004119,Salt Spring Island,BC,Canada}	{Food,}
997	Sat Aug 06 21:43:55 +0000 2011	4c463420f1d80f47b847a33c	{Waterfront Cottage}	{48.839331,-123.47303509712219,Capital F,British Columbia,Canada}	{Travel & Transport,Hotel,}
997	Sat Aug 06 21:01:30 +0000 2011	4c1bf4f6b4e62d7f3646da93	{Country Grocer}	{48.86070574305312,-123.5114336013794,Salt Spring Island,BC,Canada}	{Shop & Service,Food & Drink Shop,}
997	Sat Aug 06 20:46:34 +0000 2011	4deae3921f6e3ddebdd9908f	{The Local Liquor Store, Bar & Bistro}	{48.85175196578732,-123.4988780456516,,BC,Canada}	{Nightlife Spot,}
997	Sat Aug 06 19:28:41 +0000 2011	4da0aefe2939b1f7aee9e356	{Bruce's Kitchen}	{48.85219469029414,-123.49915273687621,,BC,Canada}	{Food,}
997	Sat Aug 06 19:09:41 +0000 2011	4bf84c975ec320a1bf8888d3	{Salt Spring Saturday Market-in-the-Park}	{48.85343504831638,-123.49875211715698,Salt Spring Island,BC,Canada}	{Arts & Entertainment,}
997	Sat Aug 06 19:08:57 +0000 2011	4e3c34757d8b0e961058a855	{Mrs Clean}	{48.852618,-123.498574,Salt Spring Island,British Columbia,Canada}	{Shop & Service,}
997	Sat Aug 06 18:57:02 +0000 2011	4c13a5837f7f2d7f425fdf68	{Salt Spring Coffee House}	{48.85260515,-123.5004119,Salt Spring Island,BC,Canada}	{Food,}
997	Sat Aug 06 18:57:02 +0000 2011	4c13a5837f7f2d7f425fdf68	{Salt Spring Coffee House}	{48.85260515,-123.5004119,Salt Spring Island,BC,Canada}	{Food,}
997	Sat Aug 06 00:13:32 +0000 2011	4c463420f1d80f47b847a33c	{Waterfront Cottage}	{48.839331,-123.47303509712219,Capital F,British Columbia,Canada}	{Travel & Transport,Hotel,}
997	Fri Aug 05 18:38:56 +0000 2011	4da0aefe2939b1f7aee9e356	{Bruce's Kitchen}	{48.85219469029414,-123.49915273687621,,BC,Canada}	{Food,}
997	Fri Aug 05 18:36:06 +0000 2011	4deae3921f6e3ddebdd9908f	{The Local Liquor Store, Bar & Bistro}	{48.85175196578732,-123.4988780456516,,BC,Canada}	{Nightlife Spot,}
997	Fri Aug 05 18:20:42 +0000 2011	4e3c34757d8b0e961058a855	{Mrs Clean}	{48.852618,-123.498574,Salt Spring Island,British Columbia,Canada}	{Shop & Service,}
997	Fri Aug 05 18:16:49 +0000 2011	4c13a5837f7f2d7f425fdf68	{Salt Spring Coffee House}	{48.85260515,-123.5004119,Salt Spring Island,BC,Canada}	{Food,}
997	Thu Aug 04 19:13:55 +0000 2011	4c13a5837f7f2d7f425fdf68	{Salt Spring Coffee House}	{48.85260515,-123.5004119,Salt Spring Island,BC,Canada}	{Food,}
997	Thu Aug 04 18:45:51 +0000 2011	4da0aefe2939b1f7aee9e356	{Bruce's Kitchen}	{48.85219469029414,-123.49915273687621,,BC,Canada}	{Food,}
997	Thu Aug 04 18:26:38 +0000 2011	4deae3921f6e3ddebdd9908f	{The Local Liquor Store, Bar & Bistro}	{48.85175196578732,-123.4988780456516,,BC,Canada}	{Nightlife Spot,}
