4023	Fri Jul 29 20:22:51 +0000 2011	4c663a7eb80abe9aaa9bcce5	{Kupros Craft House}	{38.57350493578328,-121.47962984783227,Sacramento,CA,United States}	{Nightlife Spot,Food,}
4023	Mon Jul 25 02:33:14 +0000 2011	468b7c60f964a52065481fe3	{Nation's Giant Hamburgers}	{37.901912068871056,-122.30365666537688,El Cerrito,CA,United States}	{Food,}
4023	Mon Jul 25 00:04:10 +0000 2011	45342204f964a520943b1fe3	{Kushi Tsuru}	{37.785188,-122.430819,San Francisco,CA,United States}	{Food,}
4023	Sun Jul 24 20:33:42 +0000 2011	4bfec8b3a8c39c74368df237	{The Warehouse Bar & Grill}	{37.79652579761845,-122.27281093597412,Oakland,CA,United States}	{Nightlife Spot,Food,}
4023	Sun Jul 24 19:31:43 +0000 2011	475315f0f964a520bb4c1fe3	{Jack London Square}	{37.79425789953268,-122.27565411568773,Oakland,CA,United States}	{Outdoors & Recreation,}
4023	Sun Jul 24 17:20:29 +0000 2011	4c1eb115fcf8c9b609b3ad0b	{AMPM}	{38.559603,-121.48551821708679,Sacramento,CA,United States}	{Shop & Service,}
4023	Sat Jul 09 17:49:09 +0000 2011	4b085898f964a520af0923e3	{IKEA}	{38.58700459547027,-121.5536892414093,West Sacramento,CA,United States}	{Shop & Service,}
4023	Thu Jul 07 03:56:32 +0000 2011	4d26cb53ebacb1f71f6ae14f	{Alley Katz}	{38.571236,-121.481297,Sacramento,CA,United States}	{Nightlife Spot,}
4023	Mon Jul 04 18:38:29 +0000 2011	4a7f1862f964a520c9f21fe3	{Tower Cafe}	{38.561690212474495,-121.49330735206604,Sacramento,CA,United States}	{Food,}
4023	Sat Jul 02 20:09:47 +0000 2011	4b49335ef964a520db6926e3	{Hair to Dye For}	{38.58068525791168,-121.497445,Sacramento,CA,United States}	{Shop & Service,}
4023	Tue Jun 28 22:33:11 +0000 2011	4c51d0f4d797e21e0988b27c	{Goodyear Tires & Auto Service Center}	{38.58106039771742,-121.49108671207217,Sacramento,CA,United States}	{Shop & Service,}
4023	Sun Jun 26 16:21:04 +0000 2011	4d7833d6b706224b3597258d	{Mondo's Big Yellow Couch}	{38.5731995776635,-121.48560663574287,,,United States}	{Arts & Entertainment,Residence,}
4023	Sun Jun 26 16:21:04 +0000 2011	4d7833d6b706224b3597258d	{Mondo's Big Yellow Couch}	{38.5731995776635,-121.48560663574287,,,United States}	{Arts & Entertainment,Residence,}
4023	Sun Jun 26 03:45:59 +0000 2011	4d7833d6b706224b3597258d	{Mondo's Big Yellow Couch}	{38.5731995776635,-121.48560663574287,,,United States}	{Arts & Entertainment,Residence,}
4023	Sun Jun 19 19:53:35 +0000 2011	4b0586bdf964a520146c22e3	{Bing Maloney Golf Course}	{38.50294127424643,-121.49855375289917,Sacramento,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
4023	Thu Jun 16 02:38:32 +0000 2011	4d26cb53ebacb1f71f6ae14f	{Alley Katz}	{38.571236,-121.481297,Sacramento,CA,United States}	{Nightlife Spot,}
4023	Sat Jun 11 01:20:18 +0000 2011	4cc88486786e4688aeb08e09	{Mondo Bizarro Cafe}	{38.5782927274704,-121.48104965686798,Sacramento,CA,United States}	{Food,}
4023	Thu Jun 02 23:36:06 +0000 2011	4b49335ef964a520db6926e3	{Hair to Dye For}	{38.58068525791168,-121.497445,Sacramento,CA,United States}	{Shop & Service,}
4023	Fri May 27 06:25:30 +0000 2011	4846f3a5f964a52072501fe3	{Marilyn's on K}	{38.579374,-121.49497565,Sacramento,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
4023	Sat May 21 22:39:59 +0000 2011	4cc88486786e4688aeb08e09	{Mondo Bizarro Cafe}	{38.5782927274704,-121.48104965686798,Sacramento,CA,United States}	{Food,}
4023	Sat May 21 22:39:18 +0000 2011	4d7833d6b706224b3597258d	{Mondo's Big Yellow Couch}	{38.5731995776635,-121.48560663574287,,,United States}	{Arts & Entertainment,Residence,}
4023	Fri May 13 21:12:45 +0000 2011	4b0b36faf964a520d12e23e3	{Dad's Kitchen}	{38.55077073697565,-121.48909091949463,Sacramento,CA,United States}	{Food,}
4023	Fri May 13 01:20:28 +0000 2011	4cc88486786e4688aeb08e09	{Mondo Bizarro Cafe}	{38.5782927274704,-121.48104965686798,Sacramento,CA,United States}	{Food,}
4023	Fri May 13 00:29:37 +0000 2011	4c126dd01b5cef3bb8bfedc4	{M.V.P. Sports Grill}	{38.57400461833555,-121.47943496704102,Sacramento,CA,United States}	{Nightlife Spot,}
4023	Wed May 11 05:19:25 +0000 2011	4db76500a86ed8d46c742097	{Home Sweet Home}	{38.54474614878756,-121.48560663574287,Sacramento,CA,United States}	{Residence,}
4023	Wed May 11 03:06:17 +0000 2011	4b4ec1e3f964a5200bf526e3	{Mercantile Saloon}	{38.574205597823095,-121.48124190985376,Sacramento,CA,United States}	{Nightlife Spot,}
4023	Tue May 10 01:35:28 +0000 2011	4b4aa56ef964a5202b8c26e3	{Nishiki Sushi}	{38.57170211907407,-121.48780345916748,Sacramento,CA,United States}	{Food,}
4023	Tue May 10 00:56:14 +0000 2011	4db76500a86ed8d46c742097	{Home Sweet Home}	{38.54474614878756,-121.48560663574287,Sacramento,CA,United States}	{Residence,}
4023	Wed May 04 16:31:46 +0000 2011	4db710f143a1369cb5f45783	{Park-A-Bike}	{38.57451243531246,-121.50746124108527,Sacramento,CA,United States}	{Professional & Other Places,}
4023	Mon May 02 23:07:40 +0000 2011	4db764641e7206c23cf2c272	{Park-A-Bike Landpark Office}	{38.546114,-121.486853,Sacramento,CA,United States}	{Professional & Other Places,}
4023	Mon May 02 18:50:35 +0000 2011	4db710f143a1369cb5f45783	{Park-A-Bike}	{38.57451243531246,-121.50746124108527,Sacramento,CA,United States}	{Professional & Other Places,}
4023	Sun May 01 22:05:34 +0000 2011	4db76500a86ed8d46c742097	{Home Sweet Home}	{38.54474614878756,-121.48560663574287,Sacramento,CA,United States}	{Residence,}
