3524	Sat Aug 06 18:53:13 +0000 2011	4283ee00f964a5209c221fe3	{Santana Row}	{37.320482198777405,-121.94785594940186,San Jose,CA,United States}	{Outdoors & Recreation,Shop & Service,}
3524	Fri Aug 05 20:51:57 +0000 2011	45250bb6f964a520f03a1fe3	{Santa Cruz Beach Boardwalk}	{36.964226287742754,-122.01802253723145,Santa Cruz,CA,United States}	{Outdoors & Recreation,Arts & Entertainment,}
3524	Mon Aug 01 14:40:15 +0000 2011	4b65f51cf964a520f60a2be3	{Starbucks}	{37.9055219022569,-121.22205980862157,Stockton,CA,United States}	{Food,}
3524	Mon Jul 25 14:57:47 +0000 2011	4c5ab8fe67ac0f479050074c	{Original Footwear Co.}	{37.911914,-121.250359,Stockton,CA,United States}	{Shop & Service,Clothing Store,}
3524	Sat Jul 23 22:00:28 +0000 2011	4a63a254f964a5207cc51fe3	{Westfield Galleria at Roseville}	{38.773625863622975,-121.26917990185241,Roseville,CA,United States}	{Shop & Service,}
3524	Sat Jul 23 02:36:34 +0000 2011	4b76e6b4f964a520b2682ee3	{justice}	{37.713257,-120.953719,Riverbank,CA,United States}	{Shop & Service,}
3524	Sat Jul 23 02:36:33 +0000 2011	4b76e6b4f964a520b2682ee3	{justice}	{37.713257,-120.953719,Riverbank,CA,United States}	{Shop & Service,}
3524	Wed Jul 20 03:15:01 +0000 2011	4b76e6b4f964a520b2682ee3	{justice}	{37.713257,-120.953719,Riverbank,CA,United States}	{Shop & Service,}
3524	Tue Jul 19 00:45:43 +0000 2011	4b79f313f964a520021c2fe3	{Footnotes Dance Studio}	{37.596688,-120.948823,Ceres,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
3524	Thu Jul 14 01:03:49 +0000 2011	4d0ea17ebd72f04d2377a651	{Esmerelda's Mexican Restaurant}	{37.75275116666667,-121.13649008333333,Ripon,CA,United States}	{Food,}
3524	Tue Jun 28 15:00:45 +0000 2011	4c5ab8fe67ac0f479050074c	{Original Footwear Co.}	{37.911914,-121.250359,Stockton,CA,United States}	{Shop & Service,Clothing Store,}
3524	Sun Jun 26 06:08:45 +0000 2011	4f446efb19836ed00194111e	{Applebee's}	{37.69166793673677,-121.06240720743924,Modesto,CA,United States}	{Food,}
3524	Thu Jun 09 03:43:23 +0000 2011	4ba64845f964a520394239e3	{George costa fields}	{37.599427,-120.944664,Ceres,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
3524	Tue May 31 14:05:48 +0000 2011	4c5ab8fe67ac0f479050074c	{Original Footwear Co.}	{37.911914,-121.250359,Stockton,CA,United States}	{Shop & Service,Clothing Store,}
3524	Tue May 31 13:44:36 +0000 2011	4b65f51cf964a520f60a2be3	{Starbucks}	{37.9055219022569,-121.22205980862157,Stockton,CA,United States}	{Food,}
3524	Mon May 30 00:43:12 +0000 2011	4c1e73ee1567b71363bd4f5a	{Bartholomew Sports Park}	{38.39190936232453,-121.42450332641602,Elk Grove,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
3524	Sun May 29 21:16:13 +0000 2011	4b0586bbf964a520b76b22e3	{Arden Fair Mall}	{38.60140246823122,-121.42714262008667,Sacramento,CA,United States}	{Shop & Service,}
3524	Sat May 28 17:19:06 +0000 2011	4c5ab8fe67ac0f479050074c	{Original Footwear Co.}	{37.911914,-121.250359,Stockton,CA,United States}	{Shop & Service,Clothing Store,}
3524	Fri May 27 12:27:33 +0000 2011	4b2da906f964a5201eda24e3	{Mr. T's Delicate Donut Shop}	{37.689674312225215,-121.013495,Modesto,CA,United States}	{Food,}
3524	Thu May 26 20:09:29 +0000 2011	4c5ab8fe67ac0f479050074c	{Original Footwear Co.}	{37.911914,-121.250359,Stockton,CA,United States}	{Shop & Service,Clothing Store,}
3524	Wed May 25 20:16:11 +0000 2011	4c00273c369476b081f48e1f	{Hands-On Educational Supplies}	{37.66910806267476,-120.99121975529346,Modesto,CA,United States}	{Shop & Service,}
3524	Wed May 25 20:13:10 +0000 2011	4c00273c369476b081f48e1f	{Hands-On Educational Supplies}	{37.66910806267476,-120.99121975529346,Modesto,CA,United States}	{Shop & Service,}
3524	Wed May 25 16:28:10 +0000 2011	4b501480f964a5205c1c27e3	{Yosemite Lanes}	{37.638470720946806,-120.95373054268288,Modesto,CA,United States}	{Nightlife Spot,Shop & Service,Arts & Entertainment,}
3524	Mon May 23 23:10:25 +0000 2011	4c5ab8fe67ac0f479050074c	{Original Footwear Co.}	{37.911914,-121.250359,Stockton,CA,United States}	{Shop & Service,Clothing Store,}
