3061	Sun Jul 17 03:36:43 +0000 2011	4b77398bf964a5207a892ee3	{Pechanga Show Room}	{33.456890448505284,-117.10754805414791,Temecula,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
===
3061	Sun Jun 19 20:58:46 +0000 2011	4c54e4da479fc928bc29e193	{Tony Roma's Ribs, Seafood, & Steaks}	{33.72106432914734,-116.38841018,Palm Desert,CA,United States}	{Food,}
3061	Fri Jun 03 01:33:50 +0000 2011	4ba4e4b9f964a520dbbf38e3	{Redlands Bowl}	{34.05347721375154,-117.1847677230835,Redlands,CA,United States}	{Arts & Entertainment,}
3061	Thu Jun 02 02:11:15 +0000 2011	4b303b8cf964a52013f824e3	{Moreno Valley Mall}	{33.938550992438046,-117.27109339995326,Moreno Valley,CA,United States}	{Shop & Service,Arts & Entertainment,}
3061	Tue May 17 02:58:36 +0000 2011	4bd20309462cb7130267db07	{KFC}	{33.95575224201991,-117.32945684709048,Riverside,CA,United States}	{Food,}
3061	Thu May 12 21:57:41 +0000 2011	4bce58c9ef109521f50e8486	{Islands Restaurant}	{33.95376601811158,-117.39243316814674,Riverside,CA,United States}	{Food,}
3061	Sat Apr 23 21:44:18 +0000 2011	4c9cf34a46978cfabfe4927f	{Fantastic Sams Hair Salons}	{33.946931,-117.38136,Riverside,CA,United States}	{Shop & Service,}
3061	Sat Apr 23 21:15:13 +0000 2011	4bb23a84eb3e95217cbdc90a	{DOLLAR TREE}	{33.97332,-117.34925645,Riverside,CA,United States}	{Shop & Service,}
3061	Thu Apr 21 19:45:30 +0000 2011	4d6dc7e403cba35de0c718f5	{Buffalo Wild Wings}	{33.939482247478516,-117.27654703977899,Moreno Valley,CA,United States}	{Food,}
3061	Wed Apr 20 22:04:28 +0000 2011	42829c80f964a52040221fe3	{Irvine Spectrum Center}	{33.65035092225259,-117.74352550506592,Irvine,CA,United States}	{Shop & Service,Arts & Entertainment,Movie Theater,}
3061	Wed Apr 20 22:01:59 +0000 2011	4bf89ad85ec320a1142189d3	{Charley's Grilled Subs}	{33.65206566761679,-117.7463150024414,Irvine,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
3061	Wed Apr 20 21:59:16 +0000 2011	4ad0d630f964a52043da20e3	{Target}	{33.64775194618505,-117.74011373519897,Irvine,CA,United States}	{Shop & Service,Food & Drink Shop,}
3061	Wed Apr 20 17:20:25 +0000 2011	4a80e20df964a52066f61fe3	{Edwards Irvine Spectrum 21 IMAX & RPX}	{33.65195403158847,-117.74535477161407,Irvine,CA,United States}	{Arts & Entertainment,Movie Theater,}
3061	Wed Apr 20 17:19:52 +0000 2011	4b08d41bf964a520b51223e3	{Starbucks}	{33.65214604546751,-117.7457731962204,Irvine,CA,United States}	{Food,}
3061	Sat Apr 02 01:35:30 +0000 2011	4b8e0818f964a5207e1633e3	{Denny's}	{33.97596525798471,-117.33874797821045,Riverside,CA,United States}	{Food,}
3061	Fri Apr 01 02:52:41 +0000 2011	4c52de3194790f4766e62ca3	{76 Gas Station}	{33.98318074768878,-117.34185626666667,Riverside,CA,United States}	{Travel & Transport,}
3061	Thu Mar 24 01:04:38 +0000 2011	4c81ec2bd4e23704ddde6288	{Winchell's}	{33.976004,-117.348634,Riverside,CA,United States}	{}
3061	Tue Mar 22 01:41:32 +0000 2011	4ce9b033fe90a35ddbe7490e	{Launderland}	{34.07455704135108,-117.39080952096408,Bloomington,CA,United States}	{Shop & Service,}
