794	Wed Jun 08 03:02:46 +0000 2011	4bba6fe11261d13a38a5ea98	{Dairy Queen}	{34.098055172765235,-117.37065911692687,Rialto,CA,United States}	{Food,}
794	Wed Jun 08 01:20:06 +0000 2011	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Tue Jun 07 20:24:51 +0000 2011	4cd086242fd9b60cc3d581eb	{CSUSB Atrium}	{34.183145366666665,-117.3270106,San Bernardino,CA,United States}	{Professional & Other Places,}
794	Tue Jun 07 16:47:57 +0000 2011	4fc94577d4f24895b44673b5	{Starbucks}	{34.18117745554694,-117.32380951793648,San Bernardino,CA,United States}	{Food,}
794	Tue Jun 07 15:42:03 +0000 2011	4c4d98ea1b8e1b8da537df25	{CSUSB College of Extended Learning}	{34.1827223878896,-117.32719838619232,San Bernardino,CA,United States}	{College & University,}
794	Sat Jun 04 17:25:15 +0000 2011	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Wed Jun 01 20:13:15 +0000 2011	4b6dc192f964a520d88c2ce3	{Mi Cocina}	{34.191325306892395,-117.36031,San Bernardino,CA,United States}	{}
794	Fri May 27 14:43:46 +0000 2011	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Wed May 25 13:23:12 +0000 2011	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Tue May 24 14:24:56 +0000 2011	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Fri May 20 17:10:31 +0000 2011	4c4d98ea1b8e1b8da537df25	{CSUSB College of Extended Learning}	{34.1827223878896,-117.32719838619232,San Bernardino,CA,United States}	{College & University,}
794	Tue May 10 19:16:25 +0000 2011	4b96b2daf964a520bade34e3	{Quiznos}	{34.17709517761856,-117.33058333396912,San Bernardino,CA,United States}	{Food,}
===
794	Fri Feb 04 04:18:28 +0000 2011	4c582e2fb1369521efc1735a	{210 and Ayala}	{34.13685057928524,-117.39209175109863,Rialto,CA,United States}	{Travel & Transport,}
794	Tue Feb 01 21:01:09 +0000 2011	4b96b2daf964a520bade34e3	{Quiznos}	{34.17709517761856,-117.33058333396912,San Bernardino,CA,United States}	{Food,}
794	Mon Jan 31 17:41:08 +0000 2011	4c3125d17cc0c9b6506dee9a	{Interstate 215 north}	{34.151660799980164,-117.3239153623581,San Bernardino,CA,United States}	{Travel & Transport,}
794	Sat Jan 29 20:48:28 +0000 2011	4b67c710f964a520755d2be3	{McDonald's}	{34.12100243581844,-117.37075666086159,Rialto,CA,United States}	{Food,}
794	Fri Jan 28 21:20:03 +0000 2011	4c4d98ea1b8e1b8da537df25	{CSUSB College of Extended Learning}	{34.1827223878896,-117.32719838619232,San Bernardino,CA,United States}	{College & University,}
794	Tue Jan 25 16:43:19 +0000 2011	4c4d98ea1b8e1b8da537df25	{CSUSB College of Extended Learning}	{34.1827223878896,-117.32719838619232,San Bernardino,CA,United States}	{College & University,}
794	Fri Jan 14 16:17:04 +0000 2011	4c3125d17cc0c9b6506dee9a	{Interstate 215 north}	{34.151660799980164,-117.3239153623581,San Bernardino,CA,United States}	{Travel & Transport,}
794	Mon Jan 03 01:09:57 +0000 2011	4b6b97eef964a520a4112ce3	{St  Catherine of Siena Church}	{34.1056030912047,-117.3654146249831,Rialto,CA,United States}	{Spiritual Center,Arts & Entertainment,Professional & Other Places,}
794	Fri Dec 31 04:36:04 +0000 2010	4d157282bb488cfab2a19fd4	{Grandy's House}	{34.022447132544976,-118.20002774476805,Los Angeles,CA,United States}	{Residence,}
794	Wed Dec 29 16:40:10 +0000 2010	4d19498585fc6dcb8e5abc4e	{Garbutt Palace}	{38.424318,-121.544646,,,United States}	{}
794	Thu Dec 23 16:54:07 +0000 2010	4c601af1832fa5939de5eed3	{CSUSB Yasuda Center}	{34.18487908980878,-117.32771337032318,San Bernardino,CA,United States}	{College Academic Building,College & University,}
794	Sun Dec 19 00:09:13 +0000 2010	4d042d1dc2e53704f8e2b667	{Rachel N Soren Wedding Reception}	{34.1111,-117.28792,San Bernardino,CA,United States}	{}
794	Thu Dec 16 19:55:13 +0000 2010	4b6dc192f964a520d88c2ce3	{Mi Cocina}	{34.191325306892395,-117.36031,San Bernardino,CA,United States}	{}
794	Mon Dec 13 15:24:44 +0000 2010	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Wed Dec 01 16:07:18 +0000 2010	4c5c32537f661b8d3dcf471c	{Rosie's Preschool}	{34.09942,-117.37941,Rialto,CA,United States}	{College & University,}
794	Tue Nov 30 16:34:26 +0000 2010	4c4d98ea1b8e1b8da537df25	{CSUSB College of Extended Learning}	{34.1827223878896,-117.32719838619232,San Bernardino,CA,United States}	{College & University,}
794	Tue Nov 30 07:07:52 +0000 2010	4b37d48af964a520014725e3	{Applebee's Neighborhood Grill}	{34.13933701357528,-117.43772685527802,Fontana,CA,United States}	{Shop & Service,Food,}
794	Thu Nov 18 16:12:12 +0000 2010	4c3125d17cc0c9b6506dee9a	{Interstate 215 north}	{34.151660799980164,-117.3239153623581,San Bernardino,CA,United States}	{Travel & Transport,}
794	Wed Nov 17 15:02:26 +0000 2010	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Mon Nov 15 15:48:14 +0000 2010	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
===
794	Mon Oct 11 15:11:22 +0000 2010	4c4d98ea1b8e1b8da537df25	{CSUSB College of Extended Learning}	{34.1827223878896,-117.32719838619232,San Bernardino,CA,United States}	{College & University,}
794	Mon Oct 11 00:19:26 +0000 2010	4b6b97eef964a520a4112ce3	{St  Catherine of Siena Church}	{34.1056030912047,-117.3654146249831,Rialto,CA,United States}	{Spiritual Center,Arts & Entertainment,Professional & Other Places,}
===
794	Sun Sep 05 15:04:02 +0000 2010	4bc0f72b920eb71360f4192c	{Monterey Country Club}	{33.7533105,-116.3911167,Palm Desert,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
794	Wed Sep 01 20:42:52 +0000 2010	4b96b2daf964a520bade34e3	{Quiznos}	{34.17709517761856,-117.33058333396912,San Bernardino,CA,United States}	{Food,}
794	Mon Aug 30 13:36:17 +0000 2010	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Tue Aug 24 00:28:03 +0000 2010	4c5f2fa93986e21ee185914f	{Jerserys Pizza}	{34.171823,-117.33412,San Bernardino,CA,United States}	{Food,}
794	Sun Aug 22 23:56:13 +0000 2010	4c62678286b6be9a04018c34	{El Burrito Feliz}	{34.10649686579495,-117.36632108688354,Rialto,CA,United States}	{Food,}
794	Sat Aug 21 16:30:09 +0000 2010	4c6f2593fa49a1cd2e41a2e3	{G-ma & G-pa's desert vacation home}	{33.745267583693945,-116.37807385176471,Palm Desert,CA,United States}	{Residence,}
794	Tue Aug 17 20:19:54 +0000 2010	4b96b2daf964a520bade34e3	{Quiznos}	{34.17709517761856,-117.33058333396912,San Bernardino,CA,United States}	{Food,}
794	Mon Aug 16 14:19:57 +0000 2010	4c601af1832fa5939de5eed3	{CSUSB Yasuda Center}	{34.18487908980878,-117.32771337032318,San Bernardino,CA,United States}	{College Academic Building,College & University,}
794	Sat Aug 14 20:51:16 +0000 2010	4c64665b263fc9287c8ee891	{CPGs}	{34.11338,-117.39396,Rialto,CA,United States}	{}
794	Tue Aug 10 16:03:40 +0000 2010	4c601af1832fa5939de5eed3	{CSUSB Yasuda Center}	{34.18487908980878,-117.32771337032318,San Bernardino,CA,United States}	{College Academic Building,College & University,}
794	Tue Aug 10 15:41:04 +0000 2010	4c5c32537f661b8d3dcf471c	{Rosie's Preschool}	{34.09942,-117.37941,Rialto,CA,United States}	{College & University,}
794	Fri Aug 06 22:54:00 +0000 2010	4c582e2fb1369521efc1735a	{210 and Ayala}	{34.13685057928524,-117.39209175109863,Rialto,CA,United States}	{Travel & Transport,}
794	Tue Aug 03 13:58:38 +0000 2010	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Sun Aug 01 15:48:17 +0000 2010	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Thu Jul 29 12:56:39 +0000 2010	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
794	Wed Jul 28 19:17:07 +0000 2010	4c3125d17cc0c9b6506dee9a	{Interstate 215 north}	{34.151660799980164,-117.3239153623581,San Bernardino,CA,United States}	{Travel & Transport,}
794	Tue Jul 27 14:54:43 +0000 2010	4c4d98ea1b8e1b8da537df25	{CSUSB College of Extended Learning}	{34.1827223878896,-117.32719838619232,San Bernardino,CA,United States}	{College & University,}
794	Tue Jul 27 13:56:58 +0000 2010	4c4bca93bad7a593feaf53ac	{The Love Shack}	{34.11762315218325,-117.39102466932972,,CA,United States}	{Residence,}
