3262	Tue Aug 09 04:22:09 +0000 2011	4d34d60f98336dcbea993bf0	{Manna BBQ}	{32.82021607188251,-117.15535542113653,San Diego,CA,United States}	{Food,}
3262	Mon Aug 08 19:58:42 +0000 2011	4a354db0f964a520c79c1fe3	{Seaport Village}	{32.709238909756714,-117.17107772827148,San Diego,CA,United States}	{Outdoors & Recreation,Shop & Service,}
3262	Sun Aug 07 17:56:29 +0000 2011	4a68a94ff964a520c9ca1fe3	{Hard Rock Hotel San Diego}	{32.70765908388556,-117.15974807739258,San Diego,CA,United States}	{Nightlife Spot,Travel & Transport,}
3262	Sun Aug 07 03:45:24 +0000 2011	4ad4c99cf964a520c0fb20e3	{207 Bar & Lounge}	{32.70718061681695,-117.15940475463866,San Diego,CA,United States}	{Nightlife Spot,}
3262	Tue Aug 02 16:13:09 +0000 2011	49dc6027f964a520705f1fe3	{24 Hour Fitness}	{32.8432451579766,-117.273808757048,La Jolla,CA,United States}	{Shop & Service,}
3262	Mon Aug 01 06:04:42 +0000 2011	4ad4c99cf964a520c0fb20e3	{207 Bar & Lounge}	{32.70718061681695,-117.15940475463866,San Diego,CA,United States}	{Nightlife Spot,}
3262	Sun Jul 31 21:38:32 +0000 2011	4ab30615f964a520526d20e3	{Jake's Del Mar}	{32.961686260056254,-117.26810932159424,Del Mar,CA,United States}	{Nightlife Spot,Food,}
3262	Sun Jul 31 21:23:16 +0000 2011	4b79a450f964a520bb072fe3	{Del Mar Beach}	{32.96147284683609,-117.26772355053943,Del Mar,CA,United States}	{Travel & Transport,Outdoors & Recreation,Beach,Hotel,}
3262	Sun Jul 31 03:30:46 +0000 2011	40e0b100f964a520ce011fe3	{Cafe Sevilla}	{32.70895927801157,-117.1602148117323,San Diego,CA,United States}	{Nightlife Spot,Food,}
3262	Sat Jul 30 03:54:51 +0000 2011	4ad4c99cf964a520c0fb20e3	{207 Bar & Lounge}	{32.70718061681695,-117.15940475463866,San Diego,CA,United States}	{Nightlife Spot,}
3262	Thu Jul 28 19:57:03 +0000 2011	4ad4da0df964a5203efc20e3	{Rubicon Deli}	{32.78524834028319,-117.25291161743627,San Diego,CA,United States}	{Food,}
3262	Fri Jul 22 01:51:38 +0000 2011	4a68a94ff964a520c9ca1fe3	{Hard Rock Hotel San Diego}	{32.70765908388556,-117.15974807739258,San Diego,CA,United States}	{Nightlife Spot,Travel & Transport,}
3262	Thu Jul 21 02:47:41 +0000 2011	4e1e2bb6ae60ef672d85e3fb	{Burlap}	{32.95354865603003,-117.23355112322106,San Diego,CA,United States}	{Food,}
3262	Thu Jul 21 00:37:31 +0000 2011	43052100f964a52020271fe3	{Del Mar Racetrack}	{32.97345991420324,-117.26214408874512,Del Mar,CA,United States}	{Food,Arts & Entertainment,}
