3009	Fri Dec 02 17:13:03 +0000 2011	4dd1580eb3adb047f5024231	{Philz Coffee}	{37.442086282055726,-122.16159119091502,Palo Alto,CA,United States}	{Food,}
===
3009	Thu Aug 11 06:27:11 +0000 2011	4a6555f3f964a5207fc71fe3	{Scotty's Bar}	{37.444039161000596,-122.161934919507,Palo Alto,CA,United States}	{Nightlife Spot,}
3009	Wed Aug 10 21:13:51 +0000 2011	4ab12cdff964a520526820e3	{Cooliris Office}	{37.4213314894097,-122.14102646306644,Palo Alto,CA,United States}	{Professional & Other Places,}
3009	Tue Aug 09 17:51:44 +0000 2011	45073758f964a52021391fe3	{San Francisco Caltrain Station}	{37.776642582524694,-122.39486753940582,San Francisco,CA,United States}	{Travel & Transport,Train Station,}
3009	Mon Aug 08 03:25:21 +0000 2011	49e5a5e9f964a520de631fe3	{Palo Alto Caltrain Station}	{37.44350066781593,-122.16490030288696,Palo Alto,CA,United States}	{Travel & Transport,}
3009	Sun Aug 07 07:28:14 +0000 2011	4192ab80f964a520011e1fe3	{Lush Lounge}	{37.788125163273115,-122.42038241596269,San Francisco,CA,United States}	{Nightlife Spot,}
3009	Sun Aug 07 04:28:48 +0000 2011	4a1f4742f964a520187c1fe3	{Lalola Bar de Tapas}	{37.79627647,-122.411711,San Francisco,CA,United States}	{Nightlife Spot,Food,}
3009	Sat Aug 06 22:21:27 +0000 2011	43067280f964a52023271fe3	{Ferry Building}	{37.795427908882,-122.39362835884094,San Francisco,CA,United States}	{Shop & Service,Government Building,Food & Drink Shop,Professional & Other Places,}
3009	Sat Aug 06 21:25:22 +0000 2011	49ec92dff964a5206a671fe3	{Delancey Street Restaurant}	{37.78459490712344,-122.3885106347964,San Francisco,CA,United States}	{Food,}
3009	Thu Aug 04 19:45:04 +0000 2011	4ab12cdff964a520526820e3	{Cooliris Office}	{37.4213314894097,-122.14102646306644,Palo Alto,CA,United States}	{Professional & Other Places,}
3009	Thu Aug 04 05:35:02 +0000 2011	412bd680f964a520ad0c1fe3	{Molly Magees}	{37.393214,-122.078907,Mountain View,CA,United States}	{Nightlife Spot,}
3009	Wed Aug 03 04:15:41 +0000 2011	49f92297f964a520646d1fe3	{Vaso Azzurro}	{37.39491283893585,-122.07839369773865,Mountain View,CA,United States}	{Food,}
3009	Tue Aug 02 22:45:35 +0000 2011	46d36dfdf964a520574a1fe3	{In-N-Out Burger}	{37.420888,-122.09329,Mountain View,CA,United States}	{Food,}
3009	Tue Aug 02 19:16:49 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
3009	Sun Jul 31 05:29:49 +0000 2011	40a40c00f964a52014f31ee3	{Antonio's Nut House}	{37.427091,-122.143896,Palo Alto,CA,United States}	{Nightlife Spot,}
