746	Wed Mar 07 16:31:45 +0000 2012	4e67f764d4c0d5224653eeab	{Hatch Today}	{37.78157786930981,-122.3916307565108,San Francisco,CA,United States}	{Office,Professional & Other Places,}
===
746	Fri Aug 12 02:55:11 +0000 2011	3fd66200f964a5209ef11ee3	{Zarzuela}	{37.79928384990503,-122.41903848708432,San Francisco,CA,United States}	{Food,}
746	Fri Aug 12 02:54:23 +0000 2011	4b6cf20af964a520675f2ce3	{Searchlight Market}	{37.7991052871755,-122.41897211978048,San Francisco,CA,United States}	{Shop & Service,Food & Drink Shop,}
746	Fri Aug 12 02:53:52 +0000 2011	3fd66200f964a5209ef11ee3	{Zarzuela}	{37.79928384990503,-122.41903848708432,San Francisco,CA,United States}	{Food,}
746	Thu Aug 11 03:47:06 +0000 2011	4a7b9298f964a52074eb1fe3	{The Vin Club}	{37.79790439934405,-122.40594119352023,San Francisco,CA,United States}	{Nightlife Spot,}
746	Thu Aug 11 02:16:59 +0000 2011	3fd66200f964a5200ded1ee3	{The Holding Company}	{37.794740748337304,-122.39906003576353,San Francisco,CA,United States}	{Nightlife Spot,}
746	Tue Aug 09 20:06:55 +0000 2011	49d80897f964a520985d1fe3	{Apple Store, Chestnut Street}	{37.800415,-122.438363,San Francisco,CA,United States}	{Shop & Service,}
746	Mon Aug 08 22:33:35 +0000 2011	44b9ed5df964a52086351fe3	{Melt!}	{37.80122,-122.411546,San Francisco,CA,United States}	{Food,}
746	Mon Aug 08 22:12:02 +0000 2011	4a808384f964a52083f51fe3	{North Beach Branch Library}	{37.802360812929216,-122.4128108390795,San Francisco,CA,United States}	{Professional & Other Places,}
746	Sun Aug 07 23:26:55 +0000 2011	45211297f964a520bb3a1fe3	{Marlena's}	{37.776621,-122.42425,San Francisco,CA,United States}	{Nightlife Spot,}
746	Sun Aug 07 05:45:31 +0000 2011	4d71e84e4ab5224b7633b797	{The Bubble Lounge}	{37.79575515573635,-122.4033912349938,San Francisco,CA,United States}	{Nightlife Spot,Food,}
746	Sun Aug 07 04:41:14 +0000 2011	4a7b9298f964a52074eb1fe3	{The Vin Club}	{37.79790439934405,-122.40594119352023,San Francisco,CA,United States}	{Nightlife Spot,}
746	Thu Aug 04 01:34:26 +0000 2011	47d861c0f964a5202a4e1fe3	{Best Buy}	{37.96737158,-122.520476,San Rafael,CA,United States}	{Shop & Service,}
746	Mon Aug 01 21:14:33 +0000 2011	49e78b46f964a520b9641fe3	{Oakland DMV Office}	{37.83982396395785,-122.25957022148218,Oakland,CA,United States}	{Government Building,Professional & Other Places,}
746	Sun Jul 31 01:20:06 +0000 2011	4a7b9298f964a52074eb1fe3	{The Vin Club}	{37.79790439934405,-122.40594119352023,San Francisco,CA,United States}	{Nightlife Spot,}
746	Thu Jul 28 22:34:29 +0000 2011	4a134a53f964a520d0771fe3	{San Mateo DMV Office}	{37.57868450822919,-122.32405173878712,San Mateo,CA,United States}	{Professional & Other Places,}
746	Thu Jul 21 01:27:22 +0000 2011	438cf623f964a520302b1fe3	{Hollywood Roosevelt Hotel}	{34.10128656695182,-118.34167957305908,Los Angeles,CA,United States}	{Travel & Transport,Arts & Entertainment,Hotel,}
746	Wed Jul 20 20:15:39 +0000 2011	4ac94d41f964a5209abf20e3	{Sandella's Flatbread Cafe}	{34.10170304424006,-118.34280756868098,Los Angeles,CA,United States}	{Food,}
746	Mon Jul 18 21:11:43 +0000 2011	41059b00f964a520850b1fe3	{San Francisco International Airport (SFO)}	{37.61642405271961,-122.38627910614014,San Francisco,CA,United States}	{Travel & Transport,}
746	Fri Jul 15 06:43:03 +0000 2011	4bae46b1f964a5200a9c3be3	{Huntington Beach - Main Street}	{33.65845993761956,-118.00071716308594,Huntington Beach,CA,United States}	{Travel & Transport,Outdoors & Recreation,Beach,}
746	Fri Jul 15 04:36:03 +0000 2011	4a7b9298f964a52074eb1fe3	{The Vin Club}	{37.79790439934405,-122.40594119352023,San Francisco,CA,United States}	{Nightlife Spot,}
746	Mon Jul 11 07:23:09 +0000 2011	4a695baaf964a520ebcb1fe3	{King of Thai Noodle}	{37.798696093367674,-122.40728616714478,San Francisco,CA,United States}	{Nightlife Spot,Food,}
