3513	Wed Jul 27 02:48:50 +0000 2011	4bd2584eb221c9b64399d7d0	{Sleep Train Amphitheatre}	{39.0306942312788,-121.512570977211,Wheatland,CA,United States}	{Arts & Entertainment,}
===
3513	Fri Jul 01 00:41:30 +0000 2011	4d03fb0c9d33a143a702b878	{Fabulous Fades}	{38.636594,-121.38184541,Sacramento,CA,United States}	{Shop & Service,}
===
3513	Fri Mar 18 23:37:07 +0000 2011	4c550185728920a1d966a883	{City of Davis}	{38.54487613183561,-121.74053192138672,Davis,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
3513	Wed Mar 02 05:12:33 +0000 2011	4cd485287da9a35d951be4b9	{Dive Bar}	{38.57889036958974,-121.49319469928741,Sacramento,CA,United States}	{Nightlife Spot,}
3513	Fri Feb 18 23:41:35 +0000 2011	4d03fb0c9d33a143a702b878	{Fabulous Fades}	{38.636594,-121.38184541,Sacramento,CA,United States}	{Shop & Service,}
3513	Wed Feb 16 06:34:00 +0000 2011	4cd485287da9a35d951be4b9	{Dive Bar}	{38.57889036958974,-121.49319469928741,Sacramento,CA,United States}	{Nightlife Spot,}
3513	Wed Feb 16 05:07:38 +0000 2011	4adb796ff964a520e32721e3	{Tres Hermanas}	{38.57387126,-121.474511,Sacramento,CA,United States}	{Food,}
3513	Sat Feb 12 01:44:05 +0000 2011	4d00145d506d6a31155c1f86	{Pizza Rock}	{38.578894563224885,-121.49323225021362,Sacramento,CA,United States}	{Food,}
3513	Thu Feb 10 10:17:06 +0000 2011	4c304543ed37a59309b46803	{V And 9}	{38.56699995935623,-121.50059046947335,Sacramento,CA,United States}	{Travel & Transport,}
3513	Thu Feb 10 04:04:41 +0000 2011	4b15505af964a5206bb023e3	{Sleep Train Arena}	{38.64861760910435,-121.51788711547852,Sacramento,CA,United States}	{Stadium,Arts & Entertainment,}
3513	Mon Feb 07 01:32:03 +0000 2011	4d4ad2e8f2cc6a31686ec188	{Super Bowl Sunday}	{32.747868226330375,-97.09356307983398,Arlington,TX,United States}	{Stadium,Arts & Entertainment,}
3513	Sun Feb 06 08:23:08 +0000 2011	4b770a98f964a52049772ee3	{Social Nightclub}	{38.57896564019209,-121.49379737086113,Sacramento,CA,United States}	{Nightlife Spot,}
3513	Fri Feb 04 03:15:46 +0000 2011	4c304543ed37a59309b46803	{V And 9}	{38.56699995935623,-121.50059046947335,Sacramento,CA,United States}	{Travel & Transport,}
3513	Fri Feb 04 03:04:34 +0000 2011	4cf847f6e8e2548143a8d662	{The FRAT House}	{38.569788535375324,-121.49702944116846,Sacramento,CA,United States}	{Residence,}
3513	Wed Feb 02 21:28:17 +0000 2011	4d0fc8a5e23654817fcd73ea	{SMOG USA}	{38.58405426,-121.31385577,Rancho Cordova,CA,United States}	{Shop & Service,}
3513	Wed Feb 02 07:06:26 +0000 2011	4cd485287da9a35d951be4b9	{Dive Bar}	{38.57889036958974,-121.49319469928741,Sacramento,CA,United States}	{Nightlife Spot,}
3513	Tue Feb 01 23:02:55 +0000 2011	4b082545f964a520c20423e3	{24 Hour Fitness}	{38.5810207047191,-121.497443318367,Sacramento,CA,United States}	{Shop & Service,}
