4146	Sat Dec 03 04:17:14 +0000 2011	3fd66200f964a52078ee1ee3	{House of Blues Sunset Strip}	{34.09461664974353,-118.37357640266418,West Hollywood,CA,United States}	{Music Venue,Arts & Entertainment,}
===
4146	Mon Aug 08 00:55:50 +0000 2011	4e3cc0e4d22d102e85394e8e	{Hairspray At The Hollywood Bowl}	{34.11229025,-118.33903393,Los Angeles,CA,United States}	{Arts & Entertainment,}
4146	Sat Aug 06 19:28:05 +0000 2011	4ddaa4f38877f1151035731a	{Western & Fourth Carwash}	{34.06694101925232,-118.30951353708704,Los Angeles,CA,United States}	{Shop & Service,}
4146	Sat Jul 30 02:52:48 +0000 2011	4a721c32f964a52061da1fe3	{Ahmanson Theatre}	{34.057770494292704,-118.24758768081665,Los Angeles,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
4146	Wed Jul 27 22:47:48 +0000 2011	4ddaa4f38877f1151035731a	{Western & Fourth Carwash}	{34.06694101925232,-118.30951353708704,Los Angeles,CA,United States}	{Shop & Service,}
4146	Sat Jul 23 23:06:12 +0000 2011	4a42b709f964a52025a61fe3	{The Bicycle Casino}	{33.96635196266396,-118.1662402961687,Bell Gardens,CA,United States}	{Arts & Entertainment,}
4146	Wed Jul 20 00:25:20 +0000 2011	41083e00f964a520910b1fe3	{Commerce Casino}	{33.9986706496226,-118.14500873177546,Commerce,CA,United States}	{Arts & Entertainment,}
4146	Tue Jul 19 04:01:24 +0000 2011	4437d8faf964a52012321fe3	{Airliner Club}	{34.07379202,-118.21619170000001,Los Angeles,CA,United States}	{Music Venue,Arts & Entertainment,}
4146	Sat Jul 16 17:02:49 +0000 2011	4d6165b6b19fa143c5c901c9	{KWICK Productions Recording Studio}	{34.071413,-118.302188,,,United States}	{Professional & Other Places,}
4146	Fri Jul 15 03:00:59 +0000 2011	4a6f14ccf964a52045d51fe3	{The Pasadena Playhouse}	{34.14513008482349,-118.13711193959614,Pasadena,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
4146	Fri Jul 15 02:39:38 +0000 2011	4b63abf6f964a5202b8b2ae3	{Elements Kitchen}	{34.145206663068706,-118.1369576571666,Pasadena,CA,United States}	{Nightlife Spot,Food,}
4146	Thu Jul 14 20:44:58 +0000 2011	4a0c64dcf964a5202b751fe3	{Chipotle Mexican Grill}	{34.073454,-118.36091,Los Angeles,CA,United States}	{Food,}
4146	Thu Jul 14 01:41:36 +0000 2011	49cfbeb6f964a520c25a1fe3	{IKEA}	{34.18496784179296,-118.31399917602539,Burbank,CA,United States}	{Shop & Service,}
4146	Tue Jul 12 22:08:23 +0000 2011	4a55476bf964a520fdb31fe3	{Target}	{34.089701053000745,-118.34459781646729,West Hollywood,CA,United States}	{Shop & Service,Food & Drink Shop,}
4146	Tue Jul 12 19:02:07 +0000 2011	4ddaa4f38877f1151035731a	{Western & Fourth Carwash}	{34.06694101925232,-118.30951353708704,Los Angeles,CA,United States}	{Shop & Service,}
4146	Sat Jul 09 20:09:29 +0000 2011	4b058651f964a520d25b22e3	{Kualoa Ranch}	{21.52398846032504,-157.84658432006836,Kaaawa,HI,United States}	{Outdoors & Recreation,}
4146	Fri Jul 08 03:10:41 +0000 2011	4bbbaca7e436ef3b8fa65564	{Atlantis Navatek Cruise}	{21.30485415,-157.864615,Honolulu,HI,United States}	{Travel & Transport,}
4146	Thu Jul 07 08:45:25 +0000 2011	4b05864ef964a520295b22e3	{Aqua Waikiki Wave}	{21.27939370702173,-157.82626645744017,Honolulu,HI,United States}	{Travel & Transport,}
4146	Thu Jul 07 06:01:25 +0000 2011	4b058653f964a520745c22e3	{Shore Bird Restaurant & Beach Bar}	{21.277774301168616,-157.83312431202344,Honolulu,HI,United States}	{Food,}
4146	Thu Jul 07 03:40:56 +0000 2011	4aa18a65f964a520ea4020e3	{Honolulu International Airport (HNL)}	{21.331234509259605,-157.91996955871582,Honolulu,HI,United States}	{Travel & Transport,}
4146	Wed Jul 06 21:04:59 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
4146	Tue Jul 05 01:09:56 +0000 2011	4a42b709f964a52025a61fe3	{The Bicycle Casino}	{33.96635196266396,-118.1662402961687,Bell Gardens,CA,United States}	{Arts & Entertainment,}
4146	Thu Jun 30 18:29:21 +0000 2011	45a90a24f964a52020411fe3	{Golden Nugget Hotel & Casino}	{36.17029099081043,-115.14497995376587,Las Vegas,NV,United States}	{Nightlife Spot,Travel & Transport,Arts & Entertainment,}
4146	Thu Jun 30 18:28:38 +0000 2011	4cdb8079958f236a7681ad03	{Golden Nugget VIP Lounge}	{36.16950588384041,-115.1454359498579,Las Vegas,NV,United States}	{Travel & Transport,}
4146	Thu Jun 30 06:29:50 +0000 2011	49de9ae9f964a5208b601fe3	{Gold Coast Hotel & Casino}	{36.11636133358798,-115.19272838256532,Las Vegas,NV,United States}	{Travel & Transport,Arts & Entertainment,}
4146	Thu Jun 30 03:29:24 +0000 2011	4ab7f615f964a5209d7b20e3	{In-N-Out Burger}	{34.84991025051407,-117.08245754241943,Barstow,CA,United States}	{Food,}
4146	Tue Jun 28 01:21:30 +0000 2011	49f68731f964a5204d6c1fe3	{Hustler Casino}	{33.89211305630962,-118.29254150390625,Gardena,CA,United States}	{Arts & Entertainment,}
4146	Wed Jun 22 23:52:13 +0000 2011	4d6165b6b19fa143c5c901c9	{KWICK Productions Recording Studio}	{34.071413,-118.302188,,,United States}	{Professional & Other Places,}
4146	Wed Jun 22 01:19:42 +0000 2011	4a0c9b5af964a5204c751fe3	{Grand Lux Cafe}	{34.074061648638725,-118.37669849395752,Los Angeles,CA,United States}	{Food,}
4146	Mon Jun 20 21:42:37 +0000 2011	4ddaa4f38877f1151035731a	{Western & Fourth Carwash}	{34.06694101925232,-118.30951353708704,Los Angeles,CA,United States}	{Shop & Service,}
4146	Thu Jun 16 23:46:57 +0000 2011	4baf9015f964a520fb0a3ce3	{Beverly Catalina Car Wash}	{34.075944,-118.2958722,Los Angeles,CA,United States}	{Shop & Service,}
4146	Wed Jun 15 03:07:34 +0000 2011	4a7f0f74f964a5209ef21fe3	{Gibson Amphitheatre}	{34.13800500430396,-118.35354566574097,Universal City,CA,United States}	{Performing Arts Venue,Music Venue,Arts & Entertainment,}
4146	Tue Jun 14 19:31:18 +0000 2011	4ddaa4f38877f1151035731a	{Western & Fourth Carwash}	{34.06694101925232,-118.30951353708704,Los Angeles,CA,United States}	{Shop & Service,}
4146	Sun Jun 12 19:35:10 +0000 2011	4dd69046d4c05d5096d35efe	{Denny's}	{36.10124845,-115.18523045,Las Vegas,NV,United States}	{Food,}
4146	Sun Jun 12 03:16:34 +0000 2011	458fd461f964a5201c401fe3	{Rio All-Suite Hotel & Casino}	{36.11711156556251,-115.1876163482666,Las Vegas,NV,United States}	{Travel & Transport,Arts & Entertainment,Hotel,Professional & Other Places,}
4146	Tue Jun 07 19:57:00 +0000 2011	4b6cbf3ef964a52048512ce3	{Phoenix Bakery}	{34.0658948,-118.23664512,Los Angeles,CA,United States}	{Food,}
4146	Mon Jun 06 19:03:51 +0000 2011	4d6165b6b19fa143c5c901c9	{KWICK Productions Recording Studio}	{34.071413,-118.302188,,,United States}	{Professional & Other Places,}
4146	Sun Jun 05 05:18:29 +0000 2011	4a94d6a0f964a520882220e3	{Stardust}	{33.946327839673984,-118.14389451724792,Downey,CA,United States}	{Nightlife Spot,}
4146	Sat Jun 04 03:22:18 +0000 2011	4161e400f964a5206f1d1fe3	{The Hollywood Bowl}	{34.11223093293252,-118.33858966827391,Los Angeles,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
4146	Fri Jun 03 04:08:04 +0000 2011	3fd66200f964a5207af01ee3	{Pig 'n Whistle}	{34.10139147,-118.336705,Hollywood,CA,United States}	{Nightlife Spot,Food,}
4146	Thu Jun 02 23:04:50 +0000 2011	4ddaa4f38877f1151035731a	{Western & Fourth Carwash}	{34.06694101925232,-118.30951353708704,Los Angeles,CA,United States}	{Shop & Service,}
4146	Tue May 31 04:41:27 +0000 2011	45760cebf964a520a43e1fe3	{The Shore}	{33.86332237422489,-118.40007071776289,Hermosa Beach,CA,United States}	{Nightlife Spot,}
4146	Tue May 31 03:35:30 +0000 2011	4a9b317ff964a520b23420e3	{Big Mike's Philly Steaks}	{33.86320004498237,-118.40009353924157,Hermosa Beach,CA,United States}	{Food,}
4146	Mon May 30 03:57:52 +0000 2011	49fe6d4ef964a520a16f1fe3	{Pacific Theatres at The Grove}	{34.071863236652966,-118.35784524679184,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
4146	Sat May 28 07:07:40 +0000 2011	49e41867f964a520fc621fe3	{New Beverly Cinema}	{34.076306,-118.345673,Los Angeles,CA,United States}	{Arts & Entertainment,Movie Theater,}
4146	Thu May 26 21:03:27 +0000 2011	4ddaa4f38877f1151035731a	{Western & Fourth Carwash}	{34.06694101925232,-118.30951353708704,Los Angeles,CA,United States}	{Shop & Service,}
4146	Sat May 14 02:53:20 +0000 2011	4bd33d3a41b9ef3beba3ffe5	{Plummer Auditorium}	{33.87422815584881,-117.9200792312622,Fullerton,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
4146	Fri May 13 22:48:17 +0000 2011	4d6165b6b19fa143c5c901c9	{KWICK Productions Recording Studio}	{34.071413,-118.302188,,,United States}	{Professional & Other Places,}
4146	Fri May 13 19:24:17 +0000 2011	4ac3aa34f964a520439c20e3	{The French Garden}	{34.03421223163605,-118.23262298333333,Los Angeles,CA,United States}	{Food,}
4146	Fri May 13 01:32:44 +0000 2011	4a55476bf964a520fdb31fe3	{Target}	{34.089701053000745,-118.34459781646729,West Hollywood,CA,United States}	{Shop & Service,Food & Drink Shop,}
4146	Wed May 11 05:13:25 +0000 2011	4b22b9e7f964a520834c24e3	{Doll Hut}	{33.83087089,-117.932255,Anaheim,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
4146	Tue May 10 06:10:54 +0000 2011	45760cebf964a520a43e1fe3	{The Shore}	{33.86332237422489,-118.40007071776289,Hermosa Beach,CA,United States}	{Nightlife Spot,}
4146	Mon May 09 20:53:57 +0000 2011	4a4d1793f964a52089ad1fe3	{Costco}	{34.12837395262945,-118.26408863067627,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
4146	Sun May 08 17:21:53 +0000 2011	4bb0041ef964a520e7313ce3	{Kobe Steakhouse & Lounge}	{33.777197568358446,-118.07309017812902,Seal Beach,CA,United States}	{Food,Arts & Entertainment,}
4146	Fri May 06 02:33:17 +0000 2011	4b317ba6f964a520bc0725e3	{Tokyo Lobby}	{34.104224,-118.087586,San Gabriel,CA,United States}	{Food,}
4146	Thu May 05 21:13:11 +0000 2011	4b6cbf3ef964a52048512ce3	{Phoenix Bakery}	{34.0658948,-118.23664512,Los Angeles,CA,United States}	{Food,}
4146	Thu May 05 20:24:48 +0000 2011	4ddaa4f38877f1151035731a	{Western & Fourth Carwash}	{34.06694101925232,-118.30951353708704,Los Angeles,CA,United States}	{Shop & Service,}
4146	Thu May 05 18:21:22 +0000 2011	4ddaa4f38877f1151035731a	{Western & Fourth Carwash}	{34.06694101925232,-118.30951353708704,Los Angeles,CA,United States}	{Shop & Service,}
4146	Thu May 05 02:04:15 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
4146	Wed May 04 18:52:45 +0000 2011	40db6b00f964a5207d011fe3	{Dodger Stadium}	{34.073408462960174,-118.24019819498062,Los Angeles,CA,United States}	{Outdoors & Recreation,Stadium,Arts & Entertainment,Athletics & Sports,}
4146	Tue May 03 01:41:38 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
4146	Sun May 01 21:18:26 +0000 2011	4c2291bb9a67a59337b9dc87	{Highway 58}	{34.98942750140849,-117.5043462303618,,,United States}	{Travel & Transport,}
4146	Sun May 01 21:17:50 +0000 2011	4c27af24c11dc9b6a5062b24	{Middle of nowhere...}	{34.991658452847666,-117.53754292769207,Boron,CA,United States}	{Travel & Transport,}
4146	Sun May 01 00:03:10 +0000 2011	4c2cd56a8abca59395510220	{Bingo Room at Gold Coast Hotel & Casino}	{36.11581151939396,-115.19319534301758,Las Vegas,NV,United States}	{Travel & Transport,Arts & Entertainment,}
4146	Sat Apr 30 02:23:55 +0000 2011	4b88bf50f964a520ac0b32e3	{Orleans Poker Room}	{36.103475196641035,-115.20226939074213,Las Vegas,NV,United States}	{Arts & Entertainment,}
4146	Wed Apr 27 01:33:35 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
