2585	Wed Jul 27 20:27:31 +0000 2011	4b7f170af964a520b01530e3	{Mi Ranchito}	{34.57924921268401,-118.11003614124591,Palmdale,CA,United States}	{Food,}
===
2585	Tue Apr 19 01:56:32 +0000 2011	4cc8d89a5c7e8cfa43f64066	{Home Gym}	{34.57313349372129,-118.08300473695645,,CA,United States}	{Residence,}
2585	Sun Apr 17 22:56:37 +0000 2011	4b917687f964a5205ebe33e3	{Costco Gas}	{34.66083211666667,-118.14914195,Lancaster,CA,United States}	{Shop & Service,}
2585	Sun Apr 10 22:00:13 +0000 2011	4b549baff964a52071c227e3	{VONS}	{34.57926111578833,-118.0820987598435,Palmdale,CA,United States}	{Shop & Service,Food & Drink Shop,}
===
2585	Thu Feb 24 02:31:47 +0000 2011	4c6001fa3a3703bbdf1be406	{Pizza Hut}	{34.55957783518079,-118.04389486270875,Palmdale,CA,United States}	{Food,}
2585	Tue Feb 15 02:33:58 +0000 2011	4cc8d89a5c7e8cfa43f64066	{Home Gym}	{34.57313349372129,-118.08300473695645,,CA,United States}	{Residence,}
2585	Sun Feb 06 23:16:41 +0000 2011	4d4ad2e8f2cc6a31686ec188	{Super Bowl Sunday}	{32.747868226330375,-97.09356307983398,Arlington,TX,United States}	{Stadium,Arts & Entertainment,}
2585	Fri Jan 28 03:04:57 +0000 2011	4c1ae5b6013795219ac846f3	{24 Hour Fitness}	{34.601847,-118.1547,Palmdale,CA,United States}	{Shop & Service,}
2585	Sat Jan 22 17:06:43 +0000 2011	4a50e8acf964a5203eb01fe3	{Fairmont Miramar Hotel & Bungalows}	{34.01788934382033,-118.50165809585988,Santa Monica,CA,United States}	{Travel & Transport,Food,Professional & Other Places,}
2585	Thu Jan 13 03:19:24 +0000 2011	4cc8d89a5c7e8cfa43f64066	{Home Gym}	{34.57313349372129,-118.08300473695645,,CA,United States}	{Residence,}
2585	Tue Jan 11 03:37:45 +0000 2011	42893400f964a5207e231fe3	{STAPLES Center}	{34.043058660157634,-118.26724290847778,Los Angeles,CA,United States}	{Stadium,Arts & Entertainment,}
2585	Sat Jan 08 17:45:20 +0000 2011	4c1d1b81eac020a134a547c2	{Jilio-Ryan Hunter & Olsen, Inc}	{33.7164707,-117.81009256839752,Tustin,CA,United States}	{}
2585	Fri Jan 07 19:56:27 +0000 2011	4c1fe7b3e923ef3bfed44e54	{Panera Bread}	{34.59879898788534,-118.14801871776581,Palmdale,CA,United States}	{Food,}
2585	Wed Dec 29 21:44:05 +0000 2010	4d4485d84e5d37042c9cec93	{CA-138 (Pearblossom Hwy)}	{34.504859090252026,-117.81534433364867,Gorman to Crestline,CA,United States}	{Travel & Transport,Outdoors & Recreation,}
2585	Wed Dec 29 01:11:27 +0000 2010	4c570bc8ea05ef3b1f7f17d3	{High Desert Broadcasting}	{34.57915765664541,-118.1200086153418,Palmdale,CA,United States}	{Arts & Entertainment,}
2585	Wed Dec 29 00:20:16 +0000 2010	4b4d3779f964a52075ce26e3	{Rubio's}	{34.59984343,-118.14825,Palmdale,CA,United States}	{Food,}
2585	Tue Dec 28 17:55:41 +0000 2010	4cdee509aba88cfae62345d7	{Rancho Sierra Golf}	{34.741582367938186,-118.02547880902048,Lancaster,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2585	Tue Dec 28 17:35:23 +0000 2010	4c64321460a8b7135ea739de	{Sierra Generating Station Sun Tower}	{34.732952633521485,-118.1403404109387,Lancaster,CA,United States}	{Government Building,Professional & Other Places,}
2585	Tue Dec 28 02:49:22 +0000 2010	4cc8d89a5c7e8cfa43f64066	{Home Gym}	{34.57313349372129,-118.08300473695645,,CA,United States}	{Residence,}
2585	Fri Dec 24 02:33:43 +0000 2010	4c4cd6b9f96ac9b6b01ab598	{Home}	{34.57313349372129,-118.08300473695645,Palmdale,CA,United States}	{Residence,}
2585	Sun Dec 19 02:22:28 +0000 2010	4c4cd6b9f96ac9b6b01ab598	{Home}	{34.57313349372129,-118.08300473695645,Palmdale,CA,United States}	{Residence,}
2585	Sat Dec 11 22:24:46 +0000 2010	4d8cac4efe8d41bdb470d705	{Macy's}	{34.60470274,-118.1500426,Palmdale,CA,United States}	{Shop & Service,}
