3343	Wed Jun 15 19:53:23 +0000 2011	4bbe3e0a79eaef3bbae2aec3	{AltaOne (inside Stater Bros)}	{35.63514345552963,-117.66815223513895,Ridgecrest,CA,United States}	{Shop & Service,}
3343	Mon Jun 13 17:14:37 +0000 2011	4d83c6387e8ef04db1a2fdbd	{Dam Korner}	{35.62741873,-118.47439362,Lake Isabella,CA,United States}	{Food,}
3343	Tue May 31 18:13:32 +0000 2011	4cd0aac77f56a1430fc3cfa6	{Red Rock Books}	{35.62275244,-117.67256746666666,Ridgecrest,CA,United States}	{College & University,}
3343	Sat May 28 02:41:06 +0000 2011	4b93e02ff964a520c85634e3	{Kmart}	{35.63815277018439,-117.66824962832062,Ridgecrest,CA,United States}	{Shop & Service,Clothing Store,}
3343	Fri May 13 20:51:00 +0000 2011	4b6e0876f964a520f7a42ce3	{Baskin-Robbins}	{35.638384,-117.67850879377256,Ridgecrest,CA,United States}	{Food,}
3343	Thu Apr 28 18:16:15 +0000 2011	4d30ce3cc129a35dc50b4e71	{The Vintage Vault}	{35.623234,-117.671441,Ridgecrest,CA,United States}	{}
3343	Mon Apr 18 18:34:38 +0000 2011	4d7e716ccd09224ba8524a30	{Southern California Edison}	{35.61504,-117.669822,,,United States}	{}
3343	Tue Apr 12 22:13:59 +0000 2011	4d90cb3c788c5481f6796cfd	{Goodwill}	{35.63674,-117.669057,Ridgecrest,CA,United States}	{Shop & Service,}
3343	Sat Apr 02 01:57:09 +0000 2011	4b6e0876f964a520f7a42ce3	{Baskin-Robbins}	{35.638384,-117.67850879377256,Ridgecrest,CA,United States}	{Food,}
3343	Thu Mar 10 18:50:18 +0000 2011	4bb4dadaa7059521dbcd1bce	{AltaOne}	{35.61126701627005,-117.670888,Ridgecrest,CA,United States}	{Shop & Service,}
3343	Sat Mar 05 15:26:02 +0000 2011	4b3794def964a5207e4225e3	{Albertsons Express Gas Station}	{35.60475651666667,-117.674279,Ridgecrest,CA,United States}	{Shop & Service,}
3343	Wed Mar 02 05:12:41 +0000 2011	4b379359f964a5206c4225e3	{Albertsons - S China Lake Blvd}	{35.6056341,-117.674263,Ridgecrest,CA,United States}	{Shop & Service,Food & Drink Shop,}
3343	Tue Mar 01 16:42:23 +0000 2011	4b7f3cdff964a520642130e3	{Espresso Cafe}	{35.64231641726817,-117.66938969768786,Ridgecrest,CA,United States}	{Food,}
3343	Fri Feb 25 15:49:26 +0000 2011	4b4b8996f964a520849f26e3	{faller elementary}	{35.614708154514595,-117.70194462931237,Ridgecrest,CA,United States}	{Professional & Other Places,}
3343	Thu Feb 17 16:06:43 +0000 2011	4b93e02ff964a520c85634e3	{Kmart}	{35.63815277018439,-117.66824962832062,Ridgecrest,CA,United States}	{Shop & Service,Clothing Store,}
3343	Sat Feb 12 02:35:12 +0000 2011	4b19a6e7f964a5203be123e3	{John's Pizza}	{35.622653,-117.676756,Ridgecrest,CA,United States}	{Food,Arts & Entertainment,}
3343	Thu Feb 10 20:23:45 +0000 2011	4b38fbd3f964a5209a5325e3	{Walmart}	{35.606995039408176,-117.67303901887252,Ridgecrest,CA,United States}	{Shop & Service,}
3343	Tue Feb 01 18:17:40 +0000 2011	4b38fbd3f964a5209a5325e3	{Walmart}	{35.606995039408176,-117.67303901887252,Ridgecrest,CA,United States}	{Shop & Service,}
3343	Fri Jan 28 16:42:50 +0000 2011	4bddd0dce75c0f47ffb8c503	{The Home Depot}	{35.63093352574874,-117.67130583524703,Ridgecrest,CA,United States}	{Shop & Service,}
3343	Thu Jan 27 19:33:19 +0000 2011	4d0803d07b30a1cd4e719dcc	{Swap Sheet}	{35.622277,-117.682096,Ridgecrest,CA,United States}	{Professional & Other Places,}
3343	Wed Jan 26 19:25:25 +0000 2011	4cd091386449a093ad62cbcf	{The Salvation Army}	{35.624162,-117.688333,Ridgecrest,CA,United States}	{Shop & Service,}
3343	Wed Jan 26 16:21:18 +0000 2011	4d3efb44d625224b6de8a7fa	{Phoenix Paint & Body}	{35.64605489,-117.67015009,Ridgecrest,CA,United States}	{Shop & Service,}
3343	Thu Jan 20 19:59:53 +0000 2011	4d2ddcaead25224b7d550390	{Dump}	{35.600087,-117.738234,,,United States}	{}
3343	Fri Jan 14 19:06:11 +0000 2011	4b3be527f964a520d47d25e3	{DART Thrift Store}	{35.622286,-117.676768,Ridgecrest,CA,United States}	{Shop & Service,}
3343	Thu Jan 13 15:55:17 +0000 2011	4d0803d07b30a1cd4e719dcc	{Swap Sheet}	{35.622277,-117.682096,Ridgecrest,CA,United States}	{Professional & Other Places,}
===
3343	Fri Oct 29 02:21:34 +0000 2010	4b379359f964a5206c4225e3	{Albertsons - S China Lake Blvd}	{35.6056341,-117.674263,Ridgecrest,CA,United States}	{Shop & Service,Food & Drink Shop,}
===
3343	Tue Sep 21 02:36:02 +0000 2010	4b379359f964a5206c4225e3	{Albertsons - S China Lake Blvd}	{35.6056341,-117.674263,Ridgecrest,CA,United States}	{Shop & Service,Food & Drink Shop,}
===
3343	Thu Aug 26 14:52:58 +0000 2010	4b4b8996f964a520849f26e3	{faller elementary}	{35.614708154514595,-117.70194462931237,Ridgecrest,CA,United States}	{Professional & Other Places,}
3343	Tue Aug 24 00:05:55 +0000 2010	4b6e0876f964a520f7a42ce3	{Baskin-Robbins}	{35.638384,-117.67850879377256,Ridgecrest,CA,United States}	{Food,}
===
3343	Fri Jul 09 23:22:35 +0000 2010	4be47dcecf200f475609123c	{Ontario Mills}	{34.07324405,-117.5516939,Ontario,CA,United States}	{Shop & Service,}
3343	Fri Jul 09 19:51:15 +0000 2010	4b95c277f964a52042b234e3	{Joe's Crab Shack}	{34.10577311562288,-117.53659125422952,Rancho Cucamonga,CA,United States}	{Food,}
3343	Mon Jul 05 14:06:36 +0000 2010	4b3794def964a5207e4225e3	{Albertsons Express Gas Station}	{35.60475651666667,-117.674279,Ridgecrest,CA,United States}	{Shop & Service,}
===
3343	Sun Jun 06 02:20:40 +0000 2010	4d606da91ee8721e18cfaa21	{Casey's BBQ}	{35.64596558841849,-117.67015737868523,Ridgecrest,CA,United States}	{Food,}
===
3343	Tue May 11 22:50:24 +0000 2010	4b2312f5f964a520f75224e3	{Denny's}	{35.623032,-117.669377,Ridgecrest,CA,United States}	{Food,}
