1415	Sun Dec 11 03:40:26 +0000 2011	4b53a6a5f964a52053a627e3	{Asparagus Pizza}	{34.10412828,-118.33029148,Los Angeles,CA,United States}	{Food,}
1415	Sat Dec 03 11:06:24 +0000 2011	4b59364af964a520928128e3	{Walmart Supercenter}	{34.05007446927741,-117.30695266482711,Colton,CA,United States}	{Shop & Service,}
1415	Fri Nov 25 15:02:12 +0000 2011	4d47ab82dcdba1431fa8e7b1	{Scarlett & Luella's Home}	{34.16079258330178,-117.29700260723698,san bernadino,CA,United States}	{Residence,}
===
1415	Fri Aug 12 04:05:55 +0000 2011	4d47ab82dcdba1431fa8e7b1	{Scarlett & Luella's Home}	{34.16079258330178,-117.29700260723698,san bernadino,CA,United States}	{Residence,}
1415	Fri Aug 12 03:38:56 +0000 2011	4b858b8df964a520936431e3	{Stater Bros}	{34.16396126121854,-117.28286733576225,San Bernardino,CA,United States}	{Shop & Service,Food & Drink Shop,}
1415	Tue Aug 09 20:24:08 +0000 2011	49d54769f964a520855c1fe3	{Flesh Showgirls}	{34.06620531274992,-117.28579044342041,San Bernardino,CA,United States}	{Nightlife Spot,}
1415	Mon Aug 08 19:41:40 +0000 2011	4d47ab82dcdba1431fa8e7b1	{Scarlett & Luella's Home}	{34.16079258330178,-117.29700260723698,san bernadino,CA,United States}	{Residence,}
1415	Mon Aug 08 15:04:59 +0000 2011	4bbe0d578a4fb71320c33d9d	{Westminster Superior Court West Justice Center}	{33.75638109479732,-117.98673653541104,Westminster,CA,United States}	{Government Building,Professional & Other Places,}
1415	Mon Aug 08 13:33:50 +0000 2011	4cc7c1483c40a35d44e4702e	{USA Gas}	{34.16472829031395,-117.28093854722006,San Bernardino,CA,United States}	{Shop & Service,}
1415	Mon Aug 08 05:17:12 +0000 2011	4d47ab82dcdba1431fa8e7b1	{Scarlett & Luella's Home}	{34.16079258330178,-117.29700260723698,san bernadino,CA,United States}	{Residence,}
1415	Mon Aug 08 04:58:36 +0000 2011	4b858b8df964a520936431e3	{Stater Bros}	{34.16396126121854,-117.28286733576225,San Bernardino,CA,United States}	{Shop & Service,Food & Drink Shop,}
1415	Thu Aug 04 18:27:34 +0000 2011	4baae293f964a5200e8c3ae3	{Deja Vu Erotic Ultra Lounge}	{34.062624,-117.20334133,Redlands,CA,United States}	{Nightlife Spot,}
1415	Mon Aug 01 21:22:26 +0000 2011	4bd0c2dea8b3a593778e645f	{Planned Parenthood}	{34.067773124293545,-117.2857719644163,San Bernardino,CA,United States}	{Professional & Other Places,}
1415	Mon Aug 01 00:36:38 +0000 2011	4d47ab82dcdba1431fa8e7b1	{Scarlett & Luella's Home}	{34.16079258330178,-117.29700260723698,san bernadino,CA,United States}	{Residence,}
1415	Sun Jul 31 23:37:39 +0000 2011	4e35e7011f6e9e21ad53e60b	{Jimmy's Liquor}	{34.1049739,-117.2894077,San Bernardino,CA,United States}	{Shop & Service,}
1415	Sun Jul 31 22:32:37 +0000 2011	4c4dfc6bf53d0f473c79d9a5	{Hong Kong Express}	{34.10360097885132,-117.310309,San Bernardino,CA,United States}	{Food,}
1415	Sun Jul 31 22:29:37 +0000 2011	4ad8f661f964a520791621e3	{Metrolink San Bernardino Station}	{34.104307069135004,-117.31151819229125,San Bernardino,CA,United States}	{Travel & Transport,Train Station,}
1415	Sun Jul 31 19:03:27 +0000 2011	46cf28b9f964a520454a1fe3	{Hollywood & Highland Center}	{34.10232154528382,-118.33939969539642,Los Angeles,CA,United States}	{Shop & Service,Arts & Entertainment,}
1415	Sun Jul 31 18:52:02 +0000 2011	4c5dfa992815c928ab8bb667	{Rock town}	{34.101531324999996,-118.336416,Los Angeles,CA,United States}	{}
1415	Sun Jul 31 05:20:41 +0000 2011	4b9caf9bf964a5205a7636e3	{Grecos Pizza Parlor}	{34.101509,-118.32949476666667,Los Angeles,CA,United States}	{Food,}
1415	Sun Jul 31 05:15:42 +0000 2011	4abee539f964a5207a9020e3	{The Lofts at Hollywood & Vine}	{34.103045820089555,-118.32866140184572,Los Angeles,CA,United States}	{Residence,}
1415	Sun Jul 31 05:14:09 +0000 2011	4a7b9483f964a5207aeb1fe3	{Pantages Theatre}	{34.10185514030627,-118.32560777664185,Los Angeles,CA,United States}	{Performing Arts Venue,Arts & Entertainment,}
1415	Sun Jul 31 05:06:44 +0000 2011	4d0a93e16aa05481e428e5aa	{Hollywood Tower}	{34.10508509945357,-118.32411508578198,Los Angeles,CA,United States}	{Professional & Other Places,}
1415	Sun Jul 31 04:52:13 +0000 2011	4adbb631f964a520232a21e3	{Gelson's Market}	{34.105705,-118.317565,Los Angeles,CA,United States}	{Shop & Service,Food & Drink Shop,}
1415	Fri Jul 29 09:39:07 +0000 2011	4ada09fef964a520a31d21e3	{IHOP}	{34.06512485394352,-117.20968670512136,Redlands,CA,United States}	{Food,}
1415	Thu Jul 28 18:03:42 +0000 2011	4b6d9857f964a520d47e2ce3	{Franky's Donuts & Deli}	{34.108147,-117.292433,San Bernardino,CA,United States}	{Food,}
1415	Thu Jul 28 17:32:06 +0000 2011	4d23c53c0e998cfa7f3b1e3f	{Crown Wigs & Beauty Supply}	{34.11836170895112,-117.2789638159081,San Bernardino,CA,United States}	{}
1415	Tue Jul 26 08:38:57 +0000 2011	4ada09fef964a520a31d21e3	{IHOP}	{34.06512485394352,-117.20968670512136,Redlands,CA,United States}	{Food,}
1415	Mon Jul 25 20:52:17 +0000 2011	49d54769f964a520855c1fe3	{Flesh Showgirls}	{34.06620531274992,-117.28579044342041,San Bernardino,CA,United States}	{Nightlife Spot,}
1415	Sun Jul 24 01:19:27 +0000 2011	4dfc1ba6aeb7594e861f23bd	{Tom Gould Memorial Park}	{34.16497225064672,-117.2876203425312,San Bernardino,CA,United States}	{Outdoors & Recreation,}
1415	Sun Jul 24 01:15:56 +0000 2011	4b635c07f964a52066742ae3	{Walgreens}	{34.16524,-117.28465855121613,SAN BERNARDINO,CA,United States}	{Shop & Service,}
