2710	Sun Aug 07 06:46:19 +0000 2011	40870b00f964a52098f21ee3	{Beauty Bar}	{37.76034693,-122.41905168,San Francisco,CA,United States}	{Nightlife Spot,}
===
2710	Tue Jul 05 03:48:45 +0000 2011	4bc63d40f360ef3b4e64db2d	{Mood Thai Sushi & More}	{37.80731942078869,-122.41600213999877,San Francisco,CA,United States}	{Food,}
2710	Mon Jul 04 04:06:11 +0000 2011	40ca4780f964a52009011fe3	{The Caf?}	{37.76296711864107,-122.43435770273209,San Francisco,CA,United States}	{Nightlife Spot,}
2710	Mon Jul 04 00:41:34 +0000 2011	43bbe413f964a520f22c1fe3	{Naan?N?Curry}	{37.764193898192666,-122.46495459243313,San Francisco,CA,United States}	{Food,}
2710	Fri Jun 24 22:26:36 +0000 2011	4a765ca4f964a520ece21fe3	{Fremont Street Experience}	{36.170446889183495,-115.14354228973387,Las Vegas,NV,United States}	{Nightlife Spot,Shop & Service,}
2710	Tue Jun 14 00:35:57 +0000 2011	4a4aa5a7f964a5200bac1fe3	{LensCrafters}	{37.78783978,-122.403211,San Francisco,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,Clothing Store,}
2710	Sun Jun 05 07:40:36 +0000 2011	4a6ab0a4f964a520d9cd1fe3	{Los Panchos}	{37.74523986105503,-122.42011141934297,San Francisco,CA,United States}	{Food,}
2710	Sun Jun 05 07:40:16 +0000 2011	4a6ab0a4f964a520d9cd1fe3	{Los Panchos}	{37.74523986105503,-122.42011141934297,San Francisco,CA,United States}	{Food,}
2710	Sun Jun 05 07:20:31 +0000 2011	40870b00f964a520a0f21ee3	{El Rio}	{37.746868,-122.41951655,San Francisco,CA,United States}	{Nightlife Spot,Arts & Entertainment,}
2710	Wed Jun 01 23:31:32 +0000 2011	4b53f6f0f964a520a3af27e3	{King of Thai Noodle}	{37.74264219284391,-122.48282790184021,San Francisco,CA,United States}	{Food,}
2710	Wed Jun 01 20:12:13 +0000 2011	49ca9423f964a520c0581fe3	{San Francisco Zoo}	{37.733207358895804,-122.50324487686157,San Francisco,CA,United States}	{Arts & Entertainment,}
2710	Sun May 22 20:12:26 +0000 2011	4a38fd6af964a5200d9f1fe3	{Six Flags Discovery Kingdom}	{38.13838773825326,-122.23279237747192,Vallejo,CA,United States}	{Arts & Entertainment,}
2710	Sat May 07 03:58:30 +0000 2011	4a10653af964a520b8761fe3	{Century 20 Daly City}	{37.70204337103294,-122.4706042437562,Daly City,CA,United States}	{Arts & Entertainment,}
2710	Fri May 06 04:40:57 +0000 2011	45df6218f964a5201a431fe3	{Mas Sake Freestyle Sushi}	{37.80014930184792,-122.43523638474873,San Francisco,CA,United States}	{Nightlife Spot,Food,}
2710	Mon Apr 25 20:09:59 +0000 2011	4bfb866dd2b720a1fb1a336a	{Arballo Towers}	{37.71813983065673,-122.48634923789952,San Francisco,CA,United States}	{Residence,}
2710	Sun Apr 24 19:38:50 +0000 2011	4c0b2fa9ffb8c9b6e6fd6c61	{Telegraph Ave}	{37.866897480546974,-122.25907725387219,Berkeley,CA,United States}	{Travel & Transport,Shop & Service,Outdoors & Recreation,}
2710	Thu Apr 14 04:36:30 +0000 2011	4453e164f964a520bf321fe3	{Club NV}	{37.787847149117646,-122.39637161551555,San Francisco,CA,United States}	{Nightlife Spot,}
2710	Mon Apr 11 17:18:58 +0000 2011	43f2ed24f964a520922f1fe3	{City College of San Francisco, Ocean Campus}	{37.72570190445349,-122.45015323162079,San Francisco,CA,United States}	{Shop & Service,College & University,Gym / Fitness Center,}
2710	Tue Apr 05 18:17:45 +0000 2011	4b57cb5df964a520854128e3	{City College: Science Hall}	{37.72570190445349,-122.45116710662842,San Francisco,CA,United States}	{College Academic Building,College & University,}
2710	Mon Apr 04 02:56:16 +0000 2011	4ceec3b83b03f04de88d3bdc	{Henry's Hunan Restaurant}	{37.72229254245758,-122.436561,San Francisco,CA,United States}	{Food,}
2710	Sat Apr 02 18:36:00 +0000 2011	4a4aa5a7f964a5200bac1fe3	{LensCrafters}	{37.78783978,-122.403211,San Francisco,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,Clothing Store,}
2710	Sat Apr 02 03:08:31 +0000 2011	414e1d80f964a520ed1c1fe3	{The Warfield Theatre}	{37.7825233143151,-122.41039216518402,San Francisco,CA,United States}	{Music Venue,Arts & Entertainment,}
2710	Sun Mar 27 08:15:09 +0000 2011	40f71a80f964a520bc0a1fe3	{Lime}	{37.7650683,-122.431834,San Francisco,CA,United States}	{Nightlife Spot,Food,}
2710	Sun Mar 27 05:43:17 +0000 2011	4a98af0af964a520132d20e3	{Dan Sung Sa}	{37.8171569108963,-122.267934,Oakland,CA,United States}	{Food,}
2710	Sat Mar 26 20:23:26 +0000 2011	4a4aa5a7f964a5200bac1fe3	{LensCrafters}	{37.78783978,-122.403211,San Francisco,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,Clothing Store,}
2710	Tue Mar 22 16:28:31 +0000 2011	4b57cb5df964a520854128e3	{City College: Science Hall}	{37.72570190445349,-122.45116710662842,San Francisco,CA,United States}	{College Academic Building,College & University,}
2710	Mon Mar 21 22:20:21 +0000 2011	4a4aa5a7f964a5200bac1fe3	{LensCrafters}	{37.78783978,-122.403211,San Francisco,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,Clothing Store,}
2710	Thu Mar 17 04:33:40 +0000 2011	3fd66200f964a52068f11ee3	{Palomino}	{37.790082356493826,-122.38962650299072,San Francisco,CA,United States}	{Food,}
2710	Thu Mar 17 02:28:59 +0000 2011	49f50f7af964a5208c6b1fe3	{Target}	{37.67363920688155,-122.46474981307983,Colma,CA,United States}	{Shop & Service,}
2710	Tue Mar 15 00:27:54 +0000 2011	4a4aa5a7f964a5200bac1fe3	{LensCrafters}	{37.78783978,-122.403211,San Francisco,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,Clothing Store,}
2710	Tue Mar 08 18:55:26 +0000 2011	4b57cb5df964a520854128e3	{City College: Science Hall}	{37.72570190445349,-122.45116710662842,San Francisco,CA,United States}	{College Academic Building,College & University,}
2710	Mon Mar 07 17:09:40 +0000 2011	4b57cb5df964a520854128e3	{City College: Science Hall}	{37.72570190445349,-122.45116710662842,San Francisco,CA,United States}	{College Academic Building,College & University,}
2710	Sat Mar 05 20:45:03 +0000 2011	4a4aa5a7f964a5200bac1fe3	{LensCrafters}	{37.78783978,-122.403211,San Francisco,CA,United States}	{Medical Center,Shop & Service,Professional & Other Places,Clothing Store,}
2710	Fri Mar 04 19:32:53 +0000 2011	4b718461f964a520b84a2de3	{City College: Cloud Hall}	{37.725384684690184,-122.45023753156799,San Francisco,CA,United States}	{College & University,}
