2697	Thu Jul 21 23:39:07 +0000 2011	4e162491d22d334ac052225c	{Pinkberry}	{41.893682,-87.628147,Chicago,IL,United States}	{Food,}
2697	Thu Jul 21 03:02:16 +0000 2011	4b78c55cf964a520b8e12ee3	{Orland Bowl}	{41.600794164182716,-87.829030752182,Orland Park,IL,United States}	{Arts & Entertainment,}
2697	Wed Jul 20 17:36:50 +0000 2011	4c9806ff6ffe8cfa5f0cfa2f	{Meatheads Burgers & Fries}	{41.7600123275902,-87.94401168823242,Willowbrook,IL,United States}	{Food,}
2697	Thu Jul 14 05:45:06 +0000 2011	4bafd25cf964a52093233ce3	{Endor}	{41.58595743328548,-87.8402405272059,Orland Hills,IL,United States}	{Residence,}
2697	Thu Jul 14 05:21:25 +0000 2011	4c238b7711de20a11a9686ce	{Home}	{41.58558778049663,-87.82058640728447,Tinley Park,IL,United States}	{Residence,}
2697	Thu Jul 14 00:17:21 +0000 2011	4bf6fd24b182c9b687e5745a	{Hardee's}	{41.48940447930224,-83.36943984031677,Genoa,OH,United States}	{Food,}
2697	Wed Jul 13 15:45:44 +0000 2011	4be34159660ec9284494cb3b	{Bob Evans Restaurant}	{41.41532289549069,-82.6718743582709,Sandusky,OH,United States}	{Food,}
2697	Tue Jul 12 21:40:32 +0000 2011	4c3396d3ed37a593219b6d03	{Johnny Rockets}	{41.4803303670815,-82.68077731132507,Sandusky,OH,United States}	{Food,}
2697	Tue Jul 12 21:39:48 +0000 2011	4c3396d3ed37a593219b6d03	{Johnny Rockets}	{41.4803303670815,-82.68077731132507,Sandusky,OH,United States}	{Food,}
2697	Tue Jul 12 17:00:59 +0000 2011	4beda981bac3c9b6d99ffee9	{maXair}	{41.48083273158673,-82.68017113208771,Sandusky,OH,United States}	{Arts & Entertainment,Theme Park,}
2697	Tue Jul 12 16:57:53 +0000 2011	4c2a50eb8ef52d7fe4ae2fba	{Main Arcade}	{41.481039,-82.681692,Sandusky,OH,United States}	{Arts & Entertainment,}
2697	Tue Jul 12 16:01:08 +0000 2011	4beda61a6e8c20a174b17061	{Raptor}	{41.47922515146212,-82.68172681331635,Sandusky,OH,United States}	{Arts & Entertainment,Theme Park,}
2697	Tue Jul 12 16:00:14 +0000 2011	4e1c6f1618a81211e991d5e9	{That One Place In Line}	{41.479266,-82.681827,Sandusky,OH,United States}	{}
2697	Tue Jul 12 15:16:55 +0000 2011	4beda61a6e8c20a174b17061	{Raptor}	{41.47922515146212,-82.68172681331635,Sandusky,OH,United States}	{Arts & Entertainment,Theme Park,}
2697	Tue Jul 12 15:00:13 +0000 2011	4bb9da5b935e95215f692790	{Cedar Point}	{41.47839321308973,-82.67911434173584,Sandusky,OH,United States}	{Arts & Entertainment,}
2697	Tue Jul 12 14:59:39 +0000 2011	4bb9da5b935e95215f692790	{Cedar Point}	{41.47839321308973,-82.67911434173584,Sandusky,OH,United States}	{Arts & Entertainment,}
2697	Tue Jul 12 04:41:02 +0000 2011	4e1bd04545dd10c6b717dc15	{The Floor Of Our Room}	{41.446268381092125,-82.67944615741361,Sandusky,OH,United States}	{Travel & Transport,}
2697	Mon Jul 11 23:41:36 +0000 2011	4bed861e91380f473f06a018	{Top Thrill Dragster}	{41.4828180380052,-82.68532902002335,Sandusky,OH,United States}	{Arts & Entertainment,Theme Park,}
2697	Mon Jul 11 23:16:50 +0000 2011	4bed861e91380f473f06a018	{Top Thrill Dragster}	{41.4828180380052,-82.68532902002335,Sandusky,OH,United States}	{Arts & Entertainment,Theme Park,}
2697	Mon Jul 11 23:02:30 +0000 2011	4bed89bd91380f47d40ca018	{Magnum XL-200}	{41.485410097546726,-82.68609881401062,Sandusky,OH,United States}	{Arts & Entertainment,Theme Park,}
2697	Mon Jul 11 23:02:15 +0000 2011	4bed8eabe3562d7faf31fff8	{Monster}	{41.48565925129591,-82.68752574920654,Sandusky,OH,United States}	{Arts & Entertainment,Theme Park,}
2697	Mon Jul 11 22:19:11 +0000 2011	4bed905a6e8c20a1ce8e7061	{Gemini}	{41.48607718446571,-82.68954277038574,Sandusky,OH,United States}	{Outdoors & Recreation,Arts & Entertainment,Theme Park,}
2697	Mon Jul 11 21:54:10 +0000 2011	4bed9381e3562d7fea39fff8	{Mean Streak}	{41.48663978255261,-82.69235372543335,Sandusky,OH,United States}	{Arts & Entertainment,Theme Park,}
2697	Mon Jul 11 20:47:38 +0000 2011	4bed9861e3562d7fa441fff8	{Chick-fil-A}	{41.4848012742739,-82.69238591194153,Sandusky,OH,United States}	{Food,}
2697	Mon Jul 11 15:50:28 +0000 2011	4bed93f6bac3c9b60982fee9	{Maverick}	{41.48539804169584,-82.69214451313019,Sandusky,OH,United States}	{Arts & Entertainment,Theme Park,}
2697	Mon Jul 11 14:42:08 +0000 2011	4bed9cc36e8c20a163a27061	{Millennium Force}	{41.48163449726966,-82.6881667971611,Sandusky,OH,United States}	{Arts & Entertainment,Theme Park,}
2697	Mon Jul 11 14:27:01 +0000 2011	4bb9da5b935e95215f692790	{Cedar Point}	{41.47839321308973,-82.67911434173584,Sandusky,OH,United States}	{Arts & Entertainment,}
2697	Mon Jul 11 13:55:11 +0000 2011	4c52cecb2543a5931424e985	{Breakers Express Hotel}	{41.44588701322634,-82.67926454544067,Sandusky,OH,United States}	{Travel & Transport,}
2697	Mon Jul 11 13:54:20 +0000 2011	4bee1e78946c0f47e487a363	{Steak 'n Shake}	{41.4127786956522,-82.6686404347826,Sandusky,OH,United States}	{Food,}
2697	Mon Jul 11 08:27:11 +0000 2011	4b8d704cf964a520e7fb32e3	{Speedway}	{41.55798002004411,-87.79357919824459,Tinley Park,IL,United States}	{Shop & Service,}
2697	Mon Jul 11 08:26:39 +0000 2011	4b8d704cf964a520e7fb32e3	{Speedway}	{41.55798002004411,-87.79357919824459,Tinley Park,IL,United States}	{Shop & Service,}
2697	Mon Jul 11 07:23:34 +0000 2011	4bafd25cf964a52093233ce3	{Endor}	{41.58595743328548,-87.8402405272059,Orland Hills,IL,United States}	{Residence,}
2697	Sat Jul 09 19:37:26 +0000 2011	4aabc376f964a520fd5920e3	{Cog Hill Golf And Country Club}	{41.67680703920819,-87.9523647525818,Lemont,IL,United States}	{Outdoors & Recreation,Athletics & Sports,}
2697	Sat Jul 09 02:21:10 +0000 2011	4dc213d9ae60966750a36e0f	{Inwood Softball Fields}	{41.51818821002206,-88.15333276156584,Joliet,IL,United States}	{Stadium,Arts & Entertainment,}
2697	Thu Jul 07 01:34:35 +0000 2011	4b78c55cf964a520b8e12ee3	{Orland Bowl}	{41.600794164182716,-87.829030752182,Orland Park,IL,United States}	{Arts & Entertainment,}
2697	Thu Jun 30 17:05:36 +0000 2011	4c9806ff6ffe8cfa5f0cfa2f	{Meatheads Burgers & Fries}	{41.7600123275902,-87.94401168823242,Willowbrook,IL,United States}	{Food,}
2697	Thu Jun 09 23:28:37 +0000 2011	4bbd0527a8cf76b0934ab1fd	{Chili's Grill & Bar}	{41.63398258755719,-87.93057184818882,Homer Glen,IL,United States}	{Food,}
2697	Sat Jun 04 11:53:28 +0000 2011	4c14b7a0b7b9c928adc4ab37	{13.1 Chicago Half-Marathon}	{41.76860473825421,-87.56406989768153,Chicago,IL,United States}	{Outdoors & Recreation,}
2697	Mon May 16 00:12:43 +0000 2011	4b527d6af964a5209b7f27e3	{Jimmy D's}	{42.09386213125759,-88.0042313814558,Arlington Heights,IL,United States}	{Nightlife Spot,Food,}
2697	Thu May 12 02:39:01 +0000 2011	4b2afa1bf964a5202eb324e3	{Buffalo Wild Wings}	{41.601869224415275,-87.85405576229095,Orland Park,IL,United States}	{Food,}
