2500	Thu Aug 11 15:03:44 +0000 2011	451cfbd2f964a520833a1fe3	{John Wayne Airport (SNA)}	{33.67956837093503,-117.86175727844238,Santa Ana,CA,United States}	{Travel & Transport,}
2500	Mon Aug 08 05:15:53 +0000 2011	40f86c00f964a520bd0a1fe3	{Disneyland}	{33.80958286695518,-117.91899628937244,Anaheim,CA,United States}	{Arts & Entertainment,}
2500	Sat Aug 06 19:51:38 +0000 2011	43b1bef1f964a520a02c1fe3	{D Z Akin's}	{32.77504634,-117.049017,San Diego,CA,United States}	{Food,}
2500	Fri Aug 05 02:56:33 +0000 2011	4b1d8279f964a5207f1124e3	{Nello Cucina}	{33.69245946749698,-117.8922700881958,Costa Mesa,CA,United States}	{Nightlife Spot,Food,}
2500	Mon Aug 01 02:52:31 +0000 2011	4a075e27f964a52053731fe3	{Edwards Metro Pointe 12}	{33.68903155295892,-117.89591789245605,Costa Mesa,CA,United States}	{Arts & Entertainment,}
2500	Sun Jul 31 23:19:56 +0000 2011	4e1cb53f52b1c2b69f37aaae	{OC Fair 2011}	{33.66667534125443,-117.90162563323975,Costa Mesa,CA,United States}	{Professional & Other Places,}
2500	Sun Jul 31 03:17:03 +0000 2011	4352e980f964a520c7281fe3	{Pershing Square}	{34.04839255059684,-118.25297355651855,Los Angeles,CA,United States}	{Outdoors & Recreation,Government Building,Professional & Other Places,}
2500	Fri Jul 22 15:56:44 +0000 2011	4b64d8f1f964a520bed42ae3	{Orange County Superior Court}	{33.750664415183756,-117.87497456799979,Santa Ana,CA,United States}	{Government Building,Professional & Other Places,}
2500	Wed Jul 20 03:34:23 +0000 2011	4ba5a7a1f964a520b41939e3	{Tommy Bahama}	{33.650685836141086,-117.74511873722076,Irvine,CA,United States}	{Shop & Service,}
2500	Fri Jul 15 04:12:34 +0000 2011	49c06cb5f964a52064551fe3	{AMC Downtown Disney 12}	{33.80857057878035,-117.92503595352173,Anaheim,CA,United States}	{Arts & Entertainment,Movie Theater,}
2500	Fri Jul 15 04:00:26 +0000 2011	49c06cb5f964a52064551fe3	{AMC Downtown Disney 12}	{33.80857057878035,-117.92503595352173,Anaheim,CA,United States}	{Arts & Entertainment,Movie Theater,}
2500	Sun Jul 10 21:00:21 +0000 2011	4c8d573c5e38b1f7587539f9	{Robinwood Baseball Field}	{33.73153184979968,-118.0313508851809,Huntington Beach,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2500	Sat Jul 09 20:13:23 +0000 2011	4c8d573c5e38b1f7587539f9	{Robinwood Baseball Field}	{33.73153184979968,-118.0313508851809,Huntington Beach,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2500	Sat Jul 09 00:06:08 +0000 2011	4c8d573c5e38b1f7587539f9	{Robinwood Baseball Field}	{33.73153184979968,-118.0313508851809,Huntington Beach,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2500	Thu Jul 07 18:17:25 +0000 2011	4c8d573c5e38b1f7587539f9	{Robinwood Baseball Field}	{33.73153184979968,-118.0313508851809,Huntington Beach,CA,United States}	{Outdoors & Recreation,Athletics & Sports,}
2500	Sun Jul 03 18:49:00 +0000 2011	4a75c0e6f964a5202ce11fe3	{Plums Cafe and Catering}	{33.63116923907565,-117.91365517126083,Costa Mesa,CA,United States}	{Food,}
2500	Thu Jun 30 04:12:33 +0000 2011	4b86e8c2f964a5205fa531e3	{LA Fitness}	{33.717599164297944,-117.79853329521687,Irvine,CA,United States}	{Shop & Service,Gym / Fitness Center,}
2500	Wed Jun 29 19:06:22 +0000 2011	49dfeb22f964a5202a611fe3	{The Counter Burger Irvine}	{33.698136650178505,-117.74112224578857,Irvine,CA,United States}	{Food,}
2500	Sun Jun 26 18:11:14 +0000 2011	4b41066ef964a5209ebf25e3	{Benjie's Deli}	{33.762033583333334,-117.83536598,Santa Ana,CA,United States}	{Food,}
2500	Fri Jun 17 02:11:39 +0000 2011	4b3aa637f964a520ea6b25e3	{Zov's Bistro, Cafe & Bakery}	{33.75889291392209,-117.82760739326477,Tustin,CA,United States}	{Food,}
2500	Wed Jun 15 19:12:53 +0000 2011	4b1d8279f964a5207f1124e3	{Nello Cucina}	{33.69245946749698,-117.8922700881958,Costa Mesa,CA,United States}	{Nightlife Spot,Food,}
2500	Mon Jun 13 02:07:31 +0000 2011	4a8f4d7ff964a520d01420e3	{Tustin Brewing Company}	{33.749798616666666,-117.81087,Tustin,CA,United States}	{Nightlife Spot,}
2500	Mon May 30 04:44:30 +0000 2011	4b54f51cf964a52038d527e3	{Pinkberry}	{33.65173857364438,-117.74559214711189,Irvine,CA,United States}	{Food,}
2500	Wed May 25 17:03:55 +0000 2011	4af064a1f964a520a6db21e3	{Meridian Sport Clubs}	{33.88628350412795,-117.87935802192631,Fullerton,CA,United States}	{Shop & Service,}
2500	Sun May 22 01:54:09 +0000 2011	3fd66200f964a52005f01ee3	{McCabe's}	{34.025916,-118.457514,Santa Monica,CA,United States}	{Shop & Service,}
2500	Sat May 21 19:28:06 +0000 2011	4b7085f2f964a520b71f2de3	{LA Fitness}	{33.7895627686154,-118.02738282387952,Garden Grove,CA,United States}	{Shop & Service,}
2500	Sun May 15 22:13:35 +0000 2011	4b91e88ef964a520ddde33e3	{Temecula Creek Inn}	{33.46745634077916,-117.13178631808216,Temecula,CA,United States}	{Travel & Transport,}
2500	Thu May 12 02:49:10 +0000 2011	42055e00f964a520701f1fe3	{The Wiltern}	{34.061428055543495,-118.30883860588074,Los Angeles,CA,United States}	{Nightlife Spot,Music Venue,Arts & Entertainment,}
