3122	Sun Aug 07 22:50:07 +0000 2011	4aa30b13f964a5201d4320e3	{Iowa Meat Farms}	{32.784001,-117.09761,San Diego,CA,United States}	{Shop & Service,Food,Food & Drink Shop,}
3122	Mon Aug 01 23:32:27 +0000 2011	4b154d0df964a5209caa23e3	{Fit Athletic Club}	{32.708805588873425,-117.1556603908539,San Diego,CA,United States}	{Shop & Service,}
3122	Thu Jul 28 16:28:32 +0000 2011	4b154d0df964a5209caa23e3	{Fit Athletic Club}	{32.708805588873425,-117.1556603908539,San Diego,CA,United States}	{Shop & Service,}
3122	Sun Jul 17 00:59:39 +0000 2011	4aad3e4ef964a520345f20e3	{VONS}	{32.76112497124472,-117.06521189346643,San Diego,CA,United States}	{Shop & Service,Food & Drink Shop,}
3122	Wed Jul 13 18:11:55 +0000 2011	4a8718eef964a5208b0220e3	{PetSmart}	{32.75096249924591,-117.20635602872115,San Diego,CA,United States}	{Shop & Service,}
===
3122	Wed Jun 15 19:59:09 +0000 2011	44535a93f964a520ac321fe3	{Rubio's}	{32.75018333333333,-117.205339,San Diego,CA,United States}	{Food,}
3122	Fri May 27 22:25:03 +0000 2011	4b7d5c59f964a5202cba2fe3	{Talmadge Community}	{32.7611313961236,-117.09730381785154,San Diego,CA,United States}	{Outdoors & Recreation,}
3122	Wed May 18 18:47:13 +0000 2011	4b92a1c6f964a520c50b34e3	{The Vitamin Shoppe}	{32.75152094367025,-117.20568988688397,San Diego,CA,United States}	{Shop & Service,}
3122	Sun May 01 01:10:07 +0000 2011	4bfdd376b68d0f47466fe957	{Talmadge}	{32.75579891238308,-117.09705962767988,San Diego,CA,United States}	{Outdoors & Recreation,Residence,}
3122	Thu Apr 28 15:53:41 +0000 2011	4cb12c1dcbab236a1f0da773	{Shelter Island Veterinary Hospital}	{32.75175228806306,-117.21620433609989,San Diego,CA,United States}	{Medical Center,Professional & Other Places,}
3122	Fri Apr 22 19:54:26 +0000 2011	4bd5abe04e32d13a3532c180	{Blessed Sacrament Parish Church}	{32.759210130760046,-117.07407860917242,San Diego,CA,United States}	{Spiritual Center,Professional & Other Places,}
3122	Sun Apr 10 03:02:44 +0000 2011	457a896df964a520e73e1fe3	{Palm Restaurant}	{32.7093159806082,-117.15903731041107,San Diego,CA,United States}	{Food,}
3122	Tue Apr 05 16:03:26 +0000 2011	4b154d0df964a5209caa23e3	{Fit Athletic Club}	{32.708805588873425,-117.1556603908539,San Diego,CA,United States}	{Shop & Service,}
3122	Fri Apr 01 18:44:58 +0000 2011	4a8718eef964a5208b0220e3	{PetSmart}	{32.75096249924591,-117.20635602872115,San Diego,CA,United States}	{Shop & Service,}
3122	Wed Mar 23 19:03:59 +0000 2011	4c8144dad92ea09380593f72	{Tommy Pastrami NY Delicatessen}	{32.71700084209442,-117.16759,San Diego,CA,United States}	{Food,}
3122	Sat Mar 19 23:55:24 +0000 2011	4bd5abe04e32d13a3532c180	{Blessed Sacrament Parish Church}	{32.759210130760046,-117.07407860917242,San Diego,CA,United States}	{Spiritual Center,Professional & Other Places,}
3122	Thu Mar 17 19:51:41 +0000 2011	45140d9ef964a520d2391fe3	{St Tropez Bakery & Bistro}	{32.71675946229836,-117.1684801059222,San Diego,CA,United States}	{Food,}
3122	Thu Mar 03 21:23:09 +0000 2011	4c8144dad92ea09380593f72	{Tommy Pastrami NY Delicatessen}	{32.71700084209442,-117.16759,San Diego,CA,United States}	{Food,}
3122	Tue Mar 01 00:46:51 +0000 2011	4b154d0df964a5209caa23e3	{Fit Athletic Club}	{32.708805588873425,-117.1556603908539,San Diego,CA,United States}	{Shop & Service,}
3122	Sun Feb 20 03:52:07 +0000 2011	4b1c3bbef964a520c40424e3	{K&B Wine Cellars}	{32.78389948,-117.059995,San Diego,CA,United States}	{Shop & Service,Food & Drink Shop,}
