1402	Tue Aug 02 01:02:47 +0000 2011	4a7a6cd1f964a52054e91fe3	{Baby Blues BBQ}	{34.0002931861891,-118.46537634730339,Venice,CA,United States}	{Food,}
1402	Sat Jul 30 16:51:52 +0000 2011	4ac77976f964a52075b720e3	{Goodwill Donation Center}	{33.96207220652394,-118.42166985455529,Los Angeles,CA,United States}	{Shop & Service,}
1402	Thu Jul 28 15:19:32 +0000 2011	4e26edd67d8b5ea724783009	{LMU - Fit/Well Center}	{33.968086,-118.415514,Los Angeles,CA,United States}	{College & University,}
1402	Wed Jul 27 01:00:38 +0000 2011	3fd66200f964a52092ee1ee3	{In-N-Out Burger}	{33.953693952548974,-118.39676812291145,Los Angeles,CA,United States}	{Food,}
1402	Tue Jul 26 22:49:06 +0000 2011	4b0844fdf964a520d00723e3	{Ashley Furniture}	{34.030206,-118.386066,Los Angeles,CA,United States}	{Shop & Service,}
1402	Sat Jul 23 17:30:49 +0000 2011	4c3d14767c1ee21e15888d71	{LAFD Fire Station 5}	{33.95561510050277,-118.4040355682373,Los Angeles,CA,United States}	{Government Building,Professional & Other Places,}
1402	Fri Jul 22 20:00:25 +0000 2011	4a905e0df964a520891720e3	{Best Buy}	{33.90620534,-118.3939944,El Segundo,CA,United States}	{Shop & Service,}
1402	Fri Jul 22 16:09:40 +0000 2011	4dc881e9d4c0bf6841931120	{LMU - Greek Life Suite}	{33.971133,-118.415878,Los Angeles,CA,United States}	{College & University,}
1402	Thu Jul 21 02:25:42 +0000 2011	4ac413e9f964a520219e20e3	{Jack in the Box - Inglewood, CA}	{33.96022081375122,-118.376424908638,Inglewood,CA,United States}	{Food,}
1402	Wed Jul 20 14:59:18 +0000 2011	4aca951ef964a5206dc220e3	{LMU - Burns Rec Center}	{33.96834897864617,-118.41639518737793,Los Angeles,CA,United States}	{Shop & Service,Gym / Fitness Center,}
1402	Tue Jul 19 02:26:09 +0000 2011	44e3164df964a52035371fe3	{Charles H. Wilson Park}	{33.82539969417339,-118.32537174224854,Torrance,CA,United States}	{Outdoors & Recreation,}
1402	Sat Jul 16 01:08:27 +0000 2011	4a725959f964a520f0da1fe3	{Tin Roof Bistro}	{33.899835,-118.395461,Manhattan Beach,CA,United States}	{Nightlife Spot,Food,}
1402	Fri Jul 15 21:49:33 +0000 2011	428d2880f964a520b9231fe3	{Rave 18}	{33.97806495334865,-118.3924913406372,Los Angeles,CA,United States}	{Nightlife Spot,Arts & Entertainment,Professional & Other Places,}
1402	Fri Jul 15 01:22:53 +0000 2011	4cba9e3890c9a143030690d6	{86th & Emerson}	{33.95966276216354,-118.41046843177514,,CA,United States}	{Residence,}
1402	Wed Jul 13 10:54:40 +0000 2011	4de4d0e5d22d2a4ecdfccc27	{US Airways Flight 1431 CLT To LAX}	{35.21830870181223,-80.94468624874034,Charlotte,NC,United States}	{Travel & Transport,Airport,}
1402	Wed Jul 13 10:45:55 +0000 2011	4b145398f964a52040a123e3	{Bojangles' Famous Chicken 'n Biscuits}	{35.21824171530938,-80.94546318054199,Charlotte,NC,United States}	{Food,}
1402	Wed Jul 13 10:38:30 +0000 2011	4a55c1f7f964a52046b41fe3	{Charlotte Douglas International Airport (CLT)}	{35.220583881215475,-80.94335271521767,Charlotte,NC,United States}	{Travel & Transport,}
1402	Wed Jul 13 08:44:55 +0000 2011	4e1d5a4e14955b99c415cca5	{US Airways Flight 3201 ORF-CLT}	{36.898794,-76.203411,,,United States}	{Travel & Transport,Airport,}
1402	Wed Jul 13 03:58:46 +0000 2011	4b7ff1aef964a520014630e3	{Starbucks}	{36.8975719890014,-76.20338201522827,Norfolk,VA,United States}	{Food,}
1402	Wed Jul 13 00:40:18 +0000 2011	4baca83ff964a5205f013be3	{Varsity Grill}	{36.898337,-76.204356,Norfolk,VA,United States}	{Nightlife Spot,}
1402	Tue Jul 12 13:05:18 +0000 2011	4b7ff1aef964a520014630e3	{Starbucks}	{36.8975719890014,-76.20338201522827,Norfolk,VA,United States}	{Food,}
1402	Tue Jul 12 10:49:21 +0000 2011	4e1c2641c65be9fffd78e793	{Delta Flight 1113 ATL-ORF}	{33.64285203759521,-84.43958211917057,College Park,GA,United States}	{Travel & Transport,Airport,}
1402	Tue Jul 12 10:08:21 +0000 2011	4a8a103af964a520c90920e3	{Hartsfield-Jackson Atlanta International Airport (ATL)}	{33.640669114843895,-84.43606853485107,Atlanta,GA,United States}	{Travel & Transport,}
1402	Tue Jul 12 04:02:01 +0000 2011	4e1bc70f2271612641387fbc	{Delta Flight 2075 LAX-ATL}	{33.94160889763816,-118.40153128612926,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
1402	Tue Jul 12 02:22:44 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
1402	Mon Jul 11 15:35:11 +0000 2011	4dc881e9d4c0bf6841931120	{LMU - Greek Life Suite}	{33.971133,-118.415878,Los Angeles,CA,United States}	{College & University,}
1402	Sat Jul 09 01:44:54 +0000 2011	4b5b4bd7f964a52074f228e3	{Dream Dinners}	{34.02223210670799,-118.43909659859533,Los Angeles,CA,United States}	{}
1402	Fri Jul 08 04:08:37 +0000 2011	439ec330f964a520102c1fe3	{Los Angeles International Airport (LAX)}	{33.94389397698472,-118.40502262115479,Los Angeles,CA,United States}	{Travel & Transport,}
1402	Thu Jul 07 22:15:45 +0000 2011	4df694b9a809a581cfd6e7fd	{Delta Airlines Flight 1061}	{28.4286156096889,-81.30057659263494,Orlando,FL,United States}	{Travel & Transport,Airport,}
1402	Thu Jul 07 03:46:38 +0000 2011	4e152c0945ddafda4bfaf9fa	{Delta Flight DL0933 LAX-TPA}	{33.941354,-118.404885,Los Angeles,CA,United States}	{Travel & Transport,Airport,}
1402	Thu Jul 07 03:02:58 +0000 2011	4cf321f97bf3b60cb09d697f	{My House of Chaos}	{33.95966276216354,-118.41046843177514,,CA,United States}	{Residence,}
1402	Wed Jul 06 15:31:08 +0000 2011	4a9ecb37f964a520343b20e3	{Coffee Co.}	{33.95754568451959,-118.39457635629962,Los Angeles,CA,United States}	{Food,}
1402	Mon Jul 04 17:57:16 +0000 2011	4b691efdf964a520b4992be3	{Loyola Marymount University (LMU)}	{33.96842934050945,-118.41652419616008,Los Angeles,CA,United States}	{College & University,}
1402	Mon Jul 04 01:55:47 +0000 2011	4b6790c2f964a52084552be3	{Build-A-Bear Workshop}	{33.80926145774333,-117.92303770780563,Anaheim,CA,United States}	{Shop & Service,}
1402	Mon Jul 04 01:29:20 +0000 2011	47f6995af964a520b04e1fe3	{Downtown Disney District}	{33.80917676965434,-117.92439222335815,Anaheim,CA,United States}	{Shop & Service,Outdoors & Recreation,}
1402	Sun Jul 03 17:35:54 +0000 2011	4dc17280b0fb1c18ee6359cc	{Mother's Beach}	{33.981125433367694,-118.45789432525635,Marina del Rey,CA,United States}	{Outdoors & Recreation,}
1402	Sun Jul 03 00:50:39 +0000 2011	49fcbdbbf964a520d76e1fe3	{Jersey Mike's Subs}	{33.901295,-118.37341534,Hawthorne,CA,United States}	{Food,}
